radius_bin,insol_bin,st_Teff_bin,Source Pipeline,TIC,Full TOI ID,TIC Right Ascension,TIC Declination,TMag Value,TMag Uncertainty,Orbital Epoch Value,Orbital Epoch Uncertainty,Orbital Period Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Alerted,Edited,Stellar Mass,Unnamed: 0,Target,RA,Dec,Teff (K),Stellar Radius (R_Sun),Stellar Mass (M_Sun),V mag,J mag,H mag,K mag,Ars,pl_masses,K_amp,TSM,radius_bin,insol_bin,st_Teff_bin,priority,highestp
2,3,2,spoc,4646810.0,461.01,38.272058,-10.351773,8.81803,0.016797,1416.345972,0.0019399999999999999,14.490034,0.002807,1.59402,0.35675999999999997,904.80174,96.06468000000001,4,may be two single transits,4.49,0.18,1.0,0.781407,0.08391699999999999,2.56584,1.0669549999999999,594.310035,4884.0,96.0,29.483107,9.984914999999999,False,2019-02-08T19:54:07+00:00,2019-10-17 00:41:49.648397+00:00,0.6876737421604528,7.0,4646810.0,38.271253,-10.352178,4884.0,0.7441300000000001,0.8,9.78,8.035,7.557,7.459,28.26130953405517,7.125981836614888,2.4033506111283747,78.54607168802012,2,3,2,0.0,0
2,3,2,,,HD 15337 c,,-27.635206,,,,,17.1784,,,,,,,,,,,0.86,,2.39,,,5125.0,,28.884736598712067,,,,,0.9,,,,,,,,9.088,7.553,,,31.462992119186787,8.11,2.1599753487382225,57.177524994139766,2,3,2,0.0,0
2,3,2,,,HIP 116454 b,,0.44551599999999997,,,,,9.1205,,,,,,,,,,,0.72,,2.4659999999999997,,,5089.0,,49.115047842659315,,,,,0.81,,,,,,,,10.19,8.604,,,23.79052926544035,12.7132,4.485826799648388,40.22956076946198,2,3,2,0.0,0
2,3,2,,,K2-155 c,,21.3536,,,,,13.85,,,,,,,,,,,0.58,,2.6,,,4258.0,,10.363457350745866,,,,,0.65,,,,,,,,12.806,10.274000000000001,,,36.25813567965945,7.288,2.5907970002414467,39.812015301584026,2,3,2,0.0,0
2,3,2,,,K2-110 b,,-12.284491000000001,,,,,13.86387,,,,,,,,,,,0.71,,2.56,,,4950.0,,25.748503854817965,,,,,0.75,,,,,,,,11.915,10.184,,,31.08714838804597,7.0984,2.293024267199303,34.07320868166666,2,3,2,0.0,0
2,3,2,,,K2-155 b,,21.3536,,,,,6.342,,,,,,,,,,,0.58,,1.8,,,4258.0,,29.36315462400944,,,,,0.65,,,,,,,,12.806,10.274000000000001,,,21.540533033757093,3.9005,1.7989529947258147,32.02390047214709,2,3,2,0.0,0
2,3,2,,,K2-212 b,,3.096936,,,,,9.79551,,,,,,,,,,,0.65,,2.52,,,4272.0,,20.51006652603547,,,,,0.67,,,,,,,,13.1,10.629000000000001,,,25.943313357852432,6.9109,2.7022544459142357,30.65592118708376,2,3,2,0.0,0
2,3,2,,,K2-275 c,,20.455076000000002,,,,,8.438756,,,,,,,,,,,0.73,,2.34,,,4812.0,,45.51908731105735,,,,,0.79,,,,,,,,12.062999999999999,10.364,,,22.095353408631972,6.0929,2.2433499686579195,30.437465861406565,2,3,2,0.0,0
2,3,2,,,K2-21 c,,-14.488987,,,,,15.50192,,,,,,,,,,,0.65,,2.49,,,4222.06,,10.506039698549992,,,,,0.68,,,,,,,,12.85,10.251,,,35.405910782720994,6.7716,2.249783399250464,30.389397821468137,2,3,2,0.0,0
2,3,2,,,K2-62 b,,-12.187498,,,,,6.67202,,,,,,,,,,,0.73,,2.14,,,4880.0,,66.99196604239775,,,,,0.77,,,,,,,,12.397,10.374,,,18.731595469436627,5.2343,2.1201318197473626,29.711527079521495,2,3,2,0.0,0
2,3,2,,,K2-174 b,,16.347445999999998,,,,,19.562307,,,,,,,,,,,0.68,,2.6,,,4455.0,,10.252218571512534,,,,,0.7,,,,,,,,12.424000000000001,10.231,,,39.90552017668376,7.288,2.1977932287525905,29.463248047071854,2,3,2,0.0,0
2,3,2,,,K2-285 d,,1.30029,,,,,10.45582,,,,,,,,,,,0.79,,2.48,,,4975.0,,44.28584969339417,,,,,0.83,,,,,,,,12.03,10.477,,,23.94419094268253,6.5,2.1560514131440858,27.34236346077847,2,3,2,0.0,0
2,3,2,,,K2-126 b,,-13.576928,,,,,7.385655,,,,,,,,,,,0.65,,1.97,,,4339.0,,31.189030993061632,,,,,0.69,,,,,,,,12.918,10.508,,,21.703253699071848,4.5472,1.9155735890000198,26.134288607575215,2,3,2,0.0,0
2,3,2,,,K2-90 b,,22.472631,,,,,13.733314,,,,,,,,,,,0.62,,2.6,,,4484.0,,15.039022637176256,,,,,0.63,,,,,,,,13.855,11.168,,,33.37858248004015,7.288,2.6528135764219414,25.334684927129462,2,3,2,0.0,0
2,3,2,,,K2-21 b,,-14.488987,,,,,9.325038,,,,,,,,,,,0.65,,1.84,,,4222.06,,20.6896056164863,,,,,0.68,,,,,,,,12.85,10.251,,,25.23011228358801,4.049,1.5935859129799776,24.29401724404819,2,3,2,0.0,0
2,3,2,,,K2-154 b,,-2.669481,,,,,3.67626,,,,,,,,,,,0.63,,1.99,,,4097.0,,61.43686923754953,,,,,0.65,,,,,,,,14.033,11.219000000000001,,,13.786812763269133,4.626,2.558852002839978,24.0692232051777,2,3,2,0.0,0
2,3,2,,,EPIC 206535016.01,,-4.139476,,,,,20.398071,,,,,,,,,,,0.78,,2.5789999999999997,,,5199.0,,22.92132008909966,,,,,0.7342045174406623,,,,,,,,11.835,10.494000000000002,,,36.34681074839712,7.188225975823115,2.0707666917957703,24.004093478935015,2,3,2,0.0,0
2,3,2,,,K2-62 c,,-12.187498,,,,,16.1966,,,,,,,,,,,0.73,,2.14,,,4880.0,,20.5337072999919,,,,,0.77,,,,,,,,12.397,10.374,,,33.833930144675364,5.2343,1.577516916315825,22.107321884875066,2,3,2,0.0,0
2,3,2,,,K2-163 b,,-0.5390550000000001,,,,,6.673117,,,,,,,,,,,0.76,,2.4659999999999997,,,4937.0,,72.33646761890952,,,,,0.83,,,,,,,,13.129000000000001,11.31,,,18.44990327405285,6.661,2.566226444939419,21.834046266155006,2,3,2,0.0,0
2,3,2,,,K2-154 c,,-2.669481,,,,,7.95486,,,,,,,,,,,0.63,,2.07,,,4097.0,,21.95132032064468,,,,,0.65,,,,,,,,14.033,11.219000000000001,,,23.064714975524577,4.9466,2.115457114797917,19.587121147676775,2,3,2,0.0,0
2,3,2,,,K00958.01,,36.74361,,,,,21.76129812,,,,,,,,,,,0.72,,2.53,,,4859.0,,13.18,,,,,0.781,,,,,,,,13.299000000000001,10.982000000000001,,,41.96657655076053,6.957597898733058,1.8824099983220552,19.089208419961405,2,3,2,0.0,0
2,3,2,,,EPIC 217192839.02,,-21.007642999999998,,,,,16.035054,,,,,,,,,,,0.65,,2.0580000000000003,,,4661.0,,14.57854450619022,,,,,0.7038085853301708,,,,,,,,13.01,10.97,,,36.630901772158296,4.897918672795254,1.5725419424866394,18.48879782624175,2,3,2,0.0,0
2,3,2,,,K2-148 c,,-0.193155,,,,,6.9226,,,,,,,,,,,0.63,,1.73,,,4079.0,,25.959481643322665,,,,,0.65,,,,,,,,13.507,11.082,,,21.02354216877479,3.6461,1.6332290988662936,17.229986700865886,2,3,2,0.0,0
2,3,2,,,K2-49 b,,3.475569,,,,,2.77065,,,,,,,,,,,0.45,,1.93,,,4175.0,,57.93352099289206,,,,,0.51,,,,,,,,15.668,13.463,,,14.743292620470255,4.3914,3.1377102864845474,15.894932440983158,2,3,2,0.0,0
2,3,2,,,K2-81 b,,14.5022,,,,,6.102325,,,,,,,,,,,0.63,,1.97,,,4674.13,,48.137582726724865,,,,,0.75,,,,,,,,14.364,12.048,,,20.272435300542888,4.5472,1.9310282167678219,15.257272263178889,2,3,2,0.0,0
2,3,2,,,K2-274 b,,20.399372,,,,,14.129714,,,,,,,,,,,0.74,,2.2,,,5065.0,,28.39976295112896,,,,,0.81,,,,,,,,13.085999999999999,11.507,,,30.991887698273434,5.4862,1.672968189661392,14.35304179014583,2,3,2,0.0,0
2,3,2,,,K2-35 b,,1.2859559999999999,,,,,5.608352,,,,,,,,,,,0.62,,1.93,,,4402.71,,43.00503501287264,,,,,0.7,,,,,,,,14.35,12.144,,,19.02948325324818,4.3914,2.0083669538349596,14.267493397980672,2,3,2,0.0,0
2,3,2,,,K2-254 c,,-4.717236,,,,,12.11839,,,,,,,,,,,0.67,,2.19,,,4629.0,,21.762102284126165,,,,,0.71,,,,,,,,14.183,11.985999999999999,,,29.571300584272645,5.4439,1.9076855141300482,13.061110849609344,2,3,2,0.0,0
2,3,2,,,K2-247 c,,-10.069232000000001,,,,,6.49424,,,,,,,,,,,0.69,,2.19,,,4667.0,,53.295651727552574,,,,,0.74,,,,,,,,14.956,12.38,,,19.207737015441893,5.4439,2.284704646024875,12.849294166608608,2,3,2,0.0,0
2,3,2,,,K2-254 b,,-4.717236,,,,,4.09639,,,,,,,,,,,0.67,,1.63,,,4629.0,,92.41852173986692,,,,,0.71,,,,,,,,14.183,11.985999999999999,,,14.349651063952528,3.2951,1.657600177982828,12.772228112191144,2,3,2,0.0,0
2,3,2,,,K2-5 c,,-1.8779759999999999,,,,,10.93241,,,,,,,,,,,0.57,,2.26,,,3930.0,,10.387557952562643,,,,,0.61,,,,,,,,14.91,12.449000000000002,,,30.85139872906393,5.743,2.3046101652664626,12.625467204666162,2,3,2,0.0,0
2,3,2,,,K2-5 b,,-1.8779759999999999,,,,,5.73594,,,,,,,,,,,0.57,,1.91,,,3930.0,,24.546818286893483,,,,,0.61,,,,,,,,14.91,12.449000000000002,,,20.069381322954428,4.3143,2.1465422194428254,12.5782770034057,2,3,2,0.0,0
2,3,2,,,K2-57 b,,-14.069885999999999,,,,,9.0063,,,,,,,,,,,0.62,,2.1,,,4434.0,,23.98462676267955,,,,,0.68,,,,,,,,14.501,12.35,,,25.844693320398576,5.0691,2.0183352153108314,12.514375755707261,2,3,2,0.0,0
2,3,2,,,K2-4 b,,-3.905585,,,,,10.003417,,,,,,,,,,,0.57,,2.1,,,4014.73,,12.333658583492536,,,,,0.64,,,,,,,,14.907,12.367,,,29.546987826708527,5.0691,2.0292953906442524,12.440349969160723,2,3,2,0.0,0
2,3,2,,,K2-8 c,,-0.284375,,,,,5.06416,,,,,,,,,,,0.74,,2.41,,,4870.0,,97.7704563575381,,,,,0.78,,,,,,,,14.61,12.829,,,15.441894787414887,6.4059,2.820104039172883,11.974068752495866,2,3,2,0.0,0
2,3,2,,,K2-120 b,,17.190685000000002,,,,,9.562742,,,,,,,,,,,0.67,,2.01,,,4349.9,,23.718763056808033,,,,,0.69,,,,,,,,14.045,12.0,,,25.012610232006868,4.7053,1.8186297675207055,11.86059731072843,2,3,2,0.0,0
2,3,2,,,K2-119 b,,16.901854,,,,,7.727283,,,,,,,,,,,0.71,,2.53,,,4740.0,,46.78283792445604,,,,,0.76,,,,,,,,14.883,12.841,,,21.14754167642214,6.9576,2.707023172278051,11.460124961728356,2,3,2,0.0,0
2,3,2,,,K2-59 c,,-14.027745000000001,,,,,11.2954,,,,,,,,,,,0.73,,2.3,,,5055.0,,38.226896527491824,,,,,0.77,,,,,,,,14.225999999999999,12.454,,,26.607513254594824,5.9169,2.010868748990066,10.882235546608122,2,3,2,0.0,0
2,3,2,,,EPIC 212737443 b,,-7.318144,,,,,13.603,,,,,,,,,,,0.67,,2.5860000000000003,,,4684.0,,19.93300662015212,,,,,0.69,,,,,,,,14.835999999999999,12.824000000000002,,,31.636895145034845,7.2214,2.4817667340363387,10.781769941322933,2,3,2,0.0,0
2,3,2,,,K2-42 b,,-5.171913,,,,,6.68796,,,,,,,,,,,0.64,,2.15,,,4613.0,,43.672176349735736,,,,,0.7,,,,,,,,15.023,12.982000000000001,,,20.730557401926095,5.2759,2.2753619437784454,10.514591111319644,2,3,2,0.0,0
2,3,2,,,K2-15 b,,4.254747,,,,,11.8104,,,,,,,,,,,0.68,,2.48,,,5131.0,,34.69653150287615,,,,,0.72,,,,,,,,14.663,13.067,,,28.774480142133964,6.7255,2.3550414803957596,10.180437895903799,2,3,2,0.0,0
2,3,2,,,K2-59 b,,-14.027745000000001,,,,,20.6921,,,,,,,,,,,0.73,,2.41,,,5055.0,,17.05421640777848,,,,,0.77,,,,,,,,14.225999999999999,12.454,,,39.835743091733036,6.4059,1.77924327199463,9.450733103110707,2,3,2,0.0,0
2,3,2,,,K2-48 b,,3.272425,,,,,20.5065,,,,,,,,,,,0.73,,2.24,,,4899.0,,15.226295571943366,,,,,0.77,,,,,,,,14.277000000000001,12.43,,,39.597178260051265,5.6569,1.575933984780046,8.445992678042781,2,3,2,0.0,0
2,3,2,,,K2-285 e,,1.30029,,,,,14.76289,,,,,,,,,,,0.79,,1.95,,,4975.0,,27.95850429923728,,,,,0.83,,,,,,,,12.03,10.477,,,30.13531190871881,10.7,3.163674339500033,7.197416923928941,2,3,2,0.0,0
2,3,2,,,K2-77 b,,12.572612,,,,,8.199796,,,,,,,,,,,0.76,,2.3,,,4970.0,,57.84822027822687,,,,,0.8,,,,,,,,12.158,10.384,,,20.908085343487766,603.877,222.60658064543054,0.28304966067685816,2,3,2,0.0,0
2,3,3,,,K2-198 d,,-6.464886,,,,,7.4500177,,,,,,,,,,,0.76,,2.438,,,5212.9,,79.56273073675509,,,,,0.8,,,,,,,,10.970999999999998,9.741,,,19.613289344186594,6.533,2.4864749166967393,45.375454128857825,2,3,3,2.0,2
2,3,3,,,K2-222 b,,11.753423,,,,,15.387063,,,,,,,,,,,1.09,,2.39,,,6058.0,,97.7980991782776,,,,,1.0,,,,,,,,9.543,8.423,,,23.89130204537235,6.3158,1.626648219190319,41.53146442620365,2,3,3,1.0,1
2,3,3,,,K2-229 c,,-6.721861,,,,,8.32727,,,,,,,,,,,0.79,,2.03,,,5315.0,,75.73306713645731,,,,,0.87,,,,,,,,10.985,9.517999999999999,,,20.898265995766668,4.7852,1.6594731399424973,36.227430080163444,2,3,3,3.0,3
2,3,3,,,EPIC 206114630.01,,-11.724275,,,,,7.445026,,,,,,,,,,,0.83,,2.281,,,5277.0,,79.62722237309004,,,,,1.1214606296054075,,,,,,,,11.115,9.675,,,20.090460566070945,5.834013434517586,1.7731270202366134,35.97492864616976,2,3,3,0.0,0
2,3,3,,,K2-241 b,,-6.804924000000001,,,,,26.8199,,,,,,,,,,,0.75,,2.55,,,5262.0,,15.787454608845016,,,,,0.71,,,,,,,,11.97,10.442,,,44.86339319203309,7.0514,1.8961291631557984,23.871680615958102,2,3,3,0.0,0
2,3,3,,,K2-180 b,,10.246967999999999,,,,,8.867209,,,,,,,,,,,0.72,,2.31,,,5358.0,,67.78072716032274,,,,,0.72,,,,,,,,12.600999999999999,11.145999999999999,,,22.449092762874265,5.9607,2.296486000936825,23.710053920140567,2,3,3,0.0,0
2,3,3,,,K2-159 b,,-3.5807230000000003,,,,,12.42205,,,,,,,,,,,0.83,,2.26,,,5425.0,,52.04397214850958,,,,,0.9,,,,,,,,11.994000000000002,10.462,,,26.263993060145086,5.743,1.7041058583225601,22.24360778739682,2,3,3,0.0,0
2,3,3,,,EPIC 212204403.02,,24.423111,,,,,12.550896,,,,,,,,,,,0.83,,2.6,,,5220.0,,44.99012353314269,,,,,0.8705305801437943,,,,,,,,12.564,10.958,,,26.153444856914604,7.288012879474424,2.2034949041539074,20.47935750564645,2,3,3,0.0,0
2,3,3,,,K2-224 c,,-10.060654,,,,,10.09489,,,,,,,,,,,0.84,,2.41,,,5620.0,,80.36040240037687,,,,,0.91,,,,,,,,12.682,11.352,,,22.68287333213462,6.4059,2.0219444200464807,17.46848454160402,2,3,3,0.0,0
2,3,3,,,K2-220 b,,9.516805999999999,,,,,13.683256,,,,,,,,,,,1.02,,2.39,,,5660.0,,78.41526740926044,,,,,0.96,,,,,,,,11.89,10.582,,,23.290512024855595,6.3158,1.7382073417388602,16.605327702799872,2,3,3,0.0,0
2,3,3,,,K2-86 b,,18.635616,,,,,8.77683,,,,,,,,,,,0.76,,1.96,,,5482.0,,78.86475970588937,,,,,0.79,,,,,,,,13.167,11.44,,,21.78627885041876,4.5081,1.6382497180940905,15.590158762638383,2,3,3,0.0,0
2,3,3,,,K2-80 d,,13.559289000000001,,,,,28.867253,,,,,,,,,,,0.87,,2.552,,,5441.0,,18.796880299396456,,,,,0.9,,,,,,,,12.626,10.874,,,43.960340913571216,7.0608,1.5817612601548783,15.203841804492566,2,3,3,0.0,0
2,3,3,,,K00103.01,,37.751591,,,,,14.91095177,,,,,,,,,,,0.899,,2.62,,,5650.0,,54.87,,,,,0.932,,,,,,,,13.045,11.42,,,27.7084150818559,7.3835740562004295,2.0140554456113215,14.98704488537481,2,3,3,0.0,0
2,3,3,,,K2-231 b,,-15.771107999999998,,,,,13.841901,,,,,,,,,,,0.95,,2.5,,,5695.0,,66.37148600672727,,,,,1.01,,,,,,,,12.708,11.294,,,25.629679420862143,6.8179,1.806986808266586,14.024903350996569,2,3,3,0.0,0
2,3,3,,,EPIC 215502661.01,,-24.084225,,,,,21.521554,,,,,,,,,,,1.16,,2.4,,,5694.0,,63.40056009371861,,,,,0.8138489835153392,,,,,,,,12.179,10.413,,,26.214094829978137,6.360826515193344,1.6805198319834591,13.231521075194935,2,3,3,0.0,0
2,3,3,,,K2-207 b,,0.640796,,,,,12.48749,,,,,,,,,,,0.93,,2.6060000000000003,,,5522.0,,67.66032048213218,,,,,0.94,,,,,,,,13.165999999999999,11.78,,,23.865595043375745,7.3166,2.105310757734819,12.408344436617158,2,3,3,0.0,0
2,3,3,,,HD 119130 b,,-9.946078,,,,,16.9841,,,,,,,,,,,1.09,,2.63,,,5725.0,,68.38059785230412,,,,,1.0,,,,,,,,9.917,8.73,,,25.517082812977076,24.5,6.1057041296186405,11.325664489544565,2,3,3,0.0,0
2,3,3,,,K2-187 e,,23.1926,,,,,13.609878,,,,,,,,,,,0.92,,2.38,,,5484.0,,55.8526431547513,,,,,0.98,,,,,,,,13.081,11.687000000000001,,,25.90714255676897,6.271,1.7053696252299744,11.211446572818092,2,3,3,0.0,0
2,3,3,,,K2-195 c,,-8.50948,,,,,28.482786,,,,,,,,,,,0.99,,2.576,,,5713.0,,29.25724387134222,,,,,0.94,,,,,,,,12.497,11.248,,,38.84706659223659,7.174,1.5681917499994427,11.17497270002544,2,3,3,0.0,0
2,3,3,,,K2-64 b,,-11.428742,,,,,6.53044,,,,,,,,,,,0.73,,2.07,,,5312.0,,99.38058882554085,,,,,0.74,,,,,,,,14.085999999999999,12.665,,,18.22266275236917,4.9466,2.072153939928327,10.933676441677282,2,3,3,0.0,0
2,3,3,,,EPIC 211770696.01,,16.900568,,,,,16.27284,,,,,,,,,,,1.06,,2.109,,,5656.0,,83.09466236084414,,,,,0.6954078317929343,,,,,,,,12.414000000000001,11.186,,,22.593250921892857,5.106044853093332,1.6444511347119346,10.03942797795353,2,3,3,0.0,0
2,3,3,,,K2-293 b,,-6.027876,,,,,13.1225,,,,,,,,,,,0.95,,2.45,,,5532.0,,65.63582528140824,,,,,0.96,,,,,,,,13.357000000000001,11.959000000000001,,,24.318700018251306,6.5877,1.8385042919433123,10.02962672386589,2,3,3,0.0,0
2,3,3,,,K00635.01,,40.19463,,,,,16.71987303,,,,,,,,,,,1.085,,2.52,,,6020.0,,81.63,,,,,1.049,,,,,,,,13.395999999999999,12.06,,,25.77586430755049,6.910911941334621,1.676967164979966,8.047337335917245,2,3,3,0.0,0
2,3,3,,,Kepler-69 b,,44.868896,,,,,13.722341,,,,,,,,,,,0.93,,2.24,,,5638.0,,71.60442783148517,,,,,0.81,,,,,,,,14.0,12.630999999999998,,,24.183919663893217,5.6569,1.7419256075914205,6.985812571839144,2,3,3,0.0,0
2,3,3,,,EPIC 220410754.01,,4.925522,,,,,19.496649,,,,,,,,,,,1.16,,2.2159999999999997,,,5758.0,,75.63591946932145,,,,,0.8138489835153392,,,,,,,,12.969000000000001,11.825999999999999,,,24.54289353843432,5.554219325381041,1.516553262620597,6.503312008355325,2,3,3,0.0,0
2,3,3,,,Kepler-10 c,,50.241299,,,,,45.294301,,,,,,,,,,,1.06,,2.35,,,5627.0,,17.378076247132118,,,,,0.91,,,,,,,,10.94,9.889,,,48.89894270982797,17.2,3.291573181600329,5.0669443834668915,2,3,3,0.0,0
2,3,3,,,BD+20 594 b,,20.599232,,,,,41.6855,,,,,,,,,,,1.08,,2.5780000000000003,,,5766.0,,14.822554195442349,,,,,1.67,,,,,,,,11.038,9.77,,,55.59480873623347,22.2481,2.92014304351358,5.057330840887482,2,3,3,0.0,0
2,4,1,,,K2-117 b,,10.469130999999999,,,,,1.2916,,,,,,,,,,,0.51,,2.03,,,3778.0,,132.87897296810416,,,,,0.54,,,,,,,,14.655,11.447000000000001,,,7.971540623031547,4.7852,4.244684601994229,41.15229276296285,2,4,1,1.0,1
2,4,1,,,K2-22 b,,2.6190700000000002,,,,,0.381078,,,,,,,,,,,0.57,,2.5,,,3830.0,,832.0066327907291,,,,,0.6,,,,,,,,15.597000000000001,12.725999999999999,,,3.274014824198748,444.962,552.6726603022938,0.5808465198262689,2,4,1,2.0,2
2,4,2,spoc,50618703.0,544.01,82.289925,-0.34256,9.577,0.018,1469.758806,0.0015429999999999999,1.548214,0.000198,1.216062,0.129462,865.5993070000001,63.14923,6,,4.67631,0.316736,1.0,0.655328,0.09617200000000001,2.3226419999999997,0.394822,1081.551089,4665.0,177.0,323.377022,12.803771000000001,False,2019-03-28T00:07:14+00:00,2019-10-17 00:41:42.489375+00:00,0.7427716094388995,109.0,50618703.0,82.290072,-0.342898,4220.0,0.6634140000000001,0.66,10.777,8.592,8.027000000000001,7.8,7.7853151338092985,6.016228290001417,4.061885068285758,138.15740460835565,2,4,2,2.0,2
2,4,2,spoc,9006668.0,238.01,349.231362,-18.606628,9.897,0.018,1354.669184,0.0024850000000000002,1.272419,0.000206,1.404112,0.309772,438.01903300000004,49.08374,2,centroid offset not significant.,4.5685,0.30183000000000004,1.0,0.786822,0.10925599999999999,1.6765419999999998,2.0479979999999998,1336.13395,5024.0,181.0,753.218535,7.622330000000001,False,2018-11-29T21:52:42+00:00,2019-10-17 00:41:47.759294+00:00,0.8353737725871158,12.0,9006668.0,349.231081,-18.606646,5029.0,0.7660279999999999,0.84,10.748,9.214,8.767000000000001,8.597999999999999,5.91652054090711,3.456678464348227,2.303804179822542,58.19736608559389,2,4,2,1.0,1
2,4,2,,,EPIC 229133720.01,,1.613639,,,,,4.036791,,,,,,,,,,,0.73,,2.338,,,4933.0,,126.24885130433053,,,,,0.8675081572314148,,,,,,,,11.689,9.93,,,13.942960630307018,6.084012553822367,2.690994554229335,47.916695605655285,2,4,2,3.0,3
2,4,2,spoc,19519368.0,494.01,124.69586000000001,-6.785861,10.039,0.019,1493.296407,0.003535,1.701876,0.000465,1.8379450000000002,0.449351,447.04785999999996,51.63069,7,Gaia DR2 R = 0.8 R_Sun; check 195193366; dmag=5.3,4.67,0.16,1.0,1.0987,0.22196799999999997,2.329152,3.7789879999999996,1223.535608,4985.0,114.0,529.648142,8.022874,False,2019-03-14T21:38:48+00:00,2019-10-17 00:41:49.788974+00:00,2.057719134107703,35.0,19519368.0,124.695407,-6.785921000000001,5006.52,0.79783,0.83,10.845999999999998,9.315,8.792,8.741,6.946467565685213,6.044922723497751,2.004816225553779,40.002137261437554,2,4,2,0.0,0
2,4,2,spoc,59003115.0,556.01,57.225286,13.483566,11.225,0.018,1439.0759,0.0057399999999999994,2.2941849999999997,0.000938,2.750763,0.652343,697.472004,94.25027,5,Need SG1 to check nearby stars and especially TIC 59003118 (T=17.34 mag).,4.62,0.03,1.0,0.707445,0.034104,1.9561099999999998,1.294193,1065.391077,5062.0,19.0,304.47891400000003,7.231075,False,2019-04-03T17:54:53+00:00,2019-10-17 00:41:46.590804+00:00,0.760349404055878,129.0,59003115.0,57.225546,13.483139,5055.91,0.751207,0.8440000000000001,12.178,10.463,10.001,9.89,9.44698388719191,4.492861226238098,2.619521112369083,39.46413182850003,2,4,2,0.0,0
2,4,2,,,K2-275 b,,20.455076000000002,,,,,3.280961,,,,,,,,,,,0.73,,2.24,,,4812.0,,160.40947885422375,,,,,0.79,,,,,,,,12.062999999999999,10.364,,,11.770169341090314,5.6569,2.853715024790069,39.40121766250198,2,4,2,0.0,0
2,4,2,,,K2-199 b,,-6.136143,,,,,3.225338,,,,,,,,,,,0.68,,1.87,,,4648.0,,130.65761798094078,,,,,0.73,,,,,,,,12.289000000000001,10.277000000000001,,,12.167780268696733,4.1618,2.2256561623542614,35.50927258560543,2,4,2,0.0,0
2,4,2,,,HD 15337 b,,-27.635206,,,,,4.75615,,,,,,,,,,,0.86,,1.64,,,5125.0,,160.06804315248786,,,,,0.9,,,,,,,,9.088,7.553,,,13.365398417206654,7.51,3.068858989128096,30.609283723323355,2,4,2,0.0,0
2,4,2,,,K2-285 b,,1.30029,,,,,3.471745,,,,,,,,,,,0.79,,2.59,,,4975.0,,192.60993630105892,,,,,0.83,,,,,,,,12.03,10.477,,,11.481359461668024,9.68,4.636865941047356,30.201028115508862,2,4,2,0.0,0
2,4,2,,,EPIC 211533633.01,,13.612929000000001,,,,,2.126953,,,,,,,,,,,0.57,,1.7,,,4020.0,,102.7447591389812,,,,,0.5934410143121641,,,,,,,,13.856,11.085999999999999,,,10.264049901020403,3.5393018756602728,2.4964935793160756,28.966876619045976,2,4,2,0.0,0
2,4,2,,,K2-179 b,,23.756807000000002,,,,,5.172191,,,,,,,,,,,0.77,,2.513,,,5015.0,,111.94152276697827,,,,,0.82,,,,,,,,12.956,11.138,,,15.303570103665612,6.8783,2.9082442490630585,26.3175227831334,2,4,2,0.0,0
2,4,2,,,EPIC 211552050.01,,13.869375,,,,,3.544965,,,,,,,,,,,0.7,,1.9,,,4860.0,,148.50597294165263,,,,,0.7109252296788803,,,,,,,,13.556,11.63,,,12.478059886563868,4.275978979048828,2.255274849706906,18.942942676270306,2,4,2,0.0,0
2,4,2,,,K2-247 b,,-10.069232000000001,,,,,2.25021,,,,,,,,,,,0.69,,2.12,,,4667.0,,218.9939696093062,,,,,0.74,,,,,,,,14.956,12.38,,,9.475584560337165,5.1514,3.0780827719229795,17.53777403168384,2,4,2,0.0,0
2,4,2,,,K2-216 b,,6.346971,,,,,2.1748,,,,,,,,,,,0.72,,1.75,,,4503.0,,224.43106628634263,,,,,0.7,,,,,,,,12.475999999999999,10.394,,,8.713826235733677,8.0,5.017284207927495,14.649142808690057,2,4,2,0.0,0
2,4,2,,,K2-250 b,,-8.975785,,,,,4.01457,,,,,,,,,,,0.81,,2.44,,,5172.0,,199.70704363764892,,,,,0.8,,,,,,,,14.267000000000001,12.539000000000001,,,12.1861586798314,6.5421,3.059811640347105,13.875955934684924,2,4,2,0.0,0
2,4,2,,,K02001.01,,41.377171000000004,,,,,8.27745764,,,,,,,,,,,1.781,,2.46,,,5129.0,,331.35,,,,,0.887,,,,,,,,13.805,11.694,,,9.292611068344504,6.633521208371277,2.2755160526311022,4.861303396175863,2,4,2,0.0,0
2,4,2,,,K06320.01,,38.418732,,,,,22.80265,,,,,,,,,,,3.324,,2.36,,,5011.0,,281.59,,,,,0.843,,,,,,,,13.905999999999999,11.535,,,9.619833444118036,6.181656162270617,1.5648589756904583,1.3661717710657697,2,4,2,0.0,0
