# TESS Object of Interest
# File Created: 2019-10-29
# Sectors: S0001-S0015
# Date of previous TOI list release: 2019-10-17
Source Pipeline,TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TMag Value,TMag Uncertainty,Orbital Epoch Value,Orbital Epoch Uncertainty,Orbital Period Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Edited
qlp,96097215,728.01,PC,146.891733,-7.330735,10.299000,0.022000,1518.940890,0.002300,1.602450,0.000250,0.312000,0.195000,1880.250000,176.405000,8,low SNR; need SG1 to confirm transit is real and not noise;,4.450000,2.000000,1,0.940000,0.940000,4.494020,4.700110,708.000000,5272.000000,183.000000,41.937800,9.000000,False,2,4,2,2,4,4,4,2019-05-24T18:24:57+00:00,2019-10-17 00:41:48.643391+00:00
qlp,149788158,727.01,PC,130.736800,-2.498100,11.408000,0.701000,1517.945180,0.004570,4.726090,0.002000,1.708000,0.350000,1650.140000,10.640500,8,SG1 to check if signal is real and if it is on the target or neighbor 149788157; period might be double,4.760000,0.370000,1,0.520000,0.080000,2.305700,0.410532,588.000000,3746.000000,88.000000,19.869000,9.000000,False,2,4,2,2,4,4,4,2019-05-24T18:24:57+00:00,2019-10-17 00:41:48.628913+00:00
spoc,38509907,722.01,PC,62.378536,-62.851409,11.941000,0.033000,1339.145845,0.005672,15.298914,0.001086,3.035739,0.702055,1315.800435,141.692120,"5, 4, 3, 2, 1",needs SG1 to check neighbors in aperture,4.631620,0.200000,1,0.660762,0.064040,2.376944,2.024073,449.267095,4082.000000,170.000000,9.628075,8.741217,False,2,4,2,2,4,4,4,2019-05-24T15:54:20+00:00,2019-10-18 21:38:31.232517+00:00
spoc,77156829,696.02,PC,68.177600,-39.786700,10.510000,0.060000,1414.759370,0.003208,14.775648,0.001527,1.421274,1.192938,1049.518715,198.235610,"5, 4",,4.890440,0.492117,2,0.361000,0.076000,1.175902,3.022455,314.481960,3450.000000,111.000000,2.311554,7.615660,False,1,4,1,1,4,4,4,2019-05-17T19:12:59+00:00,2019-10-17 00:41:45.609380+00:00
spoc,149302744,699.02,PC,83.382302,-62.109144,9.800000,0.018000,1358.895925,0.007484,33.621112,0.004027,5.121985,1.338506,329.732519,45.010254,"5, 6, 4, 3, 2, 1",some activity in difference image sector to sector on 149302756,4.070000,0.110000,2,1.340750,0.172545,2.481645,2.995269,725.275250,6138.600000,54.000000,65.393176,7.619083,False,1,4,1,1,4,4,4,2019-04-30T13:04:27+00:00,2019-10-18 21:38:32.700936+00:00
spoc,150151262,712.02,PC,92.936152,-65.825972,9.845000,0.018000,1429.402097,0.002701,51.705353,0.003880,4.825115,0.259357,1839.809288,173.094680,"9, 7, 6, 4, 3",two events; but note that the second transit is near a moment dump,4.588330,0.200000,2,0.842645,0.128211,3.777640,0.719850,349.746443,4504.000000,168.000000,3.536179,10.352905,False,2,4,2,2,4,4,4,2019-05-24T15:31:12+00:00,2019-10-18 21:38:33.309389+00:00
spoc,150428135,700.02,PC,97.096855,-65.579306,10.875000,0.017000,1330.474463,0.006936,37.424812,0.002622,3.282715,1.373078,721.463501,117.780266,"5, 6, 4, 3, 1",roughly 2:1 period ratio but not close enough; GAIA parallax indicates M dwarf host; low SNR,4.438000,0.000000,2,1.000000,0.000000,2.685352,4.540480,328.260952,3482.000000,0.000000,2.744087,7.387230,False,2,4,2,2,4,4,4,2019-04-30T13:04:28+00:00,2019-10-18 21:38:33.541467+00:00
spoc,169226822,675.01,KP,160.558670,-3.835058,9.617000,0.020000,1543.941968,0.000386,4.178161,0.000113,4.304954,0.025328,11743.801078,72.282120,9,WASP-127 b,4.185820,0.000000,1,1.390000,0.000000,15.288753,0.094120,1458.000000,5620.000000,0.000000,750.446000,160.821150,False,5,5,5,5,5,5,5,2019-05-06T19:17:05+00:00,2019-10-17 00:41:44.705343+00:00
spoc,335499997,680.01,PC,179.163859,-12.377443,8.953000,0.019000,1543.514628,0.000390,0.433716,0.000013,0.890312,0.098075,848.615718,26.184093,9,,3.949500,0.351821,1,1.836820,0.302450,5.741712,1.372976,2200.000000,5967.000000,192.000000,3891.410000,23.040173,False,3,4,3,3,4,4,4,2019-05-06T19:17:05+00:00,2019-10-17 00:41:48.636279+00:00
spoc,22221375,652.01,PC,149.124333,-24.099333,7.358000,0.017000,1543.254774,0.002001,3.984627,0.000512,2.398698,0.347213,389.733840,23.166540,9,small PC in known system (HD 86226 b has P = 1695 days),4.446530,0.000000,1,1.020000,0.000000,2.046621,1.354847,1174.184168,5903.000000,0.000000,449.227034,16.159866,False,2,4,1,1,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:44.282380+00:00
spoc,33153766,653.01,PC,144.773714,-45.426211,8.498000,0.018000,1543.227316,0.001078,0.688413,0.000053,1.503725,0.291402,390.627662,22.572357,9,"Need SG1 to check neighbor TIC 33153755 at ~14.32""; period might be too short for the stellar radius (too close to stellar surface).",3.473230,0.304437,1,3.226050,0.441752,6.485009,5.665568,3805.810598,6054.000000,193.000000,49580.361221,14.020450,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:46.435501+00:00
spoc,280206394,677.01,PC,144.119550,-50.463285,9.239000,0.018000,1547.473883,0.000368,11.236613,0.000520,2.574321,0.033671,8716.362549,95.080574,9,,4.378820,0.315236,1,1.223910,0.150417,12.266536,1.511677,665.000000,6446.000000,198.000000,32.640400,96.774060,False,3,4,3,3,4,4,4,2019-05-06T19:17:05+00:00,2019-10-18 21:38:37.679398+00:00
qlp,74534430,687.01,PC,137.671327,-45.097494,9.831000,0.033000,1525.562440,0.005570,18.155380,0.002770,4.296000,1.394000,1031.960000,7.489870,"9, 8",period could be double (36.3 days); check bright star on the south west of this star,4.570000,0.230000,1,0.610000,0.020000,2.167220,0.195581,367.767700,4253.900000,63.600000,4.323300,11.000000,False,2,4,1,1,4,4,4,2019-04-30T16:55:01+00:00,2019-10-17 00:41:49.948168+00:00
spoc,73723286,665.01,PC,155.636868,-40.516157,9.088000,0.018000,1547.303252,0.000369,14.065993,0.000506,3.442418,0.023263,16749.968493,173.312560,9,period in qlp = 14.05864 was slightly off,4.204070,0.308573,1,1.417290,0.191856,20.710905,2.806728,797.000000,6157.000000,194.000000,67.283000,109.289480,False,3,4,3,3,4,4,4,2019-05-06T19:17:04+00:00,2019-10-17 00:41:44.687749+00:00
spoc,308050066,679.01,PC,155.436010,-17.224391,9.976000,0.019000,1552.072613,0.000737,11.175586,0.001056,5.697074,0.066493,7303.054018,116.807020,9,,3.900000,0.160000,1,2.041770,0.509048,18.199324,4.542675,3516.000000,6655.000000,83.000000,25373.400000,65.071930,False,3,4,3,3,4,4,4,2019-05-06T19:17:05+00:00,2019-10-17 00:41:44.310898+00:00
spoc,55092869,664.01,KP,161.707262,-9.399004,7.309000,0.033000,1544.341451,0.000741,4.736094,0.000234,7.108413,0.045973,2435.829206,28.264969,9,KELT 11b,3.727650,0.000000,1,2.720000,0.000000,13.692776,0.177403,1564.713966,5370.000000,0.000000,1416.644361,74.665640,False,5,5,5,5,5,5,5,2019-05-07T15:39:33+00:00,2019-10-17 00:41:45.761430+00:00
spoc,151681127,671.01,PC,166.889018,-40.206942,9.128000,0.021000,1552.917674,0.000333,10.197751,0.000495,4.911431,0.025398,15405.531208,121.069046,9,Likely large planet based on temperature; need SG1 to check 151681126 (T mag = 15.914),4.211060,0.450146,1,1.795530,0.360923,24.004261,4.826364,1333.000000,7949.000000,219.000000,525.689000,135.346710,False,3,4,3,3,4,4,4,2019-05-06T19:17:04+00:00,2019-10-17 00:41:42.723832+00:00
spoc,429304876,682.01,PC,167.885840,-22.072560,9.181000,0.017000,1546.305878,0.001825,6.839299,0.000960,4.441711,0.193332,1243.185999,45.321964,9,slightly smaller radius in qlp (R = 3.91 Rsolar),3.920000,0.120000,1,1.144160,0.116379,4.087727,0.673015,1287.000000,5085.000000,76.000000,456.053000,21.252947,False,3,4,3,3,4,4,4,2019-05-06T19:17:06+00:00,2019-10-17 00:41:46.817252+00:00
qlp,281731203,685.01,KP,163.032424,0.493333,9.940000,0.020000,1546.692510,0.001650,11.633440,0.000120,3.680000,0.249000,3289.100000,1.678380,9,K2-261; only a single event seen in TESS data,3.880000,0.450000,1,1.830000,0.090000,11.538000,0.614662,822.000000,5287.700000,128.300000,76.012100,36.000000,False,5,5,5,5,5,5,5,2019-05-07T15:39:33+00:00,2019-10-17 00:41:44.543478+00:00
spoc,48476907,658.01,PC,150.152995,-34.681945,9.397000,0.017000,1543.700740,0.003330,4.719906,0.001021,1.825078,0.197044,1940.571553,185.375640,9,two stars of similar brightness in the same pixel - 48476908 (T mag= 9.486),4.220410,2.010840,1,1.488580,1.488580,10.600509,19.938599,1424.003577,6521.000000,199.000000,971.774106,12.043224,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:49.940298+00:00
spoc,48476908,659.01,PC,150.154050,-34.681556,9.486000,0.018000,1543.699323,0.002952,4.720083,0.000897,1.694515,0.174566,2213.796074,216.302750,9,two stars of similar brightness in the same pixel; we released 48476907.,4.009660,0.748527,1,1.720450,0.635344,12.777913,17.918060,1452.852789,5990.000000,192.000000,1052.949269,12.275165,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:48.659045+00:00
qlp,339857675,686.01,PC,111.601093,-54.452164,9.925000,0.018000,1492.214900,0.003790,3.513640,0.000410,1.573000,0.477000,434.937000,2.109070,"9, 8, 7, 6",low MES transit signal,4.260000,0.360000,1,1.630000,0.070000,3.740400,0.300489,1582.593443,6279.800000,127.200000,1482.512794,10.000000,False,3,4,3,3,4,4,4,2019-04-30T16:55:01+00:00,2019-10-17 00:41:44.319971+00:00
spoc,462162948,684.01,PC,150.433700,-59.850021,9.797000,0.032000,1546.467722,0.002209,19.847358,0.003103,2.380051,0.504869,1283.554415,130.697830,9,could be double the period,4.075480,1.246130,1,2.359470,1.455490,8.778562,6.315287,1200.000000,9488.000000,242.000000,345.086000,9.936623,False,3,4,3,3,4,4,4,2019-05-06T19:17:06+00:00,2019-10-18 21:38:42.034915+00:00
spoc,54085154,662.01,PC,160.180195,-31.927148,8.194000,0.017000,1543.299953,0.001614,1.001166,0.000112,1.793411,0.193173,278.122604,15.613315,9,,4.438000,0.000000,1,1.313680,0.127184,2.394312,0.530521,2104.656153,6380.000000,80.000000,4637.090965,13.519842,False,2,4,1,1,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:42.732089+00:00
qlp,101497191,690.01,PC,149.225753,-33.799341,10.244000,0.019000,1547.351190,0.002200,3.643760,0.000670,3.380000,0.344000,3632.910000,19.289800,9,need SG1 to check 101497184; assuming R ~ 1.0 R_solar (TIC) transiting object is about 5 Rearth,4.390000,2.000000,1,,,,,1887.000000,5463.200000,49.400000,2107.880000,29.000000,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:48.666867+00:00
spoc,35516889,655.01,KP,148.416993,-45.659187,11.545000,0.019000,1543.621975,0.000178,0.788843,0.000010,1.624113,0.013102,24762.046489,149.465360,9,WASP-19 b,4.392670,0.000000,1,1.000000,0.000000,16.546514,0.093412,1933.622116,5568.000000,0.000000,3303.751858,167.722730,False,5,5,5,5,5,5,5,2019-05-07T15:39:33+00:00,2019-10-17 00:41:45.753098+00:00
spoc,36734222,656.01,KP,154.908361,-9.806286,11.016000,0.018000,1543.603636,0.000087,0.813470,0.000005,1.226305,0.006867,26827.116808,95.925896,9,WASP-43b,4.645550,0.000000,1,0.600000,0.000000,10.423753,0.045140,1260.530665,4400.000000,0.000000,596.670633,309.283630,False,5,5,5,5,5,5,5,2019-05-07T15:39:33+00:00,2019-10-17 00:41:49.933214+00:00
spoc,158588995,674.01,PC,164.587400,-36.858100,11.764000,0.046000,1544.523796,0.000310,1.977238,0.000044,1.021981,0.047737,14081.706892,220.631560,9,No GAIA DR2 Radius,4.879460,0.378912,1,0.371000,0.060000,4.430879,0.742535,623.305314,3467.000000,64.000000,35.671742,53.596184,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-18 21:38:33.688953+00:00
spoc,53189332,660.01,KP,166.429741,-5.079416,10.955000,0.018000,1544.649978,0.001182,9.290298,0.000911,5.345087,0.109718,6204.326608,129.640640,9,WASP-106 b,4.227950,0.000000,1,1.390000,0.000000,11.115877,0.287572,1040.070237,6055.000000,0.000000,276.548736,32.974060,False,5,5,5,5,5,5,5,2019-05-07T15:39:33+00:00,2019-10-17 00:41:48.651954+00:00
spoc,410450228,681.01,PC,117.894970,-60.412452,10.656000,0.018000,1546.476737,0.001273,15.778431,0.001807,3.360643,0.122936,6974.195747,313.840970,9,V-shaped; possible odd/even,3.790000,0.170000,1,1.231890,0.304797,13.082777,4.239843,1243.091121,7447.000000,41.000000,564.329637,42.580555,False,3,4,3,3,4,4,4,2019-05-06T19:17:06+00:00,2019-10-17 00:41:47.357122+00:00
spoc,54962195,663.01,PC,160.066500,-8.510700,11.672000,0.040000,1544.390641,0.002789,2.598654,0.000500,1.618382,0.530900,1911.170850,202.562040,9,,4.769410,0.347691,1,0.502000,0.075000,2.224192,1.594181,669.637750,3719.000000,64.000000,47.520469,9.389264,False,2,4,1,1,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:50.340011+00:00
spoc,53735810,661.01,KP,158.224969,-34.989848,11.194000,0.018000,1544.168562,0.001299,4.086530,0.000383,4.448192,0.086974,7379.314262,138.864440,9,WASP-66b,4.066300,0.000000,1,1.750000,0.000000,15.378719,0.319277,1643.154173,6580.000000,0.000000,1722.797602,39.438835,False,5,5,5,5,5,5,5,2019-05-07T15:39:33+00:00,2019-10-17 00:41:44.721588+00:00
spoc,151825527,672.01,PC,167.990400,-39.327800,11.561000,0.045000,1546.479924,0.000698,3.633618,0.000191,1.788031,0.088834,9033.936252,234.441710,9,no GAIA DR2 radius,4.751690,0.342271,1,0.525000,0.077000,5.033170,0.789817,614.956513,3765.000000,65.000000,33.798593,31.974104,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-18 21:38:33.624130+00:00
spoc,147660201,670.01,PC,163.909428,-42.849380,11.072000,0.018000,1543.348205,0.002717,0.579398,0.000108,1.642140,0.200189,1324.077120,130.153930,9,Need Sg1 to check 147660207 (half a pixel away) of T mag =  12.666,4.487740,0.314376,1,0.950534,0.137621,5.759676,9.940321,2093.081072,5688.000000,188.000000,4535.918085,11.090368,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:47.334198+00:00
qlp,445822015,689.01,PC,147.005721,-48.320866,10.622000,0.018000,1545.056950,0.003360,1.664020,0.000440,3.397000,0.124000,7964.450000,480.731000,9,,4.710000,0.280000,1,0.780000,0.020000,7.654430,1.887980,2694.000000,4841.300000,52.900000,8754.730000,18.000000,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:47.200077+00:00
spoc,102195674,668.01,PC,154.191863,-42.559033,11.303000,0.018000,1547.461261,0.000619,4.378773,0.000240,3.818396,0.041287,30425.653664,453.805730,9,,4.376910,0.403057,1,1.161980,0.218512,20.624590,3.883677,1246.106268,6159.000000,194.000000,569.824771,68.383490,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:49.955294+00:00
spoc,294395926,678.01,PC,109.330954,-55.598227,10.871000,0.019000,1549.678379,0.005393,11.316715,0.007656,4.351661,0.978040,1040.164187,135.347580,9,Low priority lv 1; centroid offset on 294395913; T mag = 10.143 (an evolved star GAIA DR2 R = 10.77 Rsolar),4.391240,0.357916,1,1.053750,0.176713,3.418944,2.506339,810.926604,5624.000000,187.000000,102.199129,8.381478,False,2,4,2,2,4,4,4,2019-05-06T19:17:05+00:00,2019-10-17 00:41:47.341370+00:00
spoc,35009898,654.01,PC,164.724200,-5.546400,12.172000,0.040000,1543.435847,0.001885,1.527419,0.000195,1.211359,0.399291,2889.180002,233.796550,9,low SNR in qlp; unknown GAIA DR2 radius,4.896760,0.432223,1,0.353000,0.065000,1.908260,1.223543,662.680892,3433.000000,86.000000,45.576272,12.836975,False,1,4,1,1,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:44.362541+00:00
spoc,151959065,673.01,PC,168.998549,-36.459419,11.933000,0.019000,1551.637263,0.001167,10.541282,0.001645,6.241204,0.110813,18663.713048,313.984770,9,GAIA DR2 R = 1.7 Rsolar; transiting object might be slightly bigger,4.284390,2.004990,1,1.281800,1.281800,17.800047,17.802114,771.549968,6114.000000,194.000000,83.748538,43.950787,False,3,4,3,3,4,4,4,2019-05-06T19:17:04+00:00,2019-10-17 00:41:44.696317+00:00
spoc,48103627,657.01,PC,147.406737,-33.218487,12.375000,0.018000,1547.312553,0.001395,4.569904,0.000539,3.913666,0.126971,10266.215136,285.230130,9,large planet,4.283000,0.000000,1,1.285760,1.285760,13.240570,13.247647,1287.454567,6122.000000,188.000000,649.304855,31.021040,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:44.389277+00:00
spoc,447061717,1231.01,PC,156.747800,-52.469400,10.190000,0.040000,1563.888198,0.000829,24.246135,0.001213,3.260270,0.103295,6453.184467,160.640900,"10, 9",,4.848740,0.464710,1,0.406000,0.081000,3.279827,0.668692,389.000000,3535.000000,112.000000,3.811170,40.958200,False,2,4,2,2,4,4,4,2019-08-26T19:21:34+00:00,2019-10-28 21:05:27.699285+00:00
spoc,101955023,667.01,KP,153.715700,-47.156700,10.938000,0.059000,1544.715897,0.000827,1.628694,0.000101,0.799026,0.242850,2850.041412,168.173190,9,GJ 1132b,4.863750,0.000000,1,0.260000,0.000000,1.402261,0.767937,582.272532,3202.000000,0.000000,27.166032,16.902313,False,5,5,5,5,5,5,5,2019-05-07T15:39:33+00:00,2019-10-18 21:38:32.172569+00:00
spoc,437248515,683.01,KP,169.439008,-19.054775,11.394000,0.018000,1544.082263,0.000578,3.405923,0.000129,2.633613,0.030703,15630.084553,154.731610,9,WASP- 31 b,4.309070,0.000000,1,1.250000,0.000000,17.032248,0.125951,1440.415310,6302.000000,0.000000,1017.353577,103.024240,False,5,5,5,5,5,5,5,2019-05-07T15:39:33+00:00,2019-10-17 00:41:45.769306+00:00
spoc,219187649,676.01,PC,171.206009,-18.617335,13.336000,0.020000,1544.343207,0.001876,2.150451,0.000289,1.573366,0.122278,8299.629504,578.021600,9,,4.413810,2.004060,1,1.000730,1.000730,10.472779,10.489842,1339.128108,5430.000000,185.000000,759.992849,14.748460,False,3,4,3,3,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:48.688965+00:00
spoc,38510224,711.01,PC,62.516088,-61.942429,11.676000,0.018000,1329.908070,0.005331,18.383334,0.000862,2.928908,0.621668,1177.815437,137.691210,"8, 7, 5, 4, 3, 2, 1",low SNR; period was listed as 9.2 d in previous dv reports; but 18.4 d seems more accurate.,4.604710,0.200000,1,0.710525,0.072187,2.391317,2.379363,461.181916,4356.000000,173.000000,10.690797,8.192730,False,2,4,2,2,4,4,4,2019-05-24T15:31:12+00:00,2019-10-18 21:38:31.295725+00:00
qlp,156991337,691.01,PC,99.953879,-42.045280,10.192000,0.018000,1474.386690,0.004850,6.907410,0.001430,1.890000,0.488000,695.921000,2.566740,7,,4.330000,0.290000,1,1.130000,0.060000,3.287450,0.262560,1060.565045,5638.700000,146.900000,298.999346,13.000000,False,2,4,2,2,4,4,4,2019-05-02T15:06:42+00:00,2019-10-17 00:41:46.397767+00:00
qlp,320417762,692.01,PC,118.004253,10.249291,9.005000,0.020000,1491.740510,0.009660,1.036040,0.000680,1.855000,0.435000,136.699000,1.378120,7,low S/N transit,4.080000,1.260000,1,,,,,3210.000000,9176.500000,498.300000,17627.100000,11.000000,False,3,4,3,3,4,4,4,2019-05-17T19:12:59+00:00,2019-10-17 00:41:47.290230+00:00
spoc,219195044,714.01,PC,92.391749,-53.823474,11.500000,0.017000,1412.838728,0.003008,4.323236,0.000196,1.773307,0.272396,941.495566,92.391490,"8, 7, 5, 6, 4",possibly main sequence star making the planet a bit smaller.,4.438000,0.000000,1,1.000000,0.000000,3.509204,0.523373,732.092808,3782.000000,0.000000,67.886835,10.554605,False,2,4,2,2,4,4,4,2019-05-24T15:31:12+00:00,2019-10-18 21:38:34.824655+00:00
spoc,54962195,663.02,PC,160.066500,-8.510700,11.672000,0.040000,1543.394099,0.004137,4.698465,0.001207,1.836605,0.647492,2100.802126,265.833980,9,not a 2x period; so it could be a second planet; low SNR,4.769410,0.347691,2,0.502000,0.075000,2.328341,1.721462,549.672574,3719.000000,64.000000,21.574328,7.826296,False,2,4,1,1,4,4,4,2019-05-07T15:39:33+00:00,2019-10-17 00:41:44.423134+00:00
spoc,29781292,282.03,PC,65.238019,-68.102664,8.932000,0.017000,1355.682457,0.004123,84.216358,0.006236,9.453624,0.547242,513.067152,40.817497,"5, 6, 4, 3, 2, 1",potential long-period small planet,4.224360,0.295755,3,1.428400,0.169584,3.298918,0.783878,523.820994,6321.000000,196.000000,17.793140,11.191896,False,2,4,1,1,4,4,4,2019-06-06T20:53:59+00:00,2019-10-18 21:38:30.157659+00:00
spoc,161477033,553.03,PC,73.260995,-45.540671,10.018000,0.018000,1416.393527,0.003443,40.902171,0.004791,4.290728,0.576544,1051.937804,98.232380,"5, 4",event is different from the original 14.50 day signal in TOI 553.01 although the second transit is the same as the second transit of TOI 553.01.,4.570250,0.276352,3,0.839854,0.102877,2.735450,1.254960,461.793650,5465.000000,186.000000,10.747633,10.945463,False,2,4,1,1,4,4,4,2019-06-06T20:53:59+00:00,2019-10-17 00:41:44.438497+00:00
spoc,161477033,553.02,PC,73.260995,-45.540671,10.018000,0.018000,1419.370451,0.006147,11.927552,0.002841,2.861557,0.836253,730.158402,93.613690,"5, 4",event is different from the original 14.50 day signal in TOI 553.01,4.570250,0.276352,2,0.839854,0.102877,2.282171,2.724066,696.380016,5465.000000,186.000000,55.578421,8.546552,False,2,4,1,1,4,4,4,2019-06-06T20:53:59+00:00,2019-10-17 00:41:42.768417+00:00
spoc,14165625,875.01,PC,78.037098,-37.708683,11.292000,0.017000,1442.024946,0.005781,11.020153,0.002316,3.638535,0.756925,1076.926754,147.127640,"5, 6",,4.562930,0.240923,1,0.719466,0.075354,2.343228,2.098464,563.475213,4407.000000,174.000000,23.824307,7.154832,False,1,4,1,1,4,4,4,2019-07-12T16:20:28+00:00,2019-10-17 00:41:48.710566+00:00
spoc,32497972,876.01,PC,84.108800,-24.243900,11.500000,0.040000,1448.181557,0.004185,38.696290,0.005052,2.446991,0.639792,2676.148985,306.095550,"5, 6",Potentially even HZ,4.688740,0.328713,1,0.609000,0.086000,3.146888,1.898746,308.331042,3955.000000,65.000000,2.135945,8.810804,False,1,4,1,1,4,4,4,2019-07-12T16:20:28+00:00,2019-10-17 00:41:40.848725+00:00
spoc,167600516,713.01,PC,102.021575,-65.623709,10.636000,0.018000,1346.706820,0.004352,36.000166,0.001307,4.366052,0.559388,1114.203536,95.685715,"8, 7, 5, 6, 4, 3, 2, 1",single transit (i.e. the first transit),4.608580,0.200000,1,0.740945,0.086202,2.445384,1.324148,367.309629,4316.700000,69.000000,4.301800,10.927932,False,2,4,2,2,4,4,4,2019-05-24T15:31:12+00:00,2019-10-18 21:38:34.329385+00:00
spoc,200807066,869.01,PC,53.178244,-51.788995,8.880000,0.019000,1404.081157,0.004757,26.477129,0.006738,4.930494,1.069741,403.243511,56.845882,"4, 3",Possible single event (second event is on momentum dump); first event could be systematic,4.281530,0.290090,1,1.241690,0.163906,2.525663,2.558902,688.142461,5908.000000,191.000000,52.994943,8.030630,False,2,4,2,2,4,4,4,2019-07-12T16:20:28+00:00,2019-10-17 00:41:42.783703+00:00
spoc,219229644,870.01,PC,63.318600,-50.944500,10.875000,0.334000,1390.801328,0.002940,22.041107,0.001572,2.159148,0.663128,1283.173278,135.003100,"5, 4, 3",,4.696600,0.331107,1,0.598000,0.085000,2.142326,2.110094,367.097072,3927.000000,67.000000,4.291851,9.465068,False,1,4,1,1,4,4,4,2019-07-12T16:20:28+00:00,2019-10-17 00:41:44.479199+00:00
spoc,219344917,871.01,PC,74.738166,-50.626878,9.705000,0.020000,1417.093111,0.005843,28.693553,0.004044,3.102460,0.719116,652.313298,77.871870,"5, 6, 4",SG1 to check neighbors; two transits are near momentum dumps,4.584890,0.308587,1,0.761370,0.109477,1.943332,2.298208,459.490124,4939.000000,180.000000,10.534786,8.672198,False,1,4,1,1,4,4,4,2019-07-12T16:20:28+00:00,2019-10-17 00:41:42.895455+00:00
spoc,232025086,874.01,PC,96.069309,-46.937618,8.751000,0.020000,1439.501597,0.005045,5.902150,0.001008,3.553679,0.552067,225.289155,26.980959,"5, 6",Either on 232025086 (Tmag 8.6) or neighbor 232025085 (Tmag 11.33; 6 arcsec away); possible secondary,4.247300,0.303189,1,1.421670,0.164460,2.227260,1.340760,1281.477044,6437.000000,198.000000,637.329946,8.421226,False,1,4,1,1,4,4,4,2019-07-12T16:20:28+00:00,2019-10-17 00:41:50.369461+00:00
spoc,237920046,873.01,PC,56.734300,-63.337300,12.055000,0.040000,1326.217236,0.004157,5.931348,0.000423,2.415674,0.850835,1090.807703,140.153120,"4, 3, 2, 1",needs SG1 to check neighbors,4.740050,0.340758,1,0.540000,0.079000,1.802801,1.852446,531.570740,3797.000000,64.000000,18.869712,7.571829,False,2,4,2,2,4,4,4,2019-07-12T16:20:28+00:00,2019-10-18 21:38:35.369031+00:00
spoc,271596418,868.01,PC,108.567946,-74.970748,10.669000,0.018000,1325.748771,0.001510,0.556109,0.000017,1.096708,0.221493,172.860189,23.139880,"5, 6, 4, 3, 2, 1",probably NEB; V-shaped transits and ultra short period; needs SG1 to confirm if on target or neighbor; crowded field; slight centroid offset in difference images,4.166440,0.110912,1,1.183290,0.158197,1.609049,2.070679,2481.915671,5670.450000,40.284500,8967.452529,7.987135,False,3,4,3,3,4,4,4,2019-07-12T16:20:28+00:00,2019-10-18 21:38:36.978125+00:00
spoc,271971130,715.01,PC,113.851073,-73.577469,13.527000,0.017000,1327.551446,0.003868,19.287523,0.000516,2.066931,0.484864,4942.356614,518.473270,"9, 8, 7, 5, 6, 4, 3, 2, 1",likely M-dwarf; smaller stellar radius and smaller planet radius.,4.438000,0.000000,1,1.000000,0.000000,7.069990,2.518181,361.576795,3075.000000,0.000000,4.039459,9.530437,False,3,4,3,3,4,4,4,2019-05-24T15:31:12+00:00,2019-10-18 21:38:37.127529+00:00
spoc,358460246,867.01,PC,119.014410,-64.941444,10.398000,0.019000,1326.186496,0.005980,15.403789,0.001087,3.612569,0.559302,385.858905,52.400387,"5, 6, 4, 3, 2, 1",crowded field; needs SG1 to confirm transit is on target.,4.303880,0.195352,1,1.151000,0.153407,2.423740,0.959520,789.163578,5777.360000,113.596000,91.661959,7.115266,False,2,4,2,2,4,4,4,2019-07-12T16:20:28+00:00,2019-10-18 21:38:40.289508+00:00
