# TESS Object of Interest
# File Created: 2019-10-29
# Sectors: S0001-S0015
# Date of previous TOI list release: 2019-10-17
Source Pipeline,TIC,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TMag Value,TMag Uncertainty,Orbital Epoch Value,Orbital Epoch Uncertainty,Orbital Period Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,TFOP Master,TFOP SG1a,TFOP SG1b,TFOP SG2,TFOP SG3,TFOP SG4,TFOP SG5,Alerted,Edited
qlp,207237016,917.01,PC,49.816380,-59.400157,11.205000,0.018000,1365.009390,0.002390,26.410140,,2.746000,0.220000,13775.900000,1361.450000,4,2xP,3.810000,0.640000,1,2.700000,0.150000,34.908600,11.142600,1039.000000,5972.300000,169.900000,193.603000,23.000000,False,3,4,3,3,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:46.088360+00:00
qlp,321011127,860.01,PC,43.546142,-41.514405,11.624000,0.019000,1390.837730,0.000940,6.453610,0.000220,2.330000,0.082000,49918.600000,2150.680000,"4, 3",,3.880000,0.510000,1,1.620000,0.070000,39.785000,8.442240,1177.000000,5827.000000,128.300000,319.261000,75.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:41.688480+00:00
qlp,153027658,914.01,PC,48.726283,-44.961763,10.213000,0.018000,1384.924700,0.003400,2.337510,0.000270,2.284000,0.263000,850.000000,,4,v-shaped; likely offset to W,3.650000,0.100000,1,1.540000,0.170000,4.148110,0.485783,1520.000000,5963.400000,347.500000,886.985000,26.000000,False,3,4,3,3,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:50.633097+00:00
qlp,176796997,926.01,PC,48.378724,-32.005509,10.554000,0.018000,1412.286430,0.002720,1.800010,0.000270,0.998000,0.190000,5342.740000,907.571000,4,,3.470000,0.150000,1,2.610000,0.100000,21.002400,8.692240,1717.000000,5658.400000,106.100000,1444.420000,16.000000,False,3,4,3,3,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:46.234865+00:00
qlp,294869729,918.01,PC,71.799168,-68.985683,11.180000,0.018000,1326.518030,0.005040,1.114240,0.000100,2.708000,0.469000,431.734000,1.241180,4,may be real HJ around giant star.,,,1,2.950000,0.150000,6.753200,0.495127,2046.000000,4900.700000,126.100000,2913.270000,22.000000,False,3,4,3,3,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:47.137890+00:00
qlp,175532955,929.01,PC,45.905930,-39.930972,11.438000,0.032000,1388.442720,0.005320,5.829470,0.001170,2.471000,0.506000,1044.150000,4.245310,4,,,,1,0.680000,0.050000,2.429600,0.241442,781.000000,4513.300000,173.900000,61.891300,11.000000,False,2,4,2,2,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:46.242021+00:00
spoc,279425357,739.01,PC,104.991066,-57.618645,11.544000,0.018000,1547.486231,0.001297,9.013951,0.000930,1.320927,0.129950,5368.947106,378.981450,9,Stellar and companion radii are 50% larger in GAIA DR2 (R = 1.724 R_solar); period (9 days) is correct and confirmed in multiple sectors. Planet radius is likely closer to 14 Re.,4.320300,0.200000,1,1.158400,0.305039,9.452242,2.556760,988.318647,6083.610000,125.000000,225.480484,14.377297,False,3,4,3,3,4,4,4,2019-06-06T16:40:58+00:00,2019-10-18 21:38:37.576233+00:00
qlp,278775625,921.01,PC,99.674189,-56.220668,11.215000,0.018000,1328.936540,0.004100,5.128800,0.000250,1.788000,0.374000,616.892000,1.999210,"6, 4",,4.420000,0.120000,1,0.960000,0.110000,2.611970,0.338967,1036.000000,6449.500000,375.000000,191.262000,10.000000,False,2,4,2,2,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:46.211567+00:00
qlp,278199349,922.01,PC,110.890356,-79.504143,11.290000,0.019000,1418.218570,0.001590,9.465160,0.002750,3.951000,0.391000,10952.300000,82.013400,4,,,,1,,,,,842.000000,4120.000000,171.000000,83.678200,42.000000,False,3,4,3,3,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:49.271786+00:00
qlp,150167117,919.01,PC,93.413681,-62.219826,11.123000,0.018000,1344.895950,0.009470,20.022800,0.002070,3.079000,0.880000,16132.800000,47.295400,"8, 4",,0.200000,,1,1.510000,0.060000,21.064900,1.448330,664.000000,5814.000000,131.800000,32.413900,102.000000,False,3,4,3,3,4,4,4,2019-04-01T16:52:03+00:00,2019-10-17 00:41:46.227459+00:00
spoc,364395234,1232.01,PC,116.501431,-61.879903,11.708000,0.018000,1544.008762,0.001672,14.259059,0.000343,4.509851,0.111285,8788.747911,292.982400,"13, 11, 10, 9",,4.282350,0.517461,1,1.211910,0.304930,12.109417,3.060543,1783.551148,5739.000000,189.000000,2391.460850,25.456080,False,3,4,3,3,4,4,4,2019-08-26T19:20:39+00:00,2019-10-18 21:38:46.802416+00:00
qlp,348844154,916.01,PC,105.956794,-60.297611,11.201000,0.018000,1343.206600,0.004010,29.173620,0.002330,8.075000,0.499000,5558.850000,22.751300,4,slightly off target; hint of an odd-even difference.,3.920000,0.520000,1,1.890000,0.090000,15.467600,1.212600,1002.000000,5493.200000,126.600000,167.644000,53.000000,False,3,4,3,3,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:49.287101+00:00
qlp,259389219,915.01,PC,68.803845,-51.396549,11.192000,0.018000,1386.113820,0.002390,2.324850,0.000130,1.514000,0.229000,1441.230000,2.405850,"5, 4",,4.350000,2.000000,1,2.080000,0.140000,8.701030,0.680847,1188.000000,5713.700000,191.400000,331.174000,33.000000,False,3,4,3,3,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:49.301005+00:00
qlp,100921768,930.01,PC,54.308723,-44.472015,8.135000,0.018000,1386.390590,0.008240,4.900380,0.001570,3.506000,0.527000,203.834000,0.872914,4,may be on 100921770,,,1,3.870000,0.400000,6.083430,0.739038,1505.000000,6749.200000,344.300000,853.733000,9.000000,False,3,4,3,3,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:49.294019+00:00
qlp,206474443,931.01,PC,57.336837,-47.918163,11.496000,0.018000,1413.158700,0.001130,3.245120,0.000240,2.774000,0.315000,6677.010000,3.810860,4,,,,1,2.310000,0.090000,20.756500,0.980478,1418.000000,5928.000000,123.800000,672.101000,51.000000,False,3,4,3,3,4,4,4,2019-07-23T18:22:48+00:00,2019-10-17 00:41:49.322990+00:00
qlp,33595516,849.01,PC,28.715404,-29.421828,11.484000,0.018000,1384.019560,0.002180,0.765660,0.000150,1.452000,0.210000,1217.000000,1.717580,3,flat-bottomed,4.490000,0.340000,1,0.940000,0.050000,3.594900,0.227616,1913.000000,5259.000000,135.100000,2224.750000,17.000000,False,1,4,1,1,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:47.185153+00:00
qlp,42015200,848.01,PC,24.215968,-39.142538,11.546000,0.017000,1391.663180,0.002440,9.777420,0.002540,6.713000,0.421000,12823.200000,649.910000,3,possible hot jupiter; a bit V-shaped and there might be odd-even difference,,,1,2.500000,0.150000,31.161800,7.250610,1369.000000,4736.400000,139.500000,583.457000,48.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.315548+00:00
qlp,231289421,847.01,PC,43.875304,-53.665482,11.632000,0.019000,1355.553820,0.001290,3.206590,0.000150,2.627000,0.319000,3774.300000,2.039940,3,possible warm Jupiter,,,1,2.290000,0.540000,15.492100,3.683210,1269.000000,5286.900000,735.400000,431.024000,50.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.330217+00:00
qlp,32283946,845.01,PC,24.172621,-31.670809,11.701000,0.018000,1389.002400,0.001200,7.061810,0.001080,5.853000,0.127000,22745.500000,0.827632,3,warm Jupiter; might be too big; period might be double,4.400000,2.000000,1,1.490000,0.010000,24.784800,0.272669,1443.000000,5818.300000,26.900000,721.751000,127.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.337638+00:00
qlp,404467699,857.01,PC,25.871260,-14.149137,10.250000,0.018000,1387.490630,0.000560,3.907920,0.000210,3.282000,0.091000,6696.760000,0.872004,3,likely hot Jupiter,3.950000,0.390000,1,1.670000,0.110000,15.005800,1.027280,1374.000000,6057.000000,210.300000,593.009000,126.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.345178+00:00
qlp,29918916,852.01,PC,24.740293,-7.280888,10.884000,0.018000,1387.194500,0.003420,4.944210,0.001510,3.228000,0.580000,1724.780000,2.499590,3,,4.400000,2.000000,1,1.780000,0.090000,8.117910,0.508485,1177.000000,5492.500000,136.900000,319.438000,17.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.359933+00:00
qlp,423670610,850.01,PC,9.765859,-17.221730,11.287000,0.018000,1384.409210,0.001050,10.321030,0.000740,3.283000,0.094000,58957.400000,1507.450000,3,possibly 2x period,4.380000,2.000000,1,1.280000,0.040000,34.176700,5.555840,1070.000000,5863.500000,86.100000,218.123000,72.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.352977+00:00
spoc,281924357,830.01,PC,129.756952,-74.763220,10.384000,0.022000,1599.493498,0.000745,15.042065,0.000965,2.302924,0.071449,15144.524054,393.606080,11,likely EB,4.363040,0.348956,1,1.129100,0.185004,21.486191,12.396816,764.000000,5900.000000,191.000000,56.567700,46.963700,False,3,4,3,3,4,4,4,2019-06-17T17:15:53+00:00,2019-10-18 21:39:04.015871+00:00
qlp,160222069,854.01,PC,28.077517,-43.047604,10.670000,0.018000,1386.950040,0.005180,5.850590,0.002820,2.523000,0.319000,860.847000,2.309810,3,likely on 160222071 (dmag 4.2) to NE and still could be a planet; possible odd-even,,,1,1.380000,0.130000,4.454600,0.484815,993.000000,5896.000000,302.500000,161.479000,11.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:50.472348+00:00
qlp,269558487,855.01,PC,15.542948,-2.144542,10.617000,0.018000,1384.925780,0.003180,1.830600,0.000460,1.193000,0.241000,984.349000,4.232400,3,intermediate-size planet candidate,4.480000,0.160000,1,1.380000,0.110000,4.754320,0.490165,1300.000000,6182.800000,253.000000,474.619000,14.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.374762+00:00
qlp,306338882,856.01,PC,14.094954,-14.788289,10.264000,0.018000,1387.387780,0.003000,5.401400,0.001870,1.442000,0.257000,1225.990000,3.902470,3,hot Jupiter candidate,,,1,4.340000,0.210000,16.721600,1.235180,709.000000,5179.900000,122.600000,41.977300,12.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.390617+00:00
qlp,229141709,846.01,PC,26.376629,-51.296889,11.698000,0.018000,1363.762960,0.002380,14.204890,0.001510,4.924000,0.446000,8761.570000,109.035000,3,likely warm Jupiter,4.300000,2.000000,1,1.210000,0.010000,12.459500,1.396000,1235.000000,6316.300000,32.900000,386.596000,45.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.382579+00:00
qlp,380886535,844.01,PC,19.461184,0.347133,11.722000,0.018000,1392.089470,0.004540,8.899590,0.004500,2.300000,0.976000,4016.990000,261.150000,3,could instrumental noise,4.240000,0.180000,1,1.430000,0.090000,9.983660,2.618690,1026.000000,5878.000000,190.200000,184.634000,11.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.406852+00:00
qlp,138727432,853.01,PC,32.914238,-37.892919,10.762000,0.018000,1384.725410,0.001130,6.865120,0.000650,3.669000,0.137000,4340.640000,1.430430,3,candidate for warm Jupiter,4.100000,0.420000,1,1.400000,0.070000,10.161100,0.538006,1075.000000,5877.700000,147.000000,222.263000,57.000000,False,3,4,3,3,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.398849+00:00
qlp,40083958,851.01,PC,7.387273,-10.468542,10.931000,0.019000,1383.971830,0.002680,0.630020,0.000110,0.552000,0.138000,3250.740000,468.673000,3,short period; nearby companion with dmag 5.6,,,1,0.810000,0.050000,5.107540,1.960370,1968.000000,5306.800000,147.100000,2492.550000,12.000000,False,1,4,1,1,4,4,4,2019-07-10T19:36:45+00:00,2019-10-17 00:41:49.414371+00:00
qlp,143350972,440.01,PC,82.246364,-17.429212,7.652000,0.018000,1439.135190,0.002190,1.081700,0.000140,1.588000,0.222000,341.533000,0.495141,5,two stars in the same pixel;,4.450000,0.010000,1,1.020000,0.010000,2.075540,0.083749,1796.688012,5759.200000,38.200000,2462.700975,26.000000,False,2,4,1,1,4,4,4,2019-01-31T16:53:30+00:00,2019-10-17 00:41:49.422238+00:00
qlp,38686737,432.01,PC,57.865656,-10.614048,12.536000,0.019000,1439.979610,0.000870,2.247040,0.000140,2.713000,0.065000,18890.400000,3.682020,5,,4.230000,,1,1.200000,0.040000,18.179900,0.656011,1812.000000,6846.000000,114.500000,1793.260000,67.000000,False,3,4,3,3,4,4,4,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.302793+00:00
qlp,31374837,431.01,PC,83.269151,-26.724584,8.113000,0.019000,1440.631380,0.000960,12.459410,0.000800,3.353000,0.465000,2049.260000,1.112360,"5, 6",,4.410000,0.220000,1,0.780000,0.030000,3.867820,0.192989,741.000000,4771.000000,107.500000,50.187300,58.000000,False,1,4,1,1,4,4,4,2019-02-08T16:19:52+00:00,2019-10-17 00:41:49.441028+00:00
qlp,117979850,428.01,PC,71.810280,-17.248360,7.788000,0.018000,1438.295790,0.001920,0.633240,0.000090,0.462000,0.106000,457.074000,3.271520,5,the signal also is seen on 17979455; need to check which star has the target.,3.670000,0.270000,1,2.400000,0.060000,5.650520,0.498335,1301.000000,5713.000000,70.200000,475.656000,12.000000,False,2,4,2,3,4,4,4,2019-02-08T16:19:52+00:00,2019-10-17 00:41:49.494566+00:00
qlp,44745077,436.01,PC,61.639900,-25.093700,13.041000,0.040000,1411.702710,0.003190,1.875600,0.000170,0.989000,0.279000,5666.300000,38.930900,"5, 4",v-shaped due to short transit duration,4.870000,0.410000,1,,,,,642.971466,3549.700000,274.000000,40.391297,16.000000,False,2,4,2,2,4,4,4,2019-01-31T16:53:30+00:00,2019-10-18 21:19:12.535146+00:00
spoc,94986319,421.01,PC,81.853443,-14.276947,9.216000,0.017000,1440.131101,0.000789,16.068919,0.000422,2.682681,0.069954,2958.651255,60.018730,"5, 6",follow up in progress,4.356580,2.003670,1,1.109660,1.109660,6.445067,6.447638,750.120865,5718.000000,189.000000,74.824872,47.177960,False,3,4,3,3,4,4,4,2019-05-17T18:40:33+00:00,2019-10-17 00:41:49.468485+00:00
qlp,70914192,427.01,PC,64.657066,-17.419877,10.328000,0.019000,1438.327660,0.000300,0.609520,0.000010,1.023000,0.023000,27296.300000,1264.900000,5,"V-shaped; depth is actually 5ppt; there is a dmag 4 neighbor at 2.5""",4.340000,0.360000,1,1.090000,0.020000,19.742400,4.261920,2460.000000,5271.700000,43.700000,6081.300000,150.000000,False,3,4,3,3,4,4,4,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.642194+00:00
qlp,139733308,452.01,KP,67.222871,-21.481923,11.852000,0.018000,1441.132520,0.001410,4.764070,0.000490,3.079000,0.282000,11436.000000,6.459250,5,HATS-5b,4.530000,,1,0.880000,0.040000,10.359000,0.569981,1082.000000,5220.100000,129.000000,227.701000,70.000000,False,5,5,5,5,5,5,5,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.848743+00:00
qlp,189013224,426.01,PC,79.102200,-15.510125,9.567000,0.019000,1438.529050,0.006300,1.320800,0.000610,1.598000,0.312000,414.347000,1.698360,5,two stars in the same pixel; target could also be 189013222; need SG1,4.490000,0.260000,1,1.000000,0.040000,2.245240,0.166471,1652.000000,5672.400000,106.500000,1237.310000,12.000000,False,2,4,1,1,4,4,4,2019-02-08T16:19:52+00:00,2019-10-18 21:19:13.074186+00:00
qlp,169532369,425.01,PC,78.098844,-13.605637,11.523000,0.018000,1440.311430,0.001260,3.603640,0.000320,3.728000,0.470000,6281.320000,3.099460,5,,4.170000,1.780000,1,1.620000,0.070000,14.100700,0.723462,1931.000000,6896.700000,160.000000,2312.700000,68.000000,False,3,4,3,3,4,4,4,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.956639+00:00
qlp,452808876,453.01,KP,72.660671,1.893921,9.514000,0.018000,1438.965870,0.000400,2.705820,0.000080,4.968000,0.031000,6400.290000,0.107904,5,WASP-82b,3.970000,,1,2.240000,0.120000,19.743600,1.026090,2033.000000,6087.100000,160.000000,2836.680000,205.000000,False,5,5,5,5,5,5,5,2019-02-08T16:19:52+00:00,2019-10-18 21:19:13.351918+00:00
qlp,14091704,445.01,PC,77.323426,-36.590988,9.136000,0.018000,1438.417290,0.000600,0.765020,0.000030,1.028000,0.163000,1901.360000,3.643860,5,V-shaped;,3.970000,0.110000,1,1.600000,0.060000,7.670760,0.453215,3151.000000,6307.900000,124.200000,16372.500000,74.000000,False,3,4,3,3,4,4,4,2019-01-31T16:53:30+00:00,2019-10-18 21:19:12.209391+00:00
spoc,179034327,444.01,PC,64.184140,-26.765912,9.073000,0.036000,1417.604138,0.001868,17.963470,0.001435,3.895213,0.193377,1286.128582,92.709770,"5, 4",,4.554290,0.424663,1,0.826425,0.168012,3.053783,0.725682,583.295266,5229.000000,183.000000,27.357399,12.197445,False,2,4,1,1,4,4,4,2019-05-17T18:40:33+00:00,2019-10-17 00:41:49.502728+00:00
qlp,117979897,443.01,KP,71.824416,-17.115154,12.020000,0.019000,1439.872460,0.001060,3.310600,0.000250,3.589000,0.135000,7844.130000,2.095930,5,WASP-141b,4.260000,,1,1.360000,0.050000,13.269200,0.548937,1528.000000,5928.000000,114.400000,905.473000,71.000000,False,5,5,5,5,5,5,5,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.751614+00:00
qlp,70899085,442.01,PC,64.190000,-12.084000,10.662000,0.040000,1438.385520,0.000640,4.052030,0.000160,1.299000,0.053000,4839.070000,2.461160,5,,4.720000,0.340000,1,0.510000,0.020000,3.894500,0.164832,578.000000,4100.600000,72.500000,18.580900,55.000000,False,2,4,1,1,4,4,4,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.588029+00:00
spoc,78055054,434.01,KP,80.538160,-30.970843,12.775000,0.019000,1439.249895,0.000485,4.388721,0.000078,3.046566,0.041882,26085.166874,241.376510,"5, 6",,4.464880,2.003650,1,0.908340,0.908340,14.683163,14.684263,970.822988,5175.000000,182.000000,209.933240,94.447520,False,5,5,5,5,5,5,5,2019-06-06T20:53:59+00:00,2019-10-17 00:41:49.510546+00:00
qlp,257605131,451.01,PC,62.966444,-37.939784,10.236000,0.018000,1416.624510,0.004470,8.185540,0.001770,4.436000,1.068000,1853.420000,7.978410,"5, 4",may also be 2x period,4.530000,0.280000,1,0.830000,0.140000,3.951550,0.689999,640.004420,5530.200000,520.300000,39.650886,15.000000,False,2,4,1,1,4,4,4,2019-01-31T16:53:30+00:00,2019-10-17 00:41:49.518985+00:00
spoc,77951245,450.01,PC,79.004939,-31.412704,12.375000,0.018000,1443.168542,0.000333,10.714754,0.000131,2.054004,0.032468,56910.000915,817.109900,"5, 6",Star likely to be small based on parallax and temperature which could indicate a smaller planet radius,4.438000,0.000000,1,1.000000,0.000000,34.688364,14.093402,436.840152,3054.000000,0.000000,8.606195,110.893036,False,3,4,3,3,4,4,4,2019-05-17T18:40:33+00:00,2019-10-17 00:41:49.624956+00:00
spoc,44647437,435.01,PC,59.410460,-25.189962,12.829000,0.019000,1411.843915,0.002944,3.353062,0.000301,1.957545,0.412873,3743.027083,281.545070,"5, 4",,4.438000,0.000000,1,1.000000,0.000000,6.052630,2.895824,838.105133,3978.000000,165.000000,116.604417,12.083445,False,3,4,3,3,4,4,4,2019-06-06T20:53:59+00:00,2019-10-18 21:19:12.475925+00:00
qlp,1449640,446.01,PC,75.171624,-35.202599,11.883000,0.018000,1440.433600,0.001150,3.501750,0.000300,3.804000,0.100000,14123.300000,2.447770,5,likely EB; hint of secondary.,4.030000,0.180000,1,1.700000,0.030000,22.169200,0.476849,1615.000000,6383.900000,54.600000,1131.390000,71.000000,False,3,4,3,3,4,4,4,2019-02-08T16:19:52+00:00,2019-10-17 00:41:49.544534+00:00
qlp,117979694,424.01,PC,71.921335,-17.745092,10.453000,0.018000,1438.721010,0.003170,0.991140,0.000240,1.623000,0.244000,660.733000,1.494850,5,,4.620000,0.320000,1,0.730000,0.020000,2.062290,0.111050,1738.000000,5103.000000,63.500000,1514.770000,16.000000,False,2,4,1,1,4,4,4,2019-02-08T16:19:52+00:00,2019-10-17 00:41:49.570784+00:00
qlp,468880077,438.01,PC,56.504316,9.990412,9.401000,0.017000,1441.056160,0.006280,5.807600,0.002810,1.802000,0.405000,897.312000,2.855880,5,need SG1 to check star 468880075,,,1,0.810000,0.030000,2.676090,0.178971,792.000000,5175.000000,93.000000,65.339900,10.000000,False,2,4,1,1,4,4,4,2019-02-08T16:19:52+00:00,2019-10-18 21:19:13.448682+00:00
qlp,139528693,449.01,KP,63.756240,-22.116432,11.765000,0.019000,1440.376730,0.000750,2.175420,0.000140,4.640000,0.066000,6863.250000,0.665662,5,WASP-78b,4.100000,,1,2.010000,0.050000,18.311600,0.451173,2275.000000,6316.500000,72.900000,4446.860000,93.000000,False,5,5,5,5,5,5,5,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.799691+00:00
qlp,459942762,430.01,PC,60.278255,4.541177,8.225000,0.018000,1438.837610,0.001720,0.586440,0.000060,1.441000,0.157000,443.281000,0.593425,5,need SG1 to check star to the north.,,,1,1.000000,0.030000,2.312760,0.103777,2511.000000,5997.700000,78.300000,6607.500000,34.000000,False,2,4,1,1,4,4,4,2019-02-08T16:19:52+00:00,2019-10-17 00:41:49.607448+00:00
qlp,43647325,423.01,KP,76.081788,-6.229818,10.410000,0.020000,1440.123150,0.000230,3.161640,0.000060,3.067000,0.042000,16457.800000,0.580572,5,WASP-35b,4.390000,,1,1.130000,0.060000,15.925500,0.843186,1407.000000,5904.000000,156.800000,651.247000,329.000000,False,5,5,5,5,5,5,5,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.424764+00:00
qlp,117979455,422.01,PC,71.803187,-17.253066,8.924000,0.018000,1438.297830,0.001920,0.633220,0.000070,0.576000,0.151000,1133.720000,16.252400,5,needs SG1 to check if target is this star or 117979850,4.340000,2.000000,1,1.430000,0.100000,5.306020,0.732131,1473.000000,5795.100000,195.000000,782.879000,11.000000,False,3,4,3,3,4,4,4,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.700485+00:00
qlp,13021029,439.01,KP,75.299663,-26.054143,11.668000,0.019000,1439.123620,0.000940,3.856050,0.000240,3.918000,0.176000,8294.170000,1.314530,5,WASP-61b,4.260000,,1,1.320000,0.040000,13.268600,0.467783,1609.000000,6407.000000,105.800000,1114.640000,85.000000,False,5,5,5,5,5,5,5,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.151915+00:00
qlp,1528696,448.01,PC,75.795414,-30.399349,13.073000,0.020000,1438.405590,0.001090,0.882020,0.000070,0.580000,0.093000,38108.500000,2345.850000,5,depth is 8 ppt,4.540000,0.260000,1,0.660000,0.030000,14.090300,3.545340,1262.000000,4975.000000,104.100000,421.196000,33.000000,False,3,4,3,3,4,4,4,2019-02-08T16:19:52+00:00,2019-10-18 21:19:12.104629+00:00
qlp,14091633,447.01,PC,77.260202,-36.464583,8.880000,0.018000,1440.935670,0.000290,5.528890,0.000150,2.351000,0.061000,20670.800000,14.661000,5,big;,4.340000,0.300000,1,1.290000,0.040000,20.404500,0.815507,1237.690723,6350.000000,95.400000,554.586820,176.000000,False,3,4,3,3,4,4,4,2019-01-31T16:53:31+00:00,2019-10-17 00:41:49.663683+00:00
qlp,408159788,420.01,PC,78.447483,7.056052,10.569000,0.018000,1439.813210,0.009640,2.300670,0.001390,2.579000,0.481000,573.163000,2.294150,5,SG1 check if it is on target.,4.570000,0.310000,1,0.770000,0.140000,2.021740,0.377894,1612.000000,5747.300000,518.800000,1122.290000,11.000000,False,2,4,1,1,4,4,4,2019-02-08T16:19:52+00:00,2019-10-17 00:41:42.367737+00:00
spoc,32499655,437.01,KP,84.326774,-27.972613,13.468000,0.018000,1440.257690,0.001084,2.744062,0.000093,1.172154,0.145710,14985.387794,630.167600,"5, 6",,4.438000,0.000000,1,1.000000,0.000000,12.127396,1.837346,1094.676712,4860.000000,171.000000,339.363022,23.322733,False,5,5,5,5,5,5,5,2019-06-06T20:53:59+00:00,2019-10-17 00:41:47.305109+00:00
qlp,188989177,433.01,PC,78.778440,-15.100444,9.098000,0.017000,1438.299160,0.000450,1.174090,0.000040,1.701000,0.047000,15161.700000,704.605000,5,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt,3.740000,0.570000,1,3.720000,0.160000,50.445600,11.093500,3578.000000,7765.200000,167.900000,27221.500000,101.000000,False,3,4,3,3,4,4,4,2019-02-08T16:19:52+00:00,2019-10-17 00:41:42.375209+00:00
qlp,316916655,441.01,PC,74.472819,-13.703695,9.196000,0.018000,1440.194480,0.000990,2.874360,0.000210,1.901000,0.412000,2490.410000,6.368350,5,SG1 check if the target is 316916663; possible odd-even,4.260000,0.340000,1,1.440000,0.100000,7.913460,0.685174,1865.000000,6805.000000,242.200000,2011.820000,65.000000,False,3,4,3,3,4,4,4,2019-02-08T16:19:52+00:00,2019-10-17 00:41:41.792254+00:00
spoc,4646810,461.01,PC,38.272058,-10.351773,8.818030,0.016797,1416.345972,0.001940,14.490034,0.002807,1.594020,0.356760,904.801740,96.064680,4,may be two single transits,4.490000,0.180000,1,0.781407,0.083917,2.565840,1.066955,594.310035,4884.000000,96.000000,29.483107,9.984915,False,1,4,1,1,4,4,4,2019-02-08T19:54:07+00:00,2019-10-17 00:41:49.648397+00:00
spoc,9804616,460.01,PC,47.643100,-9.276800,14.121000,0.040000,1411.065871,0.000479,0.516835,0.000016,0.936413,0.044024,33190.706911,1349.093300,4,faint target star,4.979400,0.522163,1,0.273000,0.060000,6.597837,3.470252,841.788182,3274.000000,101.000000,118.667639,25.980260,False,3,4,3,3,4,4,4,2019-02-08T19:54:07+00:00,2019-10-17 00:41:42.390332+00:00
spoc,44737596,552.01,PC,60.949323,-25.408914,13.787000,0.017000,1413.062549,0.000959,2.788503,0.000089,1.858717,0.074685,26224.680196,720.452600,"5, 4",,4.438000,0.000000,1,1.000000,0.000000,16.345100,0.538331,818.638942,3654.000000,162.000000,106.142815,31.310287,False,3,4,3,3,4,4,4,2019-05-17T18:40:33+00:00,2019-10-17 00:41:49.670854+00:00
spoc,64071894,458.01,PC,39.135794,-22.245123,9.595000,0.018000,1414.163706,0.002296,17.529885,0.003168,2.174637,0.349883,1272.536936,125.449200,4,two stars in same pixel,4.537100,0.278842,1,0.834429,0.104884,3.127249,1.136508,585.538905,5164.000000,182.000000,27.780754,10.188430,False,1,4,1,1,4,4,4,2019-02-08T19:54:07+00:00,2019-10-17 00:41:41.825564+00:00
