toi,tic,cps_name,tic_jump,toi_jump,evol,source,disp,photo_vetting,spec_vetting,ao_vetting,ra,dec,tmag,tmag_err,vmag,jmag,nobs,last_observed,rms,errvel,template,nobs_goal,tottime,remaining_nobs,remaining_time,n_comments,last_comment,rs,rs_err,r_s,m_s,teff,teff_err,t_eff,logg,logg_err,feh,ast_det_c,current_sectors,ast_det_t,total_sectors,color,spectral_type,vsini,prot,sval,logrhk,jitter,activity,ruwe,rp,rp_err,mp,k,kerr,ksig,epoch,epoch_err,period,period_err,duration,duration_err,b_est,circ_dur,circ_dur_err,max_circ_dur,a_to_R,depth,depth_err,teq,sinc,SNR,dist,prv,ra_J2000,dec_J2000,tks_comments,toi_comments,comment_list,npl,in_other_programs,in_SC1A,in_SC1B,in_SC1C,in_SC1D,in_SC1E,in_SC2A,in_SC2Bi,in_SC2Bii,in_SC2C,in_SC3,in_SC4,in_TOA,in_TOB,SC3_bin_rank,TSM,priority
1423.01,346418409,-,-1,-1,MS,spoc,PPC,-,-,-,344.6101,39.6589,10.924000000000001,0.006,11.741,10.107999999999999,0,-1,,,False,60,18.45,60,20.537827409726862,0,-1,0.7,0.04,0.7,0.83,4993.0,127.12,4993,4.669,0.08900000000000001,,0.05,1,0.05,1,,-,,,,,,,1.07,6.41,7.74,33.69,17.44,0.56,31.16,1740.9618,0.0035,2.7556529999999997,0.00084,3.4,0.23,-11617.454,1.62,0.43,1.89,11.14,2854.46,153.27,967.692625,207.238637,15.164270000000002,112.38,False,22 58 26.4,+39 39 31,-,some odd-even,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1424.01,418959198,-,-1,-1,MS,spoc,PC,-,-,-,344.9072,36.5176,10.515,0.006,11.308,9.586,0,-1,,,False,60,15.64,60,20.78326948388864,0,-1,0.8,0.05,0.8,0.71,4528.99,104.619,4528,4.4830000000000005,0.086,,0.0501,1,0.0501,1,,-,,,,,,,1.35,4.01,3.34,15.19,7.19,0.39,18.66,1740.5305,0.0055,4.897647,0.002144,2.77,0.44,0.0245,2.37,0.63,2.76,13.54,1251.49,321.51,796.345745,95.044646,9.00356,86.82,False,22 59 37.7,+36 31 03,-,Check nearby stars; potential L1 candidate,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1429.01,138968089,-,-1,-1,MS,spoc,PC,-,-,-,295.1011,40.9867,11.645999999999999,0.006,11.899000000000001,11.071,0,-1,,,False,60,19.61,60,20.44906744850975,0,-1,1.47,0.09,1.47,1.06,5854.65,147.439,5854,4.126,0.086,,0.0511,2,0.0511,2,,-,,,,,,,1.07,4.84,7.96,20.89,14.92,0.37,39.91,1711.5582,0.0024,0.641256,0.000109,1.12,0.7,0.8706,1.94,0.51,2.26,2.17,1029.53,156.72,2573.9569469999997,10373.519212000001,7.270171,435.26,False,19 40 24.3,+40 59 12,-,KOI-272; Kepler PC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1430.01,293954617,235088,293954617,1430,MS,spoc,PC,passed,passed,-,300.6143,53.3768,8.388,0.006,9.19,7.646,7,141,,,True,100,5.15,93,11.603018675694935,4,23,0.78,0.05,0.78,0.85,5064.0,119.118,5064,4.579,0.085,0.01,0.0513,3,0.0513,3,0.948,-,0.61,,0.406,-4.6339999999999995,3.1,530.8,0.96,2.23,0.61,5.6,2.04,0.45,4.51,1713.0813,0.0021,7.434007000000001,0.001097,2.76,0.25,0.3464,2.51,0.66,2.93,19.38,744.74,50.72,744.344144,72.54644,13.492878,41.17,False,20 02 27.4,+53 22 36,"clear field, DV looks good",TOI 1430 TFOP under investigation,"Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., j356 template when bias problems with red chip.  Get another template if RVs perform poorly., PS: This is TOI1430,  https://exofop.ipac.caltech.edu/tess/target.php?id=293954617, APF RVs are preliminary pending an APF template -- currently uses a HIRES template (run by BJ).",1,6,0,1,0,0,1,0,1,1,0,1,0,0,1,1.0,97.36625675264416,44.0
1431.01,375506058,-,-1,-1,MS,spoc,VPC,-,-,-,316.2036,55.5879,7.797999999999999,0.006,8.03,7.541,0,-1,,,False,60,5.15,60,5.15,0,-1,1.94,0.1,1.94,1.76,7400.0,189.5,7575,4.11,0.08,,0.05,2,0.05,2,,-,,,,,,,0.93,16.59,0.89,41061.45,12451.38,0.21,58415.99,1712.6753,0.0003,2.65044,2e-05,2.52,0.12,0.7776,3.46,0.91,4.03,5.02,5680.41,32.72,2186.437532,5400.93931,276.0192,148.93,False,21 04 48.9,+55 35 16,-,,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1432.01,256783784,-,-1,-1,MS,qlp,PC,-,-,-,329.4016,36.3216,9.465,0.006,10.061,8.811,0,-1,,,False,60,8.42,60,14.847858174275682,0,-1,0.91,0.05,0.91,0.99,5587.0,126.4,5587,4.51,0.08,,0.05,2,0.05,2,,-,,,,,,,0.88,2.18,0.18,5.39,1.9,0.3,6.34,1715.3042,0.0074,6.11219,0.00173,2.19,0.39,0.7001,2.61,0.69,3.04,15.36,550.0,1.85,905.0,111.59299999999999,9.0,95.18,False,21 57 36.4,+36 19 17,-,TOI 1432 TFOP work in progress,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1434.01,138588540,102121,138588540,1434,MS,spoc,PC,passed,passed,-,176.3806,65.541,8.062000000000001,0.006,8.78,7.352,13,75,,,True,100,5.15,87,8.352672792044626,3,108,0.74,0.04,0.74,0.94,5393.86,139.68200000000002,5393,4.678,0.08900000000000001,-0.35,0.0509,3,0.0509,3,0.79,-,0.25,,0.235,-4.77,2.49,569.58,0.96,2.03,0.94,4.77,1.03,0.34,3.02,1703.4031,0.002,29.889398999999997,0.00286,3.7,0.41,0.4797,3.63,0.96,4.23,54.0,760.6,75.38,474.90099299999997,12.020798,10.564652,37.79,False,11 45 31.3,+65 32 27,"clear field, DV looks good",,"Passes vetting. No secondary lines. Systemic and Gaia RVs agree., Worry about activity with logR'HKh = -4.77.  Do we know the rotation period of the star?  The orbital period is 30 days, which is potentially close to Prot., Scatter is very low. Jitter test shows 1.9 m/s RMS in a triple shot. 2.3 m/s scatter overall.",1,7,1,1,0,0,1,1,0,1,0,1,0,0,1,,,35.0
1435.01,153976959,T001435,153976959,1435,MS,spoc,CPC,passed,passed,-,203.5369,67.6217,9.98,0.006,10.630999999999998,9.229,4,77,,,False,20,12.19,16,2.105,2,159,0.82,0.05,0.82,0.87,5142.0,122.712,5142,4.546,0.085,0.05,0.0504,3,0.0504,3,0.866,,1.55,,0.17800000000000002,-4.994,2.17,453.24,1.01,1.16,2.36,1.65,1.32,0.49,2.66,1683.4192,0.002,0.685999,5.400000000000001e-05,0.93,0.17,0.7423,1.18,0.31,1.38,3.8,200.2,34.56,1707.5863980000001,2009.3322219999998,7.899822,92.87,True,13 34 08.9,+67 37 17,"SNR=7.4, dV=6.0 sep=14"" N",Possibly stellar variability,"Vetting looks clean., Vetting looks clean.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,87.0
1436.01,154383539,T001436,154383539,1436,MS,spoc,CPC,passed,passed,-,215.6025,55.3337,11.091,0.006,12.005999999999998,10.29,1,160,,,False,60,20.49,59,20.16757722969411,2,159,0.75,0.04,0.75,0.83,5011.22,102.681,5011,4.614,0.077,-0.2,0.0501,4,0.0501,4,0.9079999999999999,,1.89,,0.24600000000000002,-4.84,2.44,416.31,0.9,1.72,1.89,3.6,2.73,0.41,6.7,1711.9017,0.002,0.867492,6.500000000000001e-05,1.22,0.38,0.4577,1.18,0.31,1.37,4.83,479.15,52.15,1474.864321,1118.225214,7.581467,131.6,True,14 22 24.6,+55 20 01,"dT=4.3 sep=4.8'' W, dT=5.3 sep=9.3'' W, SNR=7.6, otherwise looks good",,"Vetting looks clean, minor shoulder on the PSF., Vetting looks clean, minor shoulder on the PSF.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,45.03015583975757,
1437.01,198356533,154840,198356533,1437,MS,spoc,PC,passed,passed,-,256.1387,56.8426,8.693999999999999,0.006,9.173,8.177,3,76,,,True,60,5.15,57,7.030563179907893,1,176,1.22,0.05,1.22,1.14,6093.0,124.709,6093,4.322,0.079,-0.28,0.07200000000000001,10,0.0756,13,0.58,-,2.25,,0.125,-5.305,1.94,423.69,1.06,2.35,0.69,6.12,1.34,0.28,4.77,1700.736,0.0046,18.840142999999998,0.002501,6.06,0.48,-1.5614,4.84,1.28,5.64,25.5,345.29,32.33,780.622856,87.757866,10.789955,103.3,True,17 04 33.3,+56 50 33,dV=7 sep=25'' E,potential L1 candidate,Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree.,1,5,0,1,0,0,1,1,0,1,0,1,0,0,0,,,50.0
1438.01,229650439,T001438,229650439,1438,MS,spoc,PC,passed,passed,-,280.9243,74.9376,10.284,0.039,10.957,9.584,1,178,,,False,60,13.72,59,20.649937046955177,4,126,0.82,0.05,0.82,0.9,5374.0,183.0,5259,5.961,0.33299999999999996,0.05,0.0505,9,0.0506,12,0.792,,2.22,,0.18600000000000005,-4.9239999999999995,2.26,450.61,0.84,2.81,0.27,8.31,3.3,0.51,6.48,1688.7626,0.0028,5.14002,0.00022999999999999998,0.76,0.19,0.9514,2.27,0.6,2.65,14.84,610.0,8.0,524.0,12.5877,9.0,110.51,False,18 43 41.8,+74 56 15,"dV=4.3 sep=28'' N, dV=2.9 sep=42'' W, SPOC DV for S14-16 looks good, QLP DV for S14-19 looks worse (odd-even 3.4sig), S18-19 SPOC DVs missing",,"Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., rhostar_circ much larger than rhostar_spec. candidate high eccentricity planet, rhostar_circ much larger than rhostar_spec. candidate high eccentricity planet",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1438.02,229650439,T001438,229650439,1438,MS,spoc,PC,passed,passed,-,280.9243,74.9376,10.284,0.039,10.957,9.584,1,178,,,False,60,13.72,59,20.649937046955177,4,126,0.82,0.05,0.82,0.9,5374.0,183.0,5259,5.961,0.33299999999999996,0.05,0.0505,9,0.0506,12,0.792,,2.22,,0.18600000000000005,-4.9239999999999995,2.26,450.61,0.84,2.32,0.78,5.99,1.95,0.4,4.87,1689.9214,0.0024,9.427131,0.000267,1.56,0.32,0.8786,2.78,0.73,3.24,22.23,661.13,61.78,721.6571700000003,64.098036,9.984219,110.51,False,18 43 41.8,+74 56 15,"dV=4.3 sep=28'' N, dV=2.9 sep=42'' W, SPOC DV for S14-16 looks good, QLP DV for S14-19 looks worse (odd-even 3.4sig), S18-19 SPOC DVs missing",Outer planet in a TOI multi-planet system,"Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., rhostar_circ much larger than rhostar_spec. candidate high eccentricity planet, rhostar_circ much larger than rhostar_spec. candidate high eccentricity planet",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1439.01,232982558,T001439,232982558,1439,SG,qlp,PC,passed,passed,-,241.7639,67.8777,9.987,0.006,10.55,9.394,1,75,,,False,60,11.84,59,20.882359308330805,2,69,1.62,0.08,1.62,1.06,5873.0,123.835,5873,4.043,0.078,0.18,0.0503,10,0.0503,13,0.631,,3.9,,0.079,,1.08,,1.21,3.43,0.24,11.66,2.37,0.26,9.05,1703.4785,0.0075,27.64304000000001,0.00161,5.2,1.04,0.7993,7.49,1.98,8.74,24.18,380.0,0.98,696.0,39.0924,10.0,230.31,False,16 07 03.3,+67 52 39,dV=4 sep=53'' SE,2 stars in pixel; significant depth-aperture correlation,"Passes spectroscopic vetting., Passes spectroscopic vetting.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1441.01,233951353,T001441,233951353,1441,MS,spoc,PC,passed,passed,-,305.4131,58.1412,9.485,0.006,10.041,8.899,3,149,5.43,9.06,True,20,8.31,17,1.384,2,173,1.24,0.06,1.24,1.07,5885.0,201.605,5885,4.2780000000000005,0.08800000000000001,0.0,0.0569,4,0.0569,4,0.627,,0.83,,0.129,-5.242999999999999,1.96,409.6,1.08,2.78,1.37,8.15,1.78,0.32,5.56,1695.4144,0.0048,22.095791000000002,0.002594,5.57,0.68,0.4357,5.31,1.4,6.19,27.27,485.63,48.58,729.159239,66.80524100000001,9.042681,141.13,False,20 21 39.1,+58 08 28,"OoT=2.5sig, dT=6.3 sep=5.7'' S, several stars with dV>7 sep>13'', SNR=9.0",,"Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,70.0
1443.01,237232044,T001443,237232044,1443,MS,spoc,PC,passed,passed,-,297.4003,76.1391,9.937999999999999,0.006,10.675,9.177999999999999,1,174,,,False,60,12.38,59,20.81067056551185,10,161,0.75,0.04,0.75,0.89,5236.0,125.32799999999999,5236,4.638999999999999,0.086,-0.42,0.0503,7,0.0503,10,0.836,,0.78,,0.111,-5.351,1.89,346.65,1.14,2.07,1.17,4.93,1.19,0.4,2.99,1693.243,0.004,23.540657,0.0009460000000000001,4.34,0.56,-1.4642,3.47,0.92,4.05,44.43,767.69,55.02,508.218755,15.766081,13.840991,85.8,False,19 49 36.1,+76 08 20,"dV=1.6 sep=60'' S, only QLP reports available for S18-19, Gemini/NIRI AO dK=3.7 sep=0.4'' ENE",TFOP Observing notes indicate a star 0.4” not seen in Gaia,"Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., Gemini/NIRI AO shows a second source 0.4'' ENE from the brighter target, delta-K ~ 3.7 mag.  Star not seen in Gaia-DR2.  Sources will be blended in any seeing-limited photometry or spectroscopy. Recommend dropping target., Gemini/NIRI AO shows a second source 0.4'' ENE from the brighter target, delta-K ~ 3.7 mag.  Star not seen in Gaia-DR2.  Sources will be blended in any seeing-limited photometry or spectroscopy. Recommend dropping target., The second source is worrisome.  Let's try hard to preserve this target though, if possible.  With P = 47 days, Rp = 2.4 Re, and F = 6 Fe, this system is one of the coolest sub-Neptunes available.  Two major concerns need to be addressed first: 1) which star is transiting?  2) what is the primary/secondary contrast in V-band?  If the contrast is >5 mag, then the RVs will probably be unaffected, based on experience.  Until we can satisfactorily address those concerns, let's put the star on hold., The second source is worrisome.  Let's try hard to preserve this target though, if possible.  With P = 47 days, Rp = 2.4 Re, and F = 6 Fe, this system is one of the coolest sub-Neptunes available.  Two major concerns need to be addressed first: 1) which star is transiting?  2) what is the primary/secondary contrast in V-band?  If the contrast is >5 mag, then the RVs will probably be unaffected, based on experience.  Until we can satisfactorily address those concerns, let's put the star on hold., What SNR per spectrum is desired for this target?  If the companion has dV = 5,  SNR_contamination = 100.  The target could be observed with counts=60k (SNR_Poisson = 100), and the total SNR would be ~100/sqrt(2)., What SNR per spectrum is desired for this target?  If the companion has dV = 5,  SNR_contamination = 100.  The target could be observed with counts=60k (SNR_Poisson = 100), and the total SNR would be ~100/sqrt(2)., Regarding the >5 mag contrast criterion, there are two issues.  The first is the NSR one that Lauren mentioned.  The other is that for a bound system, delta_V > 5 mag usually means that the companion will be an M dwarf that has a significantly difference spectrum from a GK primary., Regarding the >5 mag contrast criterion, there are two issues.  The first is the NSR one that Lauren mentioned.  The other is that for a bound system, delta_V > 5 mag usually means that the companion will be an M dwarf that has a significantly difference spectrum from a GK primary.",1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,,78.0
1444.01,258514800,T001444,258514800,1444,MS,spoc,CPC,passed,passed,-,305.4743,70.9438,10.152000000000001,0.006,10.936,9.465,2,161,,,False,60,13.62,58,20.326990476301845,2,173,0.92,0.05,0.92,0.96,5466.0,121.494,5466,4.4860000000000015,0.077,0.1,0.051,6,0.0512,9,0.762,,0.94,,0.132,-5.216,2.01,385.44,0.94,1.29,2.02,2.2,1.86,0.28,6.65,1711.3749,0.0011,0.47021199999999996,1.2e-05,1.35,0.23,-0.1814,1.14,0.3,1.32,2.71,192.27,22.83,2147.832804,5029.477691,12.522014,125.46,False,20 21 53.8,+70 56 37,"MES=7.6, dV=3.1 sep=46'' NW",level-one candidate; TOI 1444 under investigation,"Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1445.01,259172391,-,-1,-1,MS,qlp,PC,-,-,-,292.7677,71.4974,10.607000000000001,0.006,10.931,10.057,0,-1,,,False,60,13.59,60,20.9996133934329,0,-1,1.06,0.05,1.06,1.21,6240.0,153.608,6240,4.466,0.09,,0.05,10,0.05,12,,-,,,,,,,0.93,2.61,0.15,7.33,1.93,0.42,4.59,1687.5776,0.0054,9.81327,0.00033,3.9,0.55,-0.012,3.33,0.88,3.88,19.31,590.0,0.65,1053.0,204.54,17.0,215.25,False,19 31 04.2,+71 29 50,-,Some transits affected by scattered light and momentum dumps; TOI 1445 under investigation,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1446.01,294471966,T001446,294471966,1446,MS,spoc,PC,passed,passed,-,302.0014,51.3619,10.75,0.006,11.577,9.98,1,174,,,False,60,17.32,59,20.301355571591884,2,173,0.83,0.04,0.83,0.88,5180.0,101.324,5180,4.543,0.077,0.14,0.0502,3,0.0502,3,0.8540000000000001,,1.63,,0.152,-5.093,2.06,396.72,0.84,2.22,2.1,5.58,2.1,0.51,4.13,1689.366,0.0045,6.31719,0.0007160000000000001,2.41,0.62,0.5547,2.49,0.66,2.91,16.59,681.79,84.03,822.8035219999997,108.319231,8.024924,133.86,False,20 08 00.3,+51 21 42,"SNR=8.0, field is clear",,"Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1449.01,356158613,-,-1,-1,MS,spoc,PC,-,-,-,300.7078,39.6681,10.745,0.033,12.52,9.517999999999999,0,-1,,,False,60,31.69,60,31.692172540046297,0,-1,0.6,0.02,0.6,0.59,5780.0,0.0,-1,4.648,0.018000000000000002,,,2,,2,,-,,,,,,,1.04,4.76,15.5,20.27,6.32,0.51,12.42,1688.3043,0.0045,24.71039,0.006523999999999999,2.64,0.5,0.723,3.26,0.86,3.81,49.61,2218.67,323.61,530.9449900000002,18.781017000000002,8.366322,56.32,False,20 02 49.9,+39 40 05,-,,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1449.02,356158613,-,-1,-1,MS,spoc,PC,-,-,-,300.7078,39.6681,10.745,0.033,12.52,9.517999999999999,0,-1,,,False,60,31.69,60,31.692172540046297,0,-1,0.6,0.02,0.6,0.59,5780.0,0.0,-1,4.648,0.018000000000000002,,,2,,2,,-,,,,,,,1.04,1.62,2.39,3.27,2.23,0.36,6.19,1683.5865,0.0034,2.3689,0.00027400000000000005,1.85,0.79,-1.1669,1.49,0.39,1.74,10.39,696.78,98.07,1160.095739,428.0518,7.153460000000001,56.32,False,20 02 49.9,+39 40 05,-,,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1450.01,377293776,T001450,377293776,1450,MS,spoc,PC,passed,passed,-,286.8535,59.0859,10.031,0.006999999999999999,12.28,8.457,1,174,,,False,60,25.8,59,25.392395706983848,4,160,0.47,0.01,0.47,0.47,3407.0,157.0,3407,4.761,0.006999999999999999,0.23,0.05,10,0.05,13,1.425,M3.0Ve,14.32,,0.382,-5.3839999999999995,0.99,290.61,0.94,1.03,2.63,1.09,0.91,0.4,2.28,1685.3447,0.0018,2.043923,8.7e-05,0.89,0.53,0.7684,1.2,0.32,1.4,11.14,461.97,73.47,660.390239,44.949366999999995,9.226726,22.45,False,19 07 24.8,+59 05 09,"SNR=9.2, dT=3.7 sep=3.7"" NW, dV=4.4 sep=16"" SE",,"Vsini = 14.32 ± 1.0
Otherwise passes vetting.
Rossiter-McLaughlin target?, Vsini = 14.32 ± 1.0
Otherwise passes vetting.
Rossiter-McLaughlin target?, The high Vsini from SpecMatch-Syn appears to be due to a poor fit because this star is cool (Teff = 3471 K according to SpecMatch-Emp).  The lines appear narrow, suggesting low Vsini., The high Vsini from SpecMatch-Syn appears to be due to a poor fit because this star is cool (Teff = 3471 K according to SpecMatch-Emp).  The lines appear narrow, suggesting low Vsini.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1451.01,417931607,T001451,417931607,1451,MS,qlp,CPC,passed,passed,-,186.5243,61.25899999999999,8.999,0.006,9.584,8.38,10,77,12.29,1.24,True,20,6.14,10,0.649,2,184,1.03,0.05,1.03,1.04,5781.0,130.458,5781,4.431,0.079,-0.01,0.05,4,0.05,4,0.66,G5,0.36,,0.154,-5.042,2.37,492.73,1.08,2.46,0.16,6.64,1.62,0.39,4.14,1694.3106,0.0039,16.53818,0.0004,2.99,0.33,0.7685,4.03,1.06,4.69,26.92,570.0,0.84,633.0,26.7567,14.0,91.94,True,12 26 05.8,+61 15 32,"clear field, DV looks good",,"Vetting spectrum looks clean, small Vsini. No telluric RV to compare. 
Planet radius = 2.95 R_earth
Period = 33.07257 days
(S16_SPOC), Vetting spectrum looks clean, small Vsini. No telluric RV to compare. 
Planet radius = 2.95 R_earth
Period = 33.07257 days
(S16_SPOC)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,37.0
1453.01,198390247,T001453,198390247,1453,MS,qlp,PC,passed,passed,-,258.2238,57.1978,10.142999999999999,0.006,11.113,9.275,1,178,,,False,60,14.54,59,20.561610376107687,2,175,0.71,0.05,0.71,0.81,4920.0,127.0,4920,4.64,0.09,-0.3,0.05,10,0.05,13,0.938,,2.06,,0.133,-5.211,1.84,381.21,0.93,2.25,0.19,5.68,2.23,0.25,9.03,1683.8085,0.0033,6.58868,0.00035,1.83,0.47,0.7115,2.22,0.59,2.59,19.44,930.0,2.13,744.0,51.0463,19.0,78.74,False,17 12 53.7,+57 11 52,"MES=7.5, dT=5.1 sep=1.8"" NW",TOI 1453 possible multi under investigation; Potential level 1 candidate; check neighbors,"Passes vetting. No secondary lines., Passes vetting. No secondary lines.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1453.02,198390247,T001453,198390247,1453,MS,spoc,PC,passed,passed,-,258.2238,57.1978,10.142999999999999,0.006,11.113,9.275,1,178,,,False,60,14.54,59,20.561610376107687,2,175,0.71,0.05,0.71,0.81,4920.0,127.0,4920,4.64,0.09,-0.3,0.0502,10,0.0502,13,0.938,,2.06,,0.133,-5.211,1.84,381.21,0.93,1.21,2.45,1.93,0.87,0.36,2.43,1685.4822,0.0033,4.3132220000000006,0.000185,1.41,0.3,0.7759999999999999,1.93,0.51,2.25,14.65,294.38,43.69,831.571901,113.01087199999999,7.498453,78.74,False,17 12 53.7,+57 11 52,"MES=7.5, dT=5.1 sep=1.8"" NW",Low SNR,"Passes vetting. No secondary lines., Passes vetting. No secondary lines.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1454.01,294179385,T001454,294179385,1454,MS,qlp,VPC,passed,passed,-,300.8423,53.2942,11.161,0.006,11.241,10.63,1,174,,,False,60,15.25,59,20.489449173173842,4,160,1.14,0.05,1.14,1.14,6075.0,137.6,6075,4.38,0.08,0.13,0.05,3,0.05,3,0.622,,3.05,,0.124,-5.314,1.88,341.68,0.88,13.58,0.66,317.83,134.34,0.29,462.49,1685.4697,0.0005,2.67962,2.9999999999999997e-05,2.86,0.06,-0.4137,2.37,0.63,2.76,7.41,13260.0,1.03,1532.0,914.995,131.0,289.37,False,20 03 22.1,+53 17 39,"dV=-0.08 sep=9.48"" NW, dV=3.9 sep=20.3 SW",source of transits in TOI 1310.01,"Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., Passes vetting. No secondary lines. HIRES SpecMatch and Gaia RVs agree., This star,  TOI-1454/TIC 294179385 (https://exofop.ipac.caltech.edu/tess/target.php?id=294179385) has a candidate with the same ephemeris as TOI-1310/TIC 294179389 (https://exofop.ipac.caltech.edu/tess/target.php?id=294179389) 9"" away. The depth is reported twice as deep on this star., This star,  TOI-1454/TIC 294179385 (https://exofop.ipac.caltech.edu/tess/target.php?id=294179385) has a candidate with the same ephemeris as TOI-1310/TIC 294179389 (https://exofop.ipac.caltech.edu/tess/target.php?id=294179389) 9"" away. The depth is reported twice as deep on this star.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1456.01,199376584,332231,199376584,1456,MS,qlp,P,passed,passed,-,306.7413,33.7445,8.042,0.006,8.558,7.508999999999999,11,77,,,True,60,5.15,49,4.136479812592242,7,130,1.27,0.06,1.27,1.16,6125.0,122.2,6125,4.29,0.08,0.0,0.0501,2,0.0501,2,0.55,-,5.32,,0.13,-5.231,2.06,485.56,0.89,7.7,0.35,45.94,11.57,0.5,23.36,1693.2089999999994,0.0043,12.15601,0.00151,5.94,0.06,-13.8289,4.33,1.15,5.05,18.4,3630.0,0.28,1068.0,216.217,22.0,80.67,True,20 26 57.9,+33 44 40,"single transit, dV=6.8 sep=27.6"" W, dV=7.2 sep=30.9"" NW",Possible single transit; T0=1693 transit is close to amomentum dump,"Single-transit planet candidate identified in TESS Sector 15 light curves, Second transit found in TESS Sector 14 light curves, initially masked due to stray light contamination. Transits suggest orbital period of 18.7 days and radius Rp= 0.9 R_jupiter. Paper in preparation by Dalba et al., Observe on HIRES (in addition to APF) until Dalba et al. submitted/published., The first 3 HIRES RVs, which were produced with the j356 template, show an rms=9 m/s in the RadVel fit. This seems high. Could this be due to problems with the bias in the template? Perhaps we should acquire another template., I double checked the bias in the raw files of the template exposures. They look normal. No bias image problem.  The RV uncertainties and chi^2 values look good. Let's get more data and re-assess, j356 template when bias problems with red chip.  Get another template if RVs perform poorly., Trend (+curvature?) emerging.  Observe again when it rises in March 2020.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1458.01,191284318,HTR123-008,191284318,1458,MS,qlp,KP,passed,known planet,-,9.5732,42.4631,10.374,0.006,10.911,9.85,13,693,,,True,60,13.49,47,15.749595462266411,0,-1,1.24,0.06,1.24,1.16,6140.0,125.7,6140,4.32,0.08,0.1,0.05,1,0.05,1,0.47,-,4.14,,0.172,-4.871,2.74,456.54,0.79,14.66,0.76,35679.89,13836.16,0.45,30422.32,1766.8215,0.0005,2.77598,0.00011,2.98,0.04,0.11699999999999999,2.58,0.68,3.01,7.04,13920.0,1.21,1551.0,962.102,108.0,226.64,False,00 38 17.6,+42 27 47,"dV=3.2 sep=21"" W",HAT-P-16 b,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1459.01,16920150,-,-1,-1,MS,spoc,PC,-,-,-,19.3615,26.7462,10.158,0.006,11.030999999999999,9.425,0,-1,,,False,60,14.1,60,20.9419860925085,0,-1,0.82,0.05,0.82,0.89,5219.0,133.609,5219,4.5569999999999995,0.085,,0.0502,1,0.0502,1,,-,,,,,,,1.0,2.49,2.52,6.78,2.24,0.52,4.29,1765.546,0.0046,9.155934,0.003159,3.14,0.86,0.2523,2.78,0.74,3.25,21.55,908.24,124.59,727.365787,66.150401,7.595617,101.36,False,01 17 26.8,+26 44 46,-,,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
