toi,tic,cps_name,tic_jump,toi_jump,evol,source,disp,photo_vetting,spec_vetting,ao_vetting,ra,dec,tmag,tmag_err,vmag,jmag,nobs,last_observed,rms,errvel,template,nobs_goal,tottime,remaining_nobs,remaining_time,n_comments,last_comment,rs,rs_err,r_s,m_s,teff,teff_err,t_eff,logg,logg_err,feh,ast_det_c,current_sectors,ast_det_t,total_sectors,color,spectral_type,vsini,prot,sval,logrhk,jitter,activity,ruwe,rp,rp_err,mp,k,kerr,ksig,epoch,epoch_err,period,period_err,duration,duration_err,b_est,circ_dur,circ_dur_err,max_circ_dur,a_to_R,depth,depth_err,teq,sinc,SNR,dist,prv,ra_J2000,dec_J2000,tks_comments,toi_comments,comment_list,npl,in_other_programs,in_SC1A,in_SC1B,in_SC1C,in_SC1D,in_SC1E,in_SC2A,in_SC2Bi,in_SC2Bii,in_SC2C,in_SC3,in_SC4,in_TOA,in_TOB,SC3_bin_rank,TSM,priority
344.01,13023378,-,-1,-1,MS,qlp,VPC,-,-,-,347.0536,-28.0078,11.922,0.006999999999999999,12.511,11.373,0,-1,,,False,60,31.45,60,31.4470623264516,0,-1,1.08,0.05,1.08,1.17,6149.0,126.6,6149,4.44,0.08,,0.05,1,0.05,1,,-,,,,,,,1.23,9.47,0.52,65.28,20.61,0.57,36.07,1358.2573,0.0018,6.06764,0.001,2.9,0.13,0.5144,2.91,0.77,3.39,13.67,7450.0,3.57,1053.0,204.544,35.0,404.2,False,23 08 12.9,-28 00 28,-,,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
351.01,228381868,-,-1,-1,SG,qlp,KP,-,-,-,357.5805,-17.0776,12.072000000000001,0.006999999999999999,12.815999999999999,11.439,0,-1,,,False,60,33.5,60,33.5,0,-1,1.78,0.13,1.78,0.98,5570.3,131.6,5570,3.93,0.09,,0.05,1,0.05,1,,-,,,,,,,0.94,13.51,1.02,317.83,136.05,0.34,400.43,1356.6738,0.0024,3.4658300000000004,0.0006,3.88,0.14,0.6143,4.21,1.11,4.91,5.39,5710.0,2.01,1466.0,767.8960000000003,32.0,602.24,False,23 50 19.3,-17 04 39,-,star is evolved,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
360.01,13023738,-,-1,-1,SG,qlp,LEPC,-,-,-,347.0848,-29.5903,12.252,0.006999999999999999,12.970999999999998,11.581,0,-1,,,False,60,33.5,60,33.5,0,-1,1.71,0.1,1.71,1.0,5657.0,118.0,5657,3.97,0.08,,0.05,1,0.05,1,,-,,,,,,,0.91,10.39,0.81,76.43,24.38,0.45,53.65,1354.9783,0.0065,8.055769999999999,0.0029100000000000003,2.84,0.4,0.8946,5.34,1.42,6.23,9.88,3630.0,7.08,856.0,89.4283,12.0,646.71,False,23 08 20.4,-29 35 25,-,centroid shift in X/Y is due to the star nearby but the signal is on target.,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
388.01,422655579,-,-1,-1,SG,spoc,KP,-,-,-,29.2633,0.7588,10.141,0.018000000000000002,10.56,9.636000000000001,0,-1,,,False,60,11.88,60,21.214946673131,0,-1,2.26,0.0,2.14,1.18,6059.0,0.0,6180,3.923,0.0,,0.0619,1,0.0619,1,,-,,,,,,,1.06,15.62,0.32,38349.6,14468.83,0.33,44269.57,1413.1434,0.0009,2.903458,0.00018999999999999998,5.05,0.06,0.2798,4.5,1.19,5.25,4.22,4657.88,101.26,1869.2674690000001,2885.405093,27.757355,362.72,False,01 57 03.2,+00 45 31,-,WASP-71b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
391.01,382391899,-,-1,-1,MS,spoc,KP,-,-,-,43.6881,-10.8981,11.008,0.018000000000000002,11.44,10.401,0,-1,,,False,60,16.44,60,20.70810413465686,0,-1,0.84,0.0,0.87,0.97,5400.0,0.0,5518,4.539,0.0,,0.0501,1,0.0501,1,,-,,,,,,,1.06,12.83,0.07,317.83,165.9,0.34,483.61,1411.0929,0.0002,1.95512,2.7000000000000002e-05,1.81,0.01,0.4253,1.72,0.45,2.0,7.46,20043.86,127.18,1272.389585,619.443106,158.09418,184.85,False,02 54 45.1,-10 53 53,-,WASP-50b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
398.01,1129033,-,-1,-1,MS,spoc,KP,-,-,-,37.1551,-7.0607,9.502,0.017,10.294,8.766,0,-1,,,False,60,9.96,60,17.923214073384592,0,-1,0.95,0.0,0.93,0.99,5500.0,0.0,5605,4.4830000000000005,0.0,,0.0508,1,0.0508,1,,-,,,,,,,1.13,12.21,0.04,317.83,184.45,0.36,515.36,1410.9847,0.0001,1.360025,7.000000000000003e-06,2.16,0.01,-7.587999999999999,1.62,0.43,1.88,5.52,16380.62,42.16,1525.522472,1279.957175,348.1485,105.17,False,02 28 37.2,-07 03 38,-,WASP-77A b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
400.01,35857242,-,-1,-1,MS,spoc,KP,-,-,-,41.6391,-0.4639,11.263,0.018000000000000002,11.796,10.782,0,-1,,,False,60,18.84,60,20.506881606902486,0,-1,1.36,0.0,1.42,1.25,6272.0,0.0,6336,4.258,0.0,,0.0508,1,0.0508,1,,-,,,,,,,1.05,13.14,0.23,317.83,113.87,0.45,251.96,1413.3152,0.0009,3.6346529999999997,0.000217,4.0,0.07,-2.2239,3.16,0.83,3.68,7.54,8885.29,158.51,1451.011444,1047.621379,39.15109,414.23,False,02 46 33.4,+00 27 50,-,WASP-138b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
402.01,120896927,-,-1,-1,MS,spoc,P,-,-,-,36.8682,-27.6352,8.265,0.017,9.1,7.553,0,-1,,,False,100,5.15,100,12.001503113561506,0,-1,0.89,0.08,0.84,0.88,5175.2,23.6172,5175,4.377,0.067,,0.052000000000000005,2,0.052000000000000005,2,,-,,,,,,,0.88,1.9,0.76,4.27,1.77,0.24,7.26,1411.4635,0.0028,4.755833,0.0008560000000000001,2.57,0.31,0.2855,2.3,0.61,2.68,13.55,406.14,36.75,-1.0,-1.0,10.392367,44.82,False,02 27 28.4,-27 38 06,-,,-,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,55.0
402.02,120896927,-,-1,-1,MS,spoc,P,-,-,-,36.8682,-27.6352,8.265,0.017,9.1,7.553,0,-1,,,False,100,5.15,100,12.001503113561506,0,-1,0.89,0.08,0.84,0.88,5175.2,23.6172,5175,4.377,0.067,,0.052000000000000005,2,0.052000000000000005,2,,-,,,,,,,0.88,2.21,2.55,5.52,1.49,0.31,4.87,1414.5476,0.0022,17.2148,,2.05,0.49,0.8678,,,4.12,31.95,609.42,61.61,634.816001,38.380662,10.660744000000001,44.82,False,02 27 28.4,-27 38 06,-,follow-up in progress,-,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,55.0
403.01,257567854,-,-1,-1,MS,spoc,KP,-,-,-,52.81800000000001,-23.8197,11.164000000000001,0.018000000000000002,11.99,10.634,0,-1,,,False,60,20.31,60,20.39813920900717,0,-1,1.25,0.0,1.19,1.17,6153.0,0.0,6153,4.342,0.0,,0.0505,1,0.0505,1,,-,,,,,,,1.48,13.47,0.18,317.83,120.13,0.54,220.8,1411.9016,0.0005,3.532822,0.000138,3.44,0.05,-3.1276,2.68,0.71,3.12,8.64,11283.62,137.89,1372.120697,837.703372,88.35828000000002,317.65,False,03 31 16.3,-23 49 10,-,WASP-22b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
418.01,178284730,-,-1,-1,MS,spoc,KP,-,-,-,60.3856,-20.4511,10.261,0.019,11.118,9.609,0,-1,,,False,60,14.57,60,20.89199254076564,0,-1,0.87,0.0,0.84,0.92,5260.0,0.0,5348,4.513999999999999,0.0,,0.0503,2,0.0503,2,,-,,,,,,,1.1,13.88,0.08,317.83,163.74,0.43,377.71,1412.6973,0.0001,2.235982,1e-05,1.52,0.01,0.6772,1.76,0.47,2.06,8.3,19230.61,131.13,1203.904795,496.4660769999999,231.78099,117.6,False,04 01 32.5,-20 27 03,-,WASP 140b; this planet contaminates 178284729 in spoc-s01s06-b02,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
422.01,117979455,-,-1,-1,MS,qlp,PPC,-,-,-,71.8032,-17.2531,8.96,0.006,9.512,8.391,0,-1,,,False,60,5.87,60,9.74873366525358,0,-1,1.35,0.06,1.35,1.11,5999.0,127.0,5999,4.22,0.08,,0.0501,1,0.0501,1,,-,,,,,,,0.98,4.99,0.64,21.97,15.3,0.45,33.78,1438.2978,0.0019,0.63322,7e-05,0.58,0.15,0.9528,1.74,0.46,2.03,2.38,830.0,16.25,1525.0,899.035,11.0,124.5,False,04 47 12.8,-17 15 11,-,needs SG1 to check if target is this star or 117979850,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
423.01,43647325,-,-1,-1,MS,qlp,KP,-,-,-,76.0818,-6.2298,10.440999999999999,0.006,10.939,9.887,0,-1,,,False,60,13.63,60,20.994996764644142,0,-1,1.1,0.05,1.1,1.14,6072.0,125.1,6072,4.41,0.08,,0.05,1,0.05,1,,-,,,,,,,0.92,15.49,0.76,37998.08,14275.3,0.41,34485.43,1440.1231,0.0002,3.1616400000000002,5.9999999999999995e-05,3.07,0.04,-2.6073,2.4,0.64,2.8,8.62,19320.0,0.58,1447.0,728.6139999999997,329.0,202.22,False,05 04 19.6,-06 13 47,-,WASP-35b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
424.01,117979694,-,-1,-1,MS,qlp,CPC,-,-,-,71.9213,-17.7451,10.509,0.006,11.35,9.705,0,-1,,,False,60,15.89,60,20.759320535940876,0,-1,0.75,0.05,0.75,0.84,5059.0,122.9,5059,4.61,0.09,,0.05,1,0.05,1,,-,,,,,,,1.04,2.12,0.16,5.15,3.69,0.27,13.44,1438.721,0.0032,0.9911399999999999,0.00023999999999999998,1.62,0.24,-5.7159,1.23,0.33,1.44,5.27,760.0,1.49,1723.0,1463.2,16.0,103.69,False,04 47 41.1,-17 44 42,-,,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
426.01,189013224,-,-1,-1,MS,qlp,PPC,-,-,-,79.1022,-15.5101,9.597000000000001,0.006,10.116,8.995,0,-1,,,False,60,8.76,60,15.51545695962605,0,-1,0.99,0.05,0.99,1.02,5731.0,123.9,5731,4.46,0.07,,0.05,1,0.05,1,,-,,,,,,,0.98,2.22,0.18,5.54,3.18,0.54,5.89,1438.5291,0.0063,1.3208,0.00061,1.6,0.31,0.5722,1.68,0.44,1.95,5.16,460.0,1.7,1669.0,1289.23,12.0,113.59,False,05 16 24.5,-15 30 36,-,two stars in the same pixel; target could also be 189013222; need SG1,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
431.01,31374837,HIP26013,31374837,431,MS,qlp,VPC,passed,passed,-,83.2692,-26.7245,8.171,0.006,9.12,7.305,27,82,,,True,100,5.15,73,8.691008920208956,1,184,0.73,0.04,0.73,0.8,4891.0,111.8,4891,4.62,0.08,0.12,0.05,2,0.05,2,1.04,-,0.89,,0.33799999999999997,-4.843,1.6,547.46,1.19,3.62,0.23,12.74,4.08,0.43,9.41,1440.6314,0.001,12.45941,0.0008,3.35,0.46,-0.1574,2.82,0.75,3.29,28.91,2190.0,1.11,760.0,55.4302,58.0,32.57,True,05 33 04.6,-26 43 28,clear field,,Passes initial vetting tests: consistent bulk RVs and no SB2 detected.,2,8,1,1,1,0,1,0,0,1,1,1,0,0,1,,,8.0
431.02,31374837,HIP26013,31374837,431,MS,spoc,CPC,passed,passed,-,83.2692,-26.7245,8.171,0.006,9.12,7.305,27,82,,,True,100,5.15,73,8.691008920208956,1,184,0.8,0.09,0.73,0.8,4891.0,111.8,4891,4.62,0.08,0.12,0.0507,2,0.0507,2,1.04,-,0.89,,0.33799999999999997,-4.843,1.6,547.46,1.19,1.42,0.7,2.6,2.45,0.43,5.73,1438.3798,0.0005,0.490058,1e-05,1.09,0.06,0.2113,0.96,0.25,1.12,3.34,312.52,11.37,1906.2059969999998,3120.3285730000002,24.186544,32.57,True,05 33 04.6,-26 43 28,clear field,,Passes initial vetting tests: consistent bulk RVs and no SB2 detected.,2,8,1,1,1,0,1,0,0,1,1,1,0,0,1,,,8.0
433.01,188989177,-,-1,-1,MS,qlp,VPC-,-,-,-,78.7784,-15.1005,9.141,0.008,9.324,8.841000000000003,0,-1,,,False,60,5.26,60,8.51674509669557,0,-1,3.67,0.13,3.67,2.02,8242.0,134.5,8242,3.61,0.07,,0.05,1,0.05,1,,-,,,,,,,1.09,49.68,10.86,142635.34,47599.57,0.25,192855.16,1438.2992,0.0004,1.1740899999999999,4e-05,1.7,0.05,0.9472,4.76,1.26,5.55,1.61,3680.0,704.6,3798.0,34547.8,101.0,547.13,False,05 15 06.8,-15 06 01,-,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
438.01,468880077,-,-1,-1,MS,qlp,PC,-,-,-,56.5042,9.9904,9.446,0.006,10.236,8.687999999999999,0,-1,,,False,60,9.55,60,17.094917155166357,0,-1,0.8,0.05,0.8,0.89,5210.8,145.0,5210,4.58,0.1,,0.05,1,0.05,1,,-,,,,,,,1.17,2.63,0.23,7.39,2.84,0.27,10.62,1441.0562,0.0063,5.8076,0.00281,1.8,0.4,0.7465,2.32,0.61,2.7,16.42,960.0,2.86,797.0,67.1642,10.0,72.46,False,03 46 01.0,+09 59 25,-,need SG1 to check star 468880075,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
439.01,13021029,-,-1,-1,MS,qlp,KP,-,-,-,75.2997,-26.0542,11.722999999999999,0.006999999999999999,12.489,11.219000000000001,0,-1,,,False,60,30.86,60,30.856388447037343,0,-1,1.43,0.06,1.43,1.21,6244.5,102.1,6244,4.21,0.08,,0.05,1,0.05,1,,-,,,,,,,0.94,14.35,0.6,34841.26,11840.57,0.33,36099.73,1439.1236,0.0009,3.85605,0.00023999999999999998,3.92,0.18,-0.242,3.28,0.87,3.83,7.7,9750.0,1.31,1568.0,1005.81,85.0,488.66,False,05 01 11.9,-26 03 14,-,WASP-61b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
443.01,117979897,-,-1,-1,MS,qlp,KP,-,-,-,71.8244,-17.1152,12.068,0.006,12.65,11.499,0,-1,,,False,60,33.5,60,33.5,0,-1,1.35,0.06,1.35,1.12,6030.0,121.9,6030,4.22,0.08,,0.05,1,0.05,1,,-,,,,,,,0.98,13.17,0.67,317.83,126.54,0.39,325.9,1439.8725,0.0011,3.3106,0.00025,3.59,0.14,-0.1693,3.02,0.8,3.52,7.18,9370.0,2.1,1554.0,969.42,71.0,516.54,False,04 47 17.9,-17 06 54,-,WASP-141b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
444.01,179034327,-,-1,-1,MS,spoc,PC,-,-,-,64.1841,-26.7659,9.073,0.036000000000000004,9.86,8.3,0,-1,,,False,60,7.34,60,12.676544974439777,0,-1,0.83,0.17,0.79,0.85,5229.0,183.0,5091,4.553999999999999,0.425,,0.0506,2,0.0506,2,,-,,,,,,,1.06,3.05,0.73,9.56,2.6,0.23,11.23,1417.6041,0.0019,17.96347,0.0014349999999999999,3.9,0.19,0.2056,3.42,0.9,3.99,34.43,1286.13,92.71,583.295266,27.357398999999997,12.197445,57.4,False,04 16 44.2,-26 45 57,-,,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
449.01,139528693,-,-1,-1,SG,qlp,KP,-,-,-,63.7563,-22.1164,11.828,0.006999999999999999,11.965,11.286,0,-1,,,False,60,20.12,60,20.412116461143217,0,-1,2.06,0.1,2.06,1.23,6291.0,130.1,6291,3.9,0.09,,0.0501,1,0.0501,1,,-,,,,,,,1.03,18.8,0.95,47326.35,18917.08,0.31,61780.37,1440.3767,0.0008,2.17542,0.00014,4.64,0.07,-0.2562,3.88,1.02,4.53,3.67,8070.0,0.67,2265.0,4375.49,93.0,754.26,False,04 15 01.5,-22 06 59,-,WASP-78b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
452.01,139733308,-,-1,-1,MS,qlp,KP,-,-,-,67.2228,-21.482,11.901,0.006,12.597999999999999,11.199000000000002,0,-1,,,False,60,33.5,60,33.5,0,-1,0.88,0.05,0.88,0.9,5258.0,123.0,5258,4.51,0.08,,0.05,1,0.05,1,,-,,,,,,,0.95,10.3,0.63,75.27,30.68,0.37,84.05,1441.1325,0.0014,4.764069999999999,0.00049,3.08,0.28,-3.8907,2.37,0.63,2.77,13.14,13350.0,6.46,1090.0,234.38,70.0,246.38,False,04 28 53.5,-21 28 55,-,HATS-5b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
453.01,452808876,-,-1,-1,MS,qlp,KP,-,-,-,72.6607,1.8939,9.539,0.006,10.073,9.046,0,-1,,,False,60,8.5,60,14.99064556926208,0,-1,2.1,0.11,2.1,1.3,6441.6,145.8,6441,3.91,0.09,,0.0505,1,0.0505,1,,-,,,,,,,1.01,18.49,0.99,46453.07,16691.6,0.33,50231.18,1438.9659,0.0004,2.70582,8e-05,4.97,0.03,-0.2032,4.17,1.1,4.86,4.25,7500.0,0.11,2151.0,3557.29,205.0,275.66,False,04 50 38.6,+01 53 38,-,WASP-82b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
458.01,64071894,-,-1,-1,MS,spoc,CPC,-,-,-,39.1358,-22.2451,9.595,0.018000000000000002,10.362,8.874,0,-1,,,False,60,10.48,60,18.952382147047736,0,-1,0.83,0.1,0.83,0.84,5164.0,182.0,5033,4.537,0.27899999999999997,,0.0504,1,0.0504,1,,-,,,,,,,1.12,3.13,1.14,9.95,2.75,0.43,6.42,1414.1637,0.0023,17.529885,0.003168,2.17,0.35,0.8491,3.55,0.94,4.14,32.31,1272.54,125.45,585.538905,27.780753999999998,10.18843,76.7,False,02 36 32.6,-22 14 42,-,two stars in same pixel,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
461.01,4646810,-,-1,-1,MS,spoc,PC,-,-,-,38.2721,-10.3518,8.818,0.017,9.78,8.035,0,-1,,,False,60,6.96,60,11.918151408198806,0,-1,0.78,0.08,0.74,0.8,4884.0,96.0,4884,4.49,0.18,,0.0503,1,0.0503,1,,-,,,,,,,0.93,2.57,1.07,7.11,2.16,0.26,8.41,1416.346,0.0019,14.490034,0.002807,1.59,0.36,0.8977,3.04,0.8,3.55,31.22,904.8,96.06,594.310035,29.483107,9.984914999999999,45.56,False,02 33 05.3,-10 21 06,-,may be two single transits,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
465.01,270380593,WASP156,270380593,465,MS,spoc,KP,passed,passed,-,32.7818,2.418,10.661,0.018000000000000002,11.559000000000001,9.906,1,185,,,False,60,17.2,59,20.311383420043505,4,123,0.76,0.0,0.85,0.81,4910.0,0.0,4936,4.601,0.0,0.24,0.0501,1,0.0501,1,0.976,-,2.58,,0.15,-5.166,1.81,378.46,1.1,5.64,0.36,27.04,12.7,0.56,22.63,1414.1358,0.0007,3.8363169999999998,0.000229,2.39,0.08,0.3847,2.21,0.59,2.58,11.35,5578.27,120.82,887.523592,146.636007,34.84919,122.07,True,02 11 07.6,+02 25 04,"confirmed planet, clear field",WASP-156,"Potential RM target suggested by Fei. It’s a 4-day 5-R_earth planet around a 600-Myr K star. The V mag is 11.6 and Vsini 3.8km/s (literature; SpecMatch finds 2.6 +- 1 km/s). Expects a RM signal of ~20m/s (for literature Vsini value). There is a transit opportunity on Dec 26 UTC, TIC270380593	TOI-465.01, Transit opportunity on Dec 26 was weathered out., 10-sigma mass published in Demangeon et al. (2017)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
469.01,33692729,42813,33692729,469,MS,spoc,VPC,passed,passed,-,93.0582,-14.65,8.719,0.019,9.49,8.056000000000001,31,82,,,True,60,5.8,29,4.461996648944829,3,180,0.99,0.11,1.01,0.91,6114.0,194.0,5283,4.51,0.264,0.33,0.0528,1,0.0528,1,0.836,-,0.12,,0.13699999999999998,-5.164,2.01,461.49,1.09,3.69,0.46,13.15,3.75,0.54,6.99,1474.5674,0.0019,13.632935,0.00264,4.42,0.18,0.1698,3.86,1.02,4.5,23.16,1207.72,56.48,783.527882,89.071512,19.369370999999997,68.19,True,06 12 14.0,-14 39 00,"Two transits, but each transit look compelling and consistent with one another. SG1 cleared. TRES-RV consistent with Gaia RV. No RVs in CPS database. dV=3.7 sep=45"" W",,"July TKS meeting assessment: observe high priority., Radius Planet = 3.8 R⊕
Period = 13.6 days, This target is T000469",1,4,0,1,0,0,1,0,0,1,0,1,0,0,0,1.0,104.23987215042015,56.0
470.01,37770169,-,-1,-1,MS,spoc,VPC,-,-,-,94.0097,-25.0311,10.65,0.018000000000000002,11.171,9.945,0,-1,,,False,60,14.86,60,20.86160139637017,0,-1,0.83,0.11,0.84,0.86,5418.0,185.0,5122,4.573,0.29600000000000004,,0.0501,1,0.0501,1,,-,,,,,,,1.05,4.26,1.15,16.79,5.15,0.33,15.79,1474.4921,0.0021,12.194398,0.002908,3.14,0.33,0.5206,3.16,0.84,3.69,25.24,2609.35,144.83,683.649319,51.624344,18.219587,130.46,False,06 16 02.3,-25 01 52,-,bright star to N,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
471.01,47911178,-,-1,-1,MS,spoc,KP,-,-,-,98.3511,-23.4862,9.776,0.018000000000000002,10.335999999999999,9.334,0,-1,,,False,60,10.28,60,18.551247533227592,0,-1,1.29,0.0,1.35,1.28,6400.0,0.0,6386,4.343999999999999,0.0,,0.0527,1,0.0527,1,,-,,,,,,,1.05,15.52,0.07,38089.44,12769.69,0.55,23399.13,1470.3039,0.0003,3.5856169999999996,8.4e-05,2.72,0.02,0.6136,2.95,0.78,3.44,7.95,12321.05,75.38,1426.087739,977.4757369999999,179.14503,201.22,False,06 33 24.3,-23 29 10,-,WASP-101,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
479.01,306362738,-,-1,-1,MS,spoc,KP,-,-,-,91.0895,-16.9653,10.77,0.018000000000000002,11.352,10.146,0,-1,,,False,60,15.9,60,20.758180871807216,0,-1,0.98,0.0,1.02,0.99,5600.0,0.0,5597,4.428999999999999,0.0,,0.0504,1,0.0504,1,,-,,,,,,,0.91,12.28,0.1,317.83,145.5,0.38,379.53,1470.8197,0.0004,2.781764,9.6e-05,2.14,0.03,0.5706,2.24,0.59,2.62,8.13,13196.88,123.63,1255.692248,587.5622089999998,115.48843400000001,194.55,False,06 04 21.5,-16 57 55,-,WASP-49,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
480.01,317548889,39688,317548889,480,MS,spoc,CPC,passed,passed,-,88.3787,-16.265,6.7810000000000015,0.02,7.28,6.316,9,82,6.27,1.54,True,100,5.15,91,7.583333333333333,6,109,1.63,0.15,1.5,1.2,6212.63,49.0057,6212,4.438,0.0,0.06,0.183,1,0.183,1,0.5429999999999999,F8/G0V,8.59,8.61,0.125,-5.292999999999998,1.98,540.3,1.02,3.08,1.8,9.71,2.89,0.26,11.2,1469.5658,0.002,6.866196,0.0015689999999999999,3.56,0.46,0.6881,4.17,1.1,4.87,10.77,345.23,25.93,1117.704692,368.832599,12.347524,54.53,False,05 53 30.9,-16 15 53,"dV=6.7 sep=35"" E",centroid shift may be smaller than reported,"Passes vetting.  Broad cross-correlation peak, but okay for high Vsini star.  Gaia/HIRES RVs agree., Passes vetting.  Broad cross-correlation peak, but okay for high Vsini star.  Gaia/HIRES RVs agree., This is a cleared planet candidate per SG1, it might be worth trying at higher counts as a good edge case for vsini vs. K. It's fairly bright so it won't be very expensive., This is a cleared planet candidate per SG1, it might be worth trying at higher counts as a good edge case for vsini vs. K. It's fairly bright so it won't be very expensive., FWIW: Cleared planet candidate = Follow-up observations have ruled out NEBs in all nearby (generally within 2.5') Gaia DR2 and TIC stars that are bright enough to have caused the TESS detection. In other words, no NEBs have been found in stars that are close enough and bright enough to have caused the TESS detection., FWIW: Cleared planet candidate = Follow-up observations have ruled out NEBs in all nearby (generally within 2.5') Gaia DR2 and TIC stars that are bright enough to have caused the TESS detection. In other words, no NEBs have been found in stars that are close enough and bright enough to have caused the TESS detection.",1,6,0,1,0,0,1,0,0,1,0,1,1,0,1,,,6.0
484.01,427348923,-,-1,-1,Binary,spoc,PC,-,-,-,83.53200000000002,-0.2078,11.617,0.018000000000000002,12.635,10.765999999999998,0,-1,,,False,60,33.5,60,33.5,0,-1,0.69,0.11,0.9,0.69,4425.0,90.0,4421,4.57,0.13,,0.0501,1,0.0501,1,,-,,,,,,,1.05,3.15,1.24,10.09,4.91,0.3,16.55,1468.4270000000001,0.0041,4.730624,0.0016190000000000002,4.32,0.49,-284.5374,2.66,0.7,3.1,11.65,2136.2,160.97,743.478254,72.209458,9.913416999999999,149.95,False,05 34 07.7,+00 12 28,-,could be on 427348561 which is 3x as large (2 Rsun) and 33% fainter; depth in 561 is 14.4 ppt so Rp=26 Re assuming Gaia lower percentile R* = 1.99.,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
489.01,455096220,-,-1,-1,MS,spoc,KP,-,-,-,123.2508,4.787,11.845,0.018000000000000002,12.389000000000001,11.357999999999999,0,-1,,,False,60,28.32,60,28.317339048362722,0,-1,1.44,0.0,1.36,1.18,6096.0,0.0,6178,4.215,0.0,,0.0504,1,0.0504,1,,-,,,,,,,1.15,14.52,0.29,35314.2,12407.08,0.52,23676.57,1492.3414,0.0009,3.6467739999999997,0.000246,3.91,0.08,-2.3654,3.07,0.81,3.59,7.77,9768.14,168.01,1445.6452769999999,1032.209777,43.459697999999996,506.96,False,08 13 00.2,+04 47 13,-,HAT-P-35,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
490.01,455135327,-,-1,-1,MS,spoc,KP,-,-,-,123.9499,5.8367,9.911,0.019,10.352,9.442,0,-1,,,False,60,10.4,60,18.796961773324746,0,-1,1.22,0.0,1.34,1.25,6304.0,0.0,6338,4.359,0.0,,0.0524,1,0.0524,1,,-,,,,,,,0.97,14.38,0.08,34931.07,12902.79,0.53,24468.54,1491.9158,0.0003,2.810577,5.6999999999999996e-05,2.21,0.02,0.7243,2.73,0.72,3.18,6.75,10758.74,83.45,1500.848853,1199.137078,157.99268,213.98,False,08 15 48.0,+05 50 12,-,HAT-P-30,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
492.01,17746821,-,-1,-1,SG,spoc,KP,-,-,-,118.0634,12.1394,11.274000000000001,0.018000000000000002,11.703,10.815999999999999,0,-1,,,False,60,18.18,60,20.5592383670717,0,-1,1.7,0.0,1.73,1.25,6280.0,0.0,6321,4.081,0.0,,0.0516,1,0.0516,1,,-,,,,,,,1.24,15.12,0.23,36963.41,13169.93,0.53,24683.66,1493.1686,0.0012,3.122001,0.000285,3.81,0.08,0.4442,3.65,0.97,4.26,5.6,6754.43,132.67,1697.3944920000001,1961.788371,38.926884,515.46,False,07 52 15.2,+12 08 21,-,HAT-P-50b,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
