radius_bin,insol_bin,st_Teff_bin,Source Pipeline,TIC,Full TOI ID,TIC Right Ascension,TIC Declination,TMag Value,TMag Uncertainty,Orbital Epoch Value,Orbital Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Error,Planet Radius Value,Planet Radius Error,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Alerted,Updated,Stellar Mass,Target,RA,Dec,V mag,J mag,H mag,K mag,Ars,pl_masses,K_amp,TSM,radius_bin,insol_bin,st_Teff_bin,priority,highestp
2,3,2,,,Kepler-1022 b,,46.973728,,,,,10.99469878,,,,,,,,,,,0.68,,2.36,,,4445.0,,21.699822993579737,,,,,0.71,,,,,13.54,,,27.30624124295179,6.1817,2.2376479726299587,6.8266338508151625,2,3,2,0.0,0
2,3,2,,,Kepler-1161 b,,45.44064,,,,,10.71252541,,,,,,,,,,,0.57,,2.13,,,4253.0,,14.967251818688993,,,,,0.59,,,,,13.875,,,30.09998093098114,5.1928,2.1451293440549466,6.641334010439891,2,3,2,0.0,0
2,3,2,,,Kepler-1388 c,,47.174535,,,,,5.53608151,,,,,,,,,,,0.61,,2.26,,,4098.0,,34.10503269092301,,,,,0.63,,,,,14.222000000000001,,,18.513185846652124,5.743,2.829837355180624,6.558639375923171,2,3,2,0.0,0
2,3,2,,,Kepler-801 b,,44.664639,,,,,11.41928253,,,,,,,,,,,0.63,,2.0,,,4435.0,,18.241279063667942,,,,,0.67,,,,,13.489,,,29.648729814955068,4.6656,1.7333857085855,6.287058639192957,2,3,2,0.0,0
2,3,2,,,Kepler-1388 b,,47.174535,,,,,12.2854603,,,,,,,,,,,0.61,,2.59,,,4098.0,,11.78238457882574,,,,,0.63,,,,,14.222000000000001,,,31.49733422891889,7.2404,2.7351988146637614,6.002990615369637,2,3,2,0.0,0
2,3,2,,,Kepler-577 b,,39.073762,,,,,25.69578251,,,,,,,,,,,0.73,,2.55,,,4984.0,,11.970537200807827,,,,,0.78,,,,,13.437999999999999,,,46.221680877846076,7.0514,1.8065175460336516,5.9171173619386,2,3,2,0.0,0
2,3,2,,,Kepler-567 b,,48.302315,,,,,16.54297375,,,,,,,,,,,0.79,,2.25,,,5148.0,,27.321551333983102,,,,,0.84,,,,,13.267000000000001,,,32.6415585244898,5.6999,1.609633625513989,5.709982504080113,2,3,2,0.0,0
2,3,2,,,Kepler-665 b,,48.478596,,,,,16.01310205,,,,,,,,,,,0.74,,2.6,,,4913.0,,21.63547616736666,,,,,0.79,,,,,13.855,,,33.408485411413714,7.288,2.167449544534502,5.650959026076705,2,3,2,0.0,0
2,3,2,,,Kepler-1034 b,,37.966997,,,,,12.12400943,,,,,,,,,,,0.8,,2.26,,,5198.0,,44.42689659118936,,,,,0.83,,,,,13.719000000000001,,,26.097328342684143,5.743,1.8132395504253243,5.135708019350069,2,3,2,0.0,0
2,3,2,,,Kepler-913 b,,41.952431,,,,,10.29672521,,,,,,,,,,,0.61,,2.06,,,4687.0,,25.51417942176266,,,,,0.63,,,,,14.360999999999999,,,27.99919803192275,4.906,1.965703392050617,5.072150739784568,2,3,2,0.0,0
2,3,2,,,Kepler-1042 b,,39.824006,,,,,10.13202575,,,,,,,,,,,0.72,,2.19,,,4815.0,,36.012139284368935,,,,,0.75,,,,,14.022,,,24.87222341672103,5.4439,1.9523352045289746,5.022867782930437,2,3,2,0.0,0
2,3,2,,,Kepler-659 b,,47.509686,,,,,17.671796,,,,,,,,,,,0.74,,2.5,,,4870.0,,18.31561989679458,,,,,0.79,,,,,13.963,,,35.6774329985757,6.8179,1.9621077513552203,4.901101181058222,2,3,2,0.0,0
2,3,2,,,Kepler-113 b,,50.944332,,,,,4.754,,,,,,,,,,,0.69,,1.82,,,4725.0,,84.11762560110921,,,,,0.75,,,,,11.886,,,15.671357242588766,11.7,5.399776827414987,4.828743932410869,2,3,2,0.0,0
2,3,2,,,Kepler-1378 b,,40.366398,,,,,11.95398936,,,,,,,,,,,0.67,,2.2,,,4407.0,,18.379792838356313,,,,,0.7,,,,,14.085,,,29.16502028298169,5.4862,1.9496313721931433,4.7908685790717955,2,3,2,0.0,0
2,3,2,,,Kepler-1329 b,,48.271046000000005,,,,,9.33646594,,,,,,,,,,,0.69,,2.17,,,4500.0,,28.914645174234913,,,,,0.72,,,,,14.168,,,24.24446370054604,5.3596,2.0297087574821058,4.7831104746427995,2,3,2,0.0,0
2,3,2,,,Kepler-1242 b,,41.196384,,,,,13.62798432,,,,,,,,,,,0.74,,2.26,,,4895.0,,26.890954932598945,,,,,0.77,,,,,13.975,,,29.74738317796337,5.743,1.8333764208280878,4.705512390031082,2,3,2,0.0,0
2,3,2,,,Kepler-436 c,,44.412063,,,,,16.79713874,,,,,,,,,,,0.7,,2.33,,,4651.0,,15.377548426776777,,,,,0.73,,,,,14.083,,,35.51367493321358,6.0487,1.8661743636772263,4.5270335921379585,2,3,2,0.0,0
2,3,2,,,Kepler-1170 b,,43.779675,,,,,9.98969327,,,,,,,,,,,0.76,,2.41,,,5069.0,,48.1084618097779,,,,,0.8,,,,,14.458,,,23.8495579939931,6.4059,2.210989241756421,4.490363091810464,2,3,2,0.0,0
2,3,2,,,Kepler-1214 b,,49.800667,,,,,18.82634264,,,,,,,,,,,0.8,,2.36,,,5130.0,,23.07013789461582,,,,,0.85,,,,,13.832,,,35.274114706856835,6.1817,1.6589138712118419,4.378173430987129,2,3,2,0.0,0
2,3,2,,,Kepler-1195 b,,40.852979,,,,,8.49642241,,,,,,,,,,,0.71,,2.08,,,4965.0,,50.51562754429183,,,,,0.74,,,,,14.442,,,22.329146198225367,4.9873,1.9137395478469954,4.332579654095443,2,3,2,0.0,0
2,3,2,,,Kepler-834 b,,45.180374,,,,,13.32388301,,,,,,,,,,,0.66,,2.02,,,4554.0,,17.59765718674637,,,,,0.7,,,,,14.167,,,31.827689590241402,4.7452,1.6264076508213847,4.208794605880096,2,3,2,0.0,0
2,3,2,,,Kepler-1030 b,,45.817559,,,,,19.32952416,,,,,,,,,,,0.76,,2.48,,,4983.0,,18.632473366811016,,,,,0.8,,,,,14.197000000000001,,,37.03335067559293,6.7255,1.8628363985317935,4.146228299718252,2,3,2,0.0,0
2,3,2,,,Kepler-1208 b,,44.555729,,,,,11.08507637,,,,,,,,,,,0.76,,2.32,,,5001.0,,39.67445868388077,,,,,0.8,,,,,14.42,,,25.56258043626353,6.0046,2.001835459635777,4.144410297063736,2,3,2,0.0,0
2,3,2,,,Kepler-1266 b,,42.728096,,,,,28.474748,,,,,,,,,,,0.76,,2.58,,,5044.0,,11.67048676279522,,,,,0.8,,,,,14.388,,,47.9459754239675,7.193,1.750977732061505,3.556120092821551,2,3,2,0.0,0
2,3,2,,,Kepler-62 d,,45.349865,,,,,18.16406,,,,,,,,,,,0.64,,1.95,,,4925.0,,15.118298211453132,,,,,0.69,,,,,12.255999999999998,,,40.161276087740745,14.0,4.3692629594615155,3.1679176291839473,2,3,2,0.0,0
2,3,2,,,K2-77 b,,12.572612,,,,,8.199796,,,,,,,,,,,0.76,,2.3,,,4970.0,,57.84822027822687,,,,,0.8,,,,12.158,10.384,,,20.908085343487766,603.877,222.60658064543054,0.28304966067685816,2,3,2,0.0,0
2,3,2,,,Kepler-57 b,,44.65704,,,,,5.7293196,,,,,,,,,,,0.73,,2.19,,,5145.0,,96.46410973803584,,,,,0.83,,,,,13.437000000000001,,,17.35139377035429,5994.02,2429.679336314502,0.00743262428640593,2,3,2,0.0,0
2,3,3,,,K2-198 d,,-6.464886,,,,,7.4500177,,,,,,,,,,,0.76,,2.438,,,5212.9,,79.56273073675509,,,,,0.8,,,,10.970999999999998,9.741,,,19.613289344186594,6.533,2.4864749166967393,45.375454128857825,2,3,3,2.0,2
2,3,3,spoc,16920150.0,1459.01,19.361504999999998,26.746175,10.1583,0.0062,1765.5459809999998,0.004576,9.155934,0.003159,3.141202,0.862038,908.241256,124.59451999999999,17,,4.557180000000001,0.085371,1.0,0.82204,0.047289,2.494909,2.5167990000000002,727.365787,5219.0,133.609,66.150401,7.595617,,2019-12-05 16:42:06+0000,2019-12-05 16:42:06+0000,0.8883697217420228,16920150.0,19.361773,26.745951,11.030999999999999,9.425,9.015,8.902999999999999,21.544474058755473,6.794342666713338,2.2513062668376573,44.15762198564521,2,3,3,3.0,3
2,3,3,,,K2-222 b,,11.753423,,,,,15.387063,,,,,,,,,,,1.09,,2.39,,,6058.0,,97.7980991782776,,,,,1.0,,,,9.543,8.423,,,23.89130204537235,6.3158,1.626648219190319,41.53146442620365,2,3,3,1.0,1
2,3,3,,,K2-229 c,,-6.721861,,,,,8.32727,,,,,,,,,,,0.79,,2.03,,,5315.0,,75.73306713645731,,,,,0.87,,,,10.985,9.517999999999999,,,20.898265995766668,4.7852,1.6594731399424973,36.227430080163444,2,3,3,0.0,0
2,3,3,,,EPIC 206114630.01,,-11.724275,,,,,7.445026,,,,,,,,,,,0.83,,2.281,,,5277.0,,79.62722237309004,,,,,1.1214606296054075,,,,11.115,9.675,,,20.090460566070945,5.834013434517586,1.7731270202366134,35.97492864616976,2,3,3,0.0,0
2,3,3,,,K2-53 b,,-20.400534,,,,,12.20772,,,,,,,,,,,0.81,,2.6,,,5263.0,,46.68164365464426,,,,,0.85,,,,,10.306,,,26.099979023855052,7.288,2.25961653503358,29.302891723604915,2,3,3,0.0,0
2,3,3,,,K2-241 b,,-6.804924000000001,,,,,26.8199,,,,,,,,,,,0.75,,2.55,,,5262.0,,15.787454608845016,,,,,0.71,,,,11.97,10.442,,,44.86339319203309,7.0514,1.8961291631557984,23.871680615958102,2,3,3,0.0,0
2,3,3,,,K2-180 b,,10.246967999999999,,,,,8.867209,,,,,,,,,,,0.72,,2.31,,,5358.0,,67.78072716032274,,,,,0.72,,,,12.600999999999999,11.145999999999999,,,22.449092762874265,5.9607,2.296486000936825,23.710053920140567,2,3,3,0.0,0
2,3,3,,,K2-159 b,,-3.5807230000000003,,,,,12.42205,,,,,,,,,,,0.83,,2.26,,,5425.0,,52.04397214850958,,,,,0.9,,,,11.994000000000002,10.462,,,26.263993060145086,5.743,1.7041058583225601,22.24360778739682,2,3,3,0.0,0
2,3,3,,,EPIC 212204403.02,,24.423111,,,,,12.550896,,,,,,,,,,,0.83,,2.6,,,5220.0,,44.99012353314269,,,,,0.8705305801437943,,,,12.564,10.958,,,26.153444856914604,7.288012879474424,2.2034949041539074,20.47935750564645,2,3,3,0.0,0
2,3,3,,,K2-224 c,,-10.060654,,,,,10.09489,,,,,,,,,,,0.84,,2.41,,,5620.0,,80.36040240037687,,,,,0.91,,,,12.682,11.352,,,22.68287333213462,6.4059,2.0219444200464807,17.46848454160402,2,3,3,0.0,0
2,3,3,,,K2-220 b,,9.516805999999999,,,,,13.683256,,,,,,,,,,,1.02,,2.39,,,5660.0,,78.41526740926044,,,,,0.96,,,,11.89,10.582,,,23.290512024855595,6.3158,1.7382073417388602,16.605327702799872,2,3,3,0.0,0
2,3,3,,,K2-86 b,,18.635616,,,,,8.77683,,,,,,,,,,,0.76,,1.96,,,5482.0,,78.86475970588937,,,,,0.79,,,,13.167,11.44,,,21.78627885041876,4.5081,1.6382497180940905,15.590158762638383,2,3,3,0.0,0
2,3,3,,,K2-80 d,,13.559289000000001,,,,,28.867253,,,,,,,,,,,0.87,,2.552,,,5441.0,,18.796880299396456,,,,,0.9,,,,12.626,10.874,,,43.960340913571216,7.0608,1.5817612601548783,15.203841804492566,2,3,3,0.0,0
2,3,3,,,K00103.01,,37.751591,,,,,14.91095177,,,,,,,,,,,0.899,,2.62,,,5650.0,,54.87,,,,,0.932,,,,13.045,11.42,,,27.7084150818559,7.3835740562004295,2.0140554456113215,14.98704488537481,2,3,3,0.0,0
2,3,3,,,K2-231 b,,-15.771107999999998,,,,,13.841901,,,,,,,,,,,0.95,,2.5,,,5695.0,,66.37148600672727,,,,,1.01,,,,12.708,11.294,,,25.629679420862143,6.8179,1.806986808266586,14.024903350996569,2,3,3,0.0,0
2,3,3,,,EPIC 215502661.01,,-24.084225,,,,,21.521554,,,,,,,,,,,1.16,,2.4,,,5694.0,,63.40056009371861,,,,,0.8138489835153392,,,,12.179,10.413,,,26.214094829978137,6.360826515193344,1.6805198319834591,13.231521075194935,2,3,3,0.0,0
2,3,3,,,Kepler-37 d,,44.518131,,,,,39.7922,,,,,,,,,,,0.79,,1.94,,,5417.0,,10.15268098461444,,,,,0.87,,,,,8.356,,,59.288954072886185,12.2,2.5118759964097457,12.81500160565365,2,3,3,0.0,0
2,3,3,,,K2-207 b,,0.640796,,,,,12.48749,,,,,,,,,,,0.93,,2.6060000000000003,,,5522.0,,67.66032048213218,,,,,0.94,,,,13.165999999999999,11.78,,,23.865595043375745,7.3166,2.105310757734819,12.408344436617158,2,3,3,0.0,0
2,3,3,,,Kepler-484 b,,46.249081,,,,,10.04556931,,,,,,,,,,,0.87,,2.28,,,5668.0,,86.62547482576201,,,,,0.96,,,,,11.89,,,22.222010931145846,5.8297,1.7785157542551593,12.050735101185145,2,3,3,0.0,0
2,3,3,,,HD 119130 b,,-9.946078,,,,,16.9841,,,,,,,,,,,1.09,,2.63,,,5725.0,,68.38059785230412,,,,,1.0,,,,9.917,8.73,,,25.517082812977076,24.5,6.1057041296186405,11.325664489544565,2,3,3,0.0,0
2,3,3,,,K2-187 e,,23.1926,,,,,13.609878,,,,,,,,,,,0.92,,2.38,,,5484.0,,55.8526431547513,,,,,0.98,,,,13.081,11.687000000000001,,,25.90714255676897,6.271,1.7053696252299744,11.211446572818092,2,3,3,0.0,0
2,3,3,,,Kepler-971 b,,41.182821000000004,,,,,9.59070716,,,,,,,,,,,0.85,,2.13,,,5431.0,,78.57223223975221,,,,,0.88,,,,,11.905,,,21.42256886461646,5.1928,1.7049570967942431,11.199507864292176,2,3,3,0.0,0
2,3,3,,,K2-195 c,,-8.50948,,,,,28.482786,,,,,,,,,,,0.99,,2.576,,,5713.0,,29.25724387134222,,,,,0.94,,,,12.497,11.248,,,38.84706659223659,7.174,1.5681917499994427,11.17497270002544,2,3,3,0.0,0
2,3,3,,,K2-64 b,,-11.428742,,,,,6.53044,,,,,,,,,,,0.73,,2.07,,,5312.0,,99.38058882554085,,,,,0.74,,,,14.085999999999999,12.665,,,18.22266275236917,4.9466,2.072153939928327,10.933676441677282,2,3,3,0.0,0
2,3,3,,,EPIC 211770696.01,,16.900568,,,,,16.27284,,,,,,,,,,,1.06,,2.109,,,5656.0,,83.09466236084414,,,,,0.6954078317929343,,,,12.414000000000001,11.186,,,22.593250921892857,5.106044853093332,1.6444511347119346,10.03942797795353,2,3,3,0.0,0
2,3,3,,,K2-293 b,,-6.027876,,,,,13.1225,,,,,,,,,,,0.95,,2.45,,,5532.0,,65.63582528140824,,,,,0.96,,,,13.357000000000001,11.959000000000001,,,24.318700018251306,6.5877,1.8385042919433123,10.02962672386589,2,3,3,0.0,0
2,3,3,,,Kepler-477 b,,42.355367,,,,,11.11990653,,,,,,,,,,,0.79,,2.07,,,5240.0,,48.65561477652717,,,,,0.87,,,,,12.274000000000001,,,25.342098791830477,4.9466,1.557796640670663,9.350085992740377,2,3,3,0.0,0
2,3,3,,,Kepler-479 b,,37.769803,,,,,12.49341307,,,,,,,,,,,0.81,,2.12,,,5247.0,,44.368544213784645,,,,,0.86,,,,,12.237,,,26.609151525006844,5.1514,1.5725934296411785,9.119339193524304,2,3,3,0.0,0
2,3,3,,,K00635.01,,40.19463,,,,,16.71987303,,,,,,,,,,,1.085,,2.52,,,6020.0,,81.63,,,,,1.049,,,,13.395999999999999,12.06,,,25.77586430755049,6.910911941334621,1.676967164979966,8.047337335917245,2,3,3,0.0,0
2,3,3,,,Kepler-958 b,,46.066769,,,,,9.7678805,,,,,,,,,,,0.86,,2.06,,,5421.0,,76.19406385304077,,,,,0.91,,,,,12.495,,,21.67428269968296,4.906,1.5656103613033543,7.9220905572945775,2,3,3,0.0,0
2,3,3,,,Kepler-307 b,,40.417703,,,,,10.4208,,,,,,,,,,,0.81,,2.43,,,5367.0,,59.571069080335086,,,,,0.91,,,,,12.833,,,24.026581361627237,7.44,2.32360429654268,7.778878700694498,2,3,3,0.0,0
2,3,3,,,Kepler-572 b,,50.581303000000005,,,,,17.20523483,,,,,,,,,,,0.79,,2.58,,,5212.0,,27.46040433471696,,,,,0.83,,,,,13.114,,,33.37350637854881,7.193,2.0209472644991924,7.329155065170358,2,3,3,0.0,0
2,3,3,,,Kepler-640 b,,42.131679999999996,,,,,22.24813967,,,,,,,,,,,0.94,,2.56,,,5653.0,,33.50686387995437,,,,,1.01,,,,,12.507,,,35.541648547785876,7.0984,1.6060738180387404,7.123107012790533,2,3,3,0.0,0
2,3,3,,,Kepler-961 b,,43.631268,,,,,16.87727414,,,,,,,,,,,0.9,,2.55,,,5582.0,,43.66114328318708,,,,,0.96,,,,,12.859000000000002,,,30.35838052358814,7.0514,1.8095792659526693,7.023704802291666,2,3,3,0.0,0
2,3,3,,,Kepler-69 b,,44.868896,,,,,13.722341,,,,,,,,,,,0.93,,2.24,,,5638.0,,71.60442783148517,,,,,0.81,,,,14.0,12.630999999999998,,,24.183919663893217,5.6569,1.7419256075914205,6.985812571839144,2,3,3,0.0,0
2,3,3,,,Kepler-106 c,,44.337555,,,,,13.5708,,,,,,,,,,,1.04,,2.5,,,5858.0,,92.0360982529218,,,,,1.0,,,,,11.752,,,23.028525059368555,10.44,2.8038139945725873,6.7162167248671345,2,3,3,0.0,0
2,3,3,,,Kepler-496 b,,41.241049,,,,,8.30864937,,,,,,,,,,,0.82,,2.32,,,5293.0,,81.11423101518442,,,,,0.86,,,,,13.440999999999999,,,20.026347514260095,6.0046,2.100029945359117,6.682034832034713,2,3,3,0.0,0
2,3,3,,,Kepler-131 b,,40.942304,,,,,16.092,,,,,,,,,,,1.03,,2.41,,,5685.0,,62.96281892443112,,,,,1.02,,,,,10.418,,,26.22197168026523,16.13,4.039070454224428,6.674145268700319,2,3,3,0.0,0
2,3,3,,,Kepler-614 b,,46.276043,,,,,14.03491514,,,,,,,,,,,0.81,,2.39,,,5268.0,,38.907089938053645,,,,,0.85,,,,,13.195,,,28.64333919499932,6.3158,1.8692311304303413,6.634142361468679,2,3,3,0.0,0
2,3,3,,,Kepler-651 b,,46.2035,,,,,21.38521506,,,,,,,,,,,0.87,,2.37,,,5522.0,,29.31672037239739,,,,,0.92,,,,,12.719000000000001,,,36.25614291455547,6.2263,1.5190922002736333,6.598384817798046,2,3,3,0.0,0
2,3,3,,,EPIC 220410754.01,,4.925522,,,,,19.496649,,,,,,,,,,,1.16,,2.2159999999999997,,,5758.0,,75.63591946932145,,,,,0.8138489835153392,,,,12.969000000000001,11.825999999999999,,,24.54289353843432,5.554219325381041,1.516553262620597,6.503312008355325,2,3,3,0.0,0
2,3,3,,,Kepler-525 b,,47.358761,,,,,18.68404933,,,,,,,,,,,1.15,,2.63,,,5573.0,,62.27916200513545,,,,,0.95,,,,,12.248,,,25.336883456308087,7.4315,1.856468539912159,6.484299649918673,2,3,3,0.0,0
2,3,3,,,Kepler-597 b,,39.252808,,,,,13.02365861,,,,,,,,,,,0.95,,2.37,,,5683.0,,73.33320371375473,,,,,0.97,,,,,12.950999999999999,,,24.280155883516105,6.2263,1.7300357148176526,6.254250228744601,2,3,3,0.0,0
2,3,3,,,Kepler-865 b,,43.527435,,,,,14.16399294,,,,,,,,,,,0.92,,2.49,,,5570.0,,58.361733809803134,,,,,0.93,,,,,13.154000000000002,,,26.145249190522076,6.7716,1.8817327660180398,6.117098024957467,2,3,3,0.0,0
2,3,3,,,Kepler-1014 b,,44.110603000000005,,,,,16.57110363,,,,,,,,,,,0.84,,2.39,,,5388.0,,35.85198552904637,,,,,0.88,,,,,13.37,,,31.213685891957674,6.3158,1.7281176009650394,5.575930709811674,2,3,3,0.0,0
2,3,3,,,Kepler-556 b,,38.942671000000004,,,,,11.72292176,,,,,,,,,,,0.98,,2.24,,,5740.0,,91.57000057521529,,,,,1.0,,,,,13.039000000000001,,,22.16632334810072,5.6569,1.5952070605252187,5.54413771708575,2,3,3,0.0,0
2,3,3,,,Kepler-626 b,,39.708288,,,,,14.48585199,,,,,,,,,,,1.05,,2.29,,,5813.0,,82.83392378302433,,,,,1.01,,,,,12.780999999999999,,,23.902482929141957,5.8732,1.533191408366656,5.458677296559183,2,3,3,0.0,0
2,3,3,,,Kepler-589 b,,47.751954,,,,,16.54964934,,,,,,,,,,,0.83,,2.27,,,5296.0,,32.72974075082281,,,,,0.88,,,,,13.323,,,31.562482743843205,5.7863,1.5839206354919122,5.335048660562004,2,3,3,0.0,0
2,3,3,,,Kepler-977 b,,42.248196,,,,,26.85328322,,,,,,,,,,,0.83,,2.62,,,5315.0,,17.54666373020906,,,,,0.87,,,,,13.434000000000001,,,43.41659385608819,7.3836,1.7331655409305033,5.226494163516831,2,3,3,0.0,0
2,3,3,,,Kepler-10 c,,50.241299,,,,,45.294301,,,,,,,,,,,1.06,,2.35,,,5627.0,,17.378076247132118,,,,,0.91,,,,10.94,9.889,,,48.89894270982797,17.2,3.291573181600329,5.0669443834668915,2,3,3,0.0,0
2,3,3,,,BD+20 594 b,,20.599232,,,,,41.6855,,,,,,,,,,,1.08,,2.5780000000000003,,,5766.0,,14.822554195442349,,,,,1.67,,,,11.038,9.77,,,55.59480873623347,22.2481,2.92014304351358,5.057330840887482,2,3,3,0.0,0
2,3,3,,,Kepler-751 b,,44.077686,,,,,17.44490636,,,,,,,,,,,0.84,,2.46,,,5387.0,,33.70881096831352,,,,,0.87,,,,,13.667,,,32.17871683401693,6.6335,1.797866891045305,4.971897623643829,2,3,3,0.0,0
2,3,3,,,Kepler-837 b,,45.950195,,,,,16.56059504,,,,,,,,,,,0.81,,2.56,,,5403.0,,34.52741187422818,,,,,0.85,,,,,13.954,,,31.984120292248615,7.0984,1.9881068547127445,4.9637819950506135,2,3,3,0.0,0
2,3,3,,,Kepler-1304 b,,39.446915999999995,,,,,16.1288853,,,,,,,,,,,0.81,,2.29,,,5259.0,,32.102014297119496,,,,,0.85,,,,,13.604000000000001,,,31.42582498513967,5.8732,1.659502479454556,4.954239452865855,2,3,3,0.0,0
2,3,3,,,Kepler-594 b,,49.762035,,,,,13.64618192,,,,,,,,,,,0.87,,2.18,,,5485.0,,52.32837081705527,,,,,0.91,,,,,13.48,,,26.77510266787261,5.4017,1.5419951130816831,4.819113131469664,2,3,3,0.0,0
2,3,3,,,Kepler-587 b,,47.399143,,,,,10.94027841,,,,,,,,,,,0.89,,2.23,,,5549.0,,76.46168188105277,,,,,0.92,,,,,13.689,,,22.670130184511777,5.614,1.7125959624863374,4.735931722860831,2,3,3,0.0,0
2,3,3,,,Kepler-790 b,,38.872221,,,,,13.73469807,,,,,,,,,,,0.8,,2.18,,,5208.0,,37.60857236251411,,,,,0.84,,,,,13.784,,,28.473772780928158,5.4017,1.6230120645824355,4.562081730756742,2,3,3,0.0,0
2,3,3,,,Kepler-106 e,,44.337555,,,,,43.8445,,,,,,,,,,,1.04,,2.56,,,5858.0,,19.269863435539524,,,,,1.0,,,,,11.752,,,50.32756333834943,11.17,2.029233311456353,4.559340284589319,2,3,3,0.0,0
2,3,3,,,Kepler-1021 b,,42.559681,,,,,13.47469571,,,,,,,,,,,0.86,,2.33,,,5431.0,,50.73007117891441,,,,,0.89,,,,,13.833,,,26.66081108619465,6.0487,1.7598658704681833,4.535315317458976,2,3,3,0.0,0
2,3,3,,,Kepler-613 b,,46.244991999999996,,,,,15.77979614,,,,,,,,,,,0.96,,2.29,,,5723.0,,59.21788144202581,,,,,0.98,,,,,13.482999999999999,,,27.401071538563635,5.8732,1.5203402525499883,4.345949852598216,2,3,3,0.0,0
2,3,3,,,Kepler-933 b,,43.538612,,,,,14.20443009,,,,,,,,,,,0.84,,2.46,,,5346.0,,42.99960384277766,,,,,0.87,,,,,14.1,,,28.058998732366533,6.6335,1.925332806373233,4.3286496117400635,2,3,3,0.0,0
2,3,3,,,Kepler-1241 b,,38.456974,,,,,18.5525701,,,,,,,,,,,0.8,,2.63,,,5261.0,,26.22786059908433,,,,,0.84,,,,,14.298,,,34.793783600085455,7.4315,2.0199445521324053,4.199366790505477,2,3,3,0.0,0
2,3,3,,,Kepler-1187 b,,38.318556,,,,,18.87064068,,,,,,,,,,,1.09,,2.61,,,5975.0,,67.81407597020032,,,,,1.06,,,,,13.507,,,27.91016364109802,7.3357,1.6978238137209116,4.088266794204588,2,3,3,0.0,0
2,3,3,,,Kepler-604 b,,42.626255,,,,,25.85501786,,,,,,,,,,,1.03,,2.59,,,5890.0,,38.551715570484575,,,,,1.02,,,,,13.552999999999999,,,35.971224573715816,7.2404,1.547977634531061,3.8535013351109804,2,3,3,0.0,0
2,3,3,,,Kepler-1334 b,,51.320865999999995,,,,,15.64591713,,,,,,,,,,,0.91,,2.29,,,5614.0,,51.237405753945964,,,,,0.94,,,,,14.052,,,28.346388704961768,5.8732,1.5676161521325498,3.5894504185617575,2,3,3,0.0,0
2,3,3,,,Kepler-738 b,,46.567859000000006,,,,,24.58721573,,,,,,,,,,,0.82,,2.5,,,5327.0,,19.587621646137187,,,,,0.86,,,,,14.311,,,41.27822634064296,6.8179,1.6608575793130977,3.4579556923887678,2,3,3,0.0,0
2,3,3,,,Kepler-1286 b,,43.835766,,,,,11.25402929,,,,,,,,,,,0.98,,2.15,,,5753.0,,97.57088492880834,,,,,1.0,,,,,14.017000000000001,,,21.571240156145617,5.2759,1.5081494916164404,3.4039175923638227,2,3,3,0.0,0
2,3,3,,,Kepler-846 b,,49.046021,,,,,19.80792185,,,,,,,,,,,0.91,,2.48,,,5579.0,,36.487078743498564,,,,,0.94,,,,,14.423,,,33.173375424250295,6.7255,1.6593712213169332,3.0829377644495906,2,3,3,0.0,0
2,3,3,,,Kepler-1307 b,,46.741859000000005,,,,,18.01621096,,,,,,,,,,,1.08,,2.47,,,5884.0,,66.60154391783308,,,,,1.06,,,,,14.171,,,27.31175874511897,6.6794,1.5699876628101141,2.842230359966316,2,3,3,0.0,0
2,3,3,,,Kepler-109 c,,40.284875,,,,,21.2227,,,,,,,,,,,1.32,,2.52,,,5952.0,,84.8029833514712,,,,,1.04,,,,,11.314,,,24.766621523429343,21.8,4.913804867686315,2.4512203441315417,2,3,3,0.0,0
2,3,3,,,Kepler-59 c,,46.640128999999995,,,,,17.9801235,,,,,,,,,,,0.94,,1.98,,,6074.0,,58.180447227066864,,,,,1.04,,,,,13.253,,,31.139206055360013,435.41,103.7199901013297,0.04374395353597576,2,3,3,0.0,0
2,4,1,spoc,201186294.0,1634.01,56.39016899999999,37.112221999999996,11.0136,0.007306,1791.5150010000002,0.0013369999999999999,0.9893299999999999,0.000106,1.0357610000000002,0.397962,1519.6695869999999,132.89733999999999,18,Level one candidate,4.7679800000000006,0.006540000000000001,1.0,0.465258,0.013628999999999999,1.830385,1.7299400000000003,848.009858,3455.0,157.0,122.215026,10.747845,,2020-01-14 19:46:38+0000,2020-01-14 19:46:38+0000,0.46237627921827124,201186294.0,56.390609999999995,37.11228,13.217,9.484,8.847000000000001,8.6,6.94642387101296,4.01306876594753,4.314690965379168,104.56491829997569,2,4,1,2.0,2
