radius_bin,insol_bin,st_Teff_bin,Source Pipeline,TIC,Full TOI ID,TIC Right Ascension,TIC Declination,TMag Value,TMag Uncertainty,Orbital Epoch Value,Orbital Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Signal ID,Star Radius Value,Star Radius Error,Planet Radius Value,Planet Radius Error,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Alerted,Updated,Stellar Mass,Target,RA,Dec,V mag,J mag,H mag,K mag,Ars,pl_masses,K_amp,TSM,radius_bin,insol_bin,st_Teff_bin,priority,highestp
3,3,3,,,EPIC 201352100.01,,-1.673686,,,,,13.383629,,,,,,,,,,,0.82,,2.873,,,5216.0,,31.945557135876573,,,,,1.2281617052123703,,,,12.963,11.277999999999999,,,30.98963206156578,8.63624599105648,2.031797977381788,19.225538528017914,3,3,3,0.0,0
3,3,3,,,EPIC 220674823 c,,10.794699000000001,,,,,13.339079,,,,,,,,,,,0.98,,2.73,,,5617.0,,72.13658008976483,,,,,0.97,,,,12.102,10.77,,,23.915395149261677,7.9183,2.1826932122678255,19.20547392722616,3,3,3,0.0,0
3,3,3,,,K2-172 c,,-12.5569,,,,,29.62682,,,,,,,,,,,0.87,,3.2060000000000004,,,5569.0,,19.49605211602006,,,,,0.93,,,,12.437999999999999,11.097999999999999,,,45.21969044660293,10.4062,2.261130910195645,18.913342077334903,3,3,3,0.0,0
3,3,3,,,Kepler-11 e,,41.909138,,,,,31.9996,,,,,,,,,,,1.06,,4.19,,,5663.0,,27.339615773206994,,,,,0.96,,,,14.2,12.548,,,39.486024230341854,8.0,1.6587394190709777,18.550176735580756,3,3,3,0.0,0
3,3,3,,,K2-193 b,,-11.009296,,,,,14.786889,,,,,,,,,,,0.98,,3.95,,,5817.0,,70.39898402092689,,,,,1.01,,,,13.251,11.934000000000001,,,25.963391353137414,14.8378,3.8469231447977617,18.33930817152584,3,3,3,0.0,0
3,3,3,,,K2-195 b,,-8.50948,,,,,15.852975,,,,,,,,,,,0.99,,3.13,,,5713.0,,63.9041409766558,,,,,0.94,,,,12.497,11.248,,,26.285148521681702,9.9903,2.654851414608828,17.778211632981193,3,3,3,0.0,0
3,3,3,,,K2-70 b,,-10.084946,,,,,13.97896,,,,,,,,,,,0.93,,2.89,,,5622.0,,62.54302192478783,,,,,0.94,,,,12.989,11.355,,,25.729937994989058,8.7233,2.4174331267867815,17.19543892793921,3,3,3,0.0,0
3,3,3,,,K2-183 c,,14.019460999999998,,,,,10.792635,,,,,,,,,,,0.97,,2.87,,,5519.0,,89.85199907993257,,,,,0.93,,,,12.845999999999998,11.485,,,20.6872805399255,8.6209,2.6228411915098575,16.153003164187236,3,3,3,0.0,0
3,3,3,,,Kepler-20 c,,42.338726,,,,,10.85409089,,,,,,,,,,,0.96,,3.0469999999999997,,,5495.0,,84.62673044312153,,,,,0.95,,,,12.51,11.252,,,21.1313916939042,12.75,3.817219617188876,14.6340094208555,3,3,3,0.0,0
3,3,3,,,EPIC 228809391.01,,-6.385604,,,,,19.57572,,,,,,,,,,,0.91,,2.843,,,5611.0,,34.76811111892799,,,,,1.0708055946412838,,,,12.767000000000001,11.472000000000001,,,34.37450688201284,8.48350072671566,1.9265455543445793,14.384331897037997,3,3,3,0.0,0
3,3,3,,,K2-186 b,,18.825454999999998,,,,,41.474219,,,,,,,,,,,0.98,,3.1719999999999997,,,5784.0,,17.283387607736422,,,,,1.02,,,,12.307,11.142000000000001,,,51.80702114554347,10.2193,1.8664318875881172,13.978326532210819,3,3,3,0.0,0
3,3,3,,,EPIC 217977895.01,,-19.626938,,,,,21.697619,,,,,,,,,,,0.88,,2.7710000000000004,,,5570.0,,26.25080001942849,,,,,1.1497229253679568,,,,12.979000000000001,11.481,,,38.983928910446096,8.121505331329153,1.6996293825461353,13.810680016534949,3,3,3,0.0,0
3,3,3,,,EPIC 210629082.01,,17.37554,,,,,27.353103,,,,,,,,,,,1.45,,3.05,,,6148.0,,80.87011405370825,,,,,1.0823403550347577,,,,12.208,10.248,,,27.05952555429455,9.56013812020257,1.9281312021970103,13.470015286534899,3,3,3,0.0,0
3,3,3,,,EPIC 220294712.01,,2.521875,,,,,23.607902,,,,,,,,,,,1.12,,3.1189999999999998,,,6057.0,,54.833824553277346,,,,,1.0966395190403175,,,,12.341,11.293,,,31.896083976429665,9.930716341605443,2.085303960433885,13.035069899542906,3,3,3,0.0,0
3,3,3,,,Kepler-1642 b,,43.643719,,,,,12.2057513,,,,,,,,,,,0.84,,3.2,,,5355.0,,52.58840355922793,,,,,0.88,,,,,12.613,,,25.457775049393664,10.3731,3.1427931275647145,12.91002320377405,3,3,3,0.0,0
3,3,3,,,K00308.01,,41.602871,,,,,35.5969684,,,,,,,,,,,1.209,,3.72,,,6212.0,,41.06,,,,,1.082,,,,12.692,11.338,,,38.68007346775591,13.39915582329234,2.4757423359971296,12.831621895595765,3,3,3,0.0,0
3,3,3,,,K2-183 d,,14.019460999999998,,,,,22.631964,,,,,,,,,,,0.97,,2.86,,,5519.0,,33.476090927424686,,,,,0.93,,,,12.845999999999998,11.485,,,33.892211393610985,8.5699,2.037027495882291,12.562737614456866,3,3,3,0.0,0
3,3,3,,,K2-10 b,,1.690636,,,,,19.3044,,,,,,,,,,,0.98,,3.84,,,5620.0,,45.747261624664375,,,,,0.92,,,,12.418,11.059000000000001,,,30.06329424476597,27.0,6.816115805074493,12.43915161250866,3,3,3,0.0,0
3,3,3,,,K2-272 b,,17.542444,,,,,14.453533,,,,,,,,,,,0.81,,2.91,,,5419.0,,43.257284807277586,,,,,0.81,,,,13.841,12.485999999999999,,,28.744526686606328,8.8262,2.671219620468333,12.390011425075299,3,3,3,0.0,0
3,3,3,,,Kepler-478 b,,46.196213,,,,,13.2217576,,,,,,,,,,,0.8,,2.71,,,5210.0,,39.315817779870244,,,,,0.85,,,,,12.57,,,27.870083998203615,7.8199,2.360891539159304,10.706581592642047,3,3,3,0.0,0
3,3,3,,,EPIC 211978988.01,,19.916607,,,,,36.556251,,,,,,,,,,,1.04,,2.968,,,5759.0,,26.510083326314675,,,,,0.8048121525298381,,,,12.68,11.515999999999998,,,41.470101514416804,9.12731552684802,2.036151150571288,10.66489166481275,3,3,3,0.0,0
3,3,3,,,Kepler-11 d,,41.909138,,,,,22.6845,,,,,,,,,,,1.06,,3.12,,,5663.0,,43.25266364605164,,,,,0.96,,,,14.2,12.548,,,31.393026171010348,7.3,1.6975248924792892,10.477414700306467,3,3,3,0.0,0
3,3,3,,,EPIC 220648214.01,,10.136946,,,,,29.435233,,,,,,,,,,,1.2,,2.917,,,5785.0,,46.21614671861314,,,,,0.8511191046794502,,,,12.395,11.186,,,31.692488963576356,8.862298409427213,2.047296926995429,10.4766054121952,3,3,3,0.0,0
3,3,3,,,Kepler-458 c,,46.328701,,,,,20.74028413,,,,,,,,,,,1.03,,4.2,,,6065.0,,59.72121968793355,,,,,0.98,,,,,12.823,,,30.64388076569346,16.4694,3.891998614843666,10.295262159176566,3,3,3,0.0,0
3,3,3,,,EPIC 201920032.01,,7.753113000000001,,,,,28.271761,,,,,,,,,,,0.93,,2.71,,,5548.0,,25.216223638653208,,,,,0.8290748557882996,,,,13.068,11.776,,,39.46202513479093,7.819918636330452,1.863256458291613,10.219791989182486,3,3,3,0.0,0
3,3,3,,,Kepler-949 b,,46.453682,,,,,8.6893073,,,,,,,,,,,0.86,,2.91,,,5403.0,,89.19309020244931,,,,,0.89,,,,,13.062999999999999,,,19.899896492520632,8.8262,2.9723678700761726,10.097476028794707,3,3,3,0.0,0
3,3,3,,,Kepler-595 b,,50.673023,,,,,25.30292332,,,,,,,,,,,0.83,,3.81,,,5247.0,,18.041029854930503,,,,,0.87,,,,,13.335,,,41.72899772036394,13.9549,3.34123876135659,9.104981606228954,3,3,3,0.0,0
3,3,3,,,Kepler-530 b,,48.549046000000004,,,,,39.30941904,,,,,,,,,,,0.89,,3.01,,,5697.0,,14.901256337373493,,,,,0.97,,,,,12.302999999999999,,,54.12868592212092,9.348,1.7973080640755716,8.93775033678076,3,3,3,0.0,0
3,3,3,,,K2-7 b,,-1.065755,,,,,28.67992,,,,,,,,,,,0.96,,2.67,,,5772.0,,27.814035420892655,,,,,0.97,,,,13.213,11.952,,,40.66934060174877,7.6247,1.6284189330153527,8.890309114011487,3,3,3,0.0,0
3,3,3,,,K2-196 b,,-8.471721,,,,,48.324222,,,,,,,,,,,1.54,,3.6,,,6045.0,,38.11853137108909,,,,,1.16,,,,12.06,10.95,,,38.10403946441931,12.6727,2.0187973284650673,8.88387981362449,3,3,3,0.0,0
3,3,3,,,Kepler-979 b,,46.408276,,,,,8.0880135,,,,,,,,,,,0.83,,2.72,,,5310.0,,86.58319253072271,,,,,0.87,,,,,13.257,,,19.508268860433585,7.869,2.7555604209226794,8.8730245724681,3,3,3,0.0,0
3,3,3,,,Kepler-648 b,,45.016888,,,,,17.4211749,,,,,,,,,,,0.98,,3.22,,,5741.0,,52.304718552744546,,,,,1.05,,,,,12.802999999999999,,,29.339394503891505,10.4836,2.507700190539658,8.749071522335706,3,3,3,0.0,0
3,3,3,,,Kepler-955 b,,40.269795,,,,,14.53244172,,,,,,,,,,,0.84,,3.13,,,5350.0,,41.20629433806171,,,,,0.89,,,,,13.269,,,28.7059729756506,9.9903,2.834367628750114,8.72486123875892,3,3,3,0.0,0
3,3,3,,,Kepler-1442 b,,48.84697,,,,,81.4162941,,,,,,,,,,,1.44,,3.93,,,6394.0,,18.901598065323377,,,,,1.34,,,,,11.215,,,60.54001019685146,14.7103,1.7888135305526407,8.458191156305293,3,3,3,0.0,0
3,3,3,,,Kepler-582 b,,41.057021,,,,,18.49235668,,,,,,,,,,,0.91,,3.68,,,5564.0,,39.84320568812458,,,,,0.93,,,,,13.467,,,31.575017049632006,13.1551,3.3447111506016776,8.305710966702664,3,3,3,0.0,0
3,3,3,,,EPIC 201920032.01,,7.753113000000001,,,,,28.2692,,,,,,,,,,,1.29,,3.35,,,5631.0,,46.65877276214095,,,,,0.9611856259788919,,,,13.068,11.776,,,29.88483667463811,11.2132269429901,2.421057539768368,8.29047558099606,3,3,3,0.0,0
3,3,3,,,K2-194 b,,-8.92715,,,,,39.721386,,,,,,,,,,,1.28,,3.642,,,5979.0,,33.707066647913564,,,,,1.11,,,,12.908,11.880999999999998,,,39.64086428412684,12.9251,2.263571993097648,8.245517942552494,3,3,3,0.0,0
3,3,3,,,Kepler-476 b,,43.963046999999996,,,,,14.00640607,,,,,,,,,,,1.09,,3.08,,,5837.0,,93.68124483957092,,,,,1.03,,,,,12.673,,,22.66206849905578,9.7205,2.532826263696368,8.198708397401381,3,3,3,0.0,0
3,3,3,,,Kepler-760 b,,44.179417,,,,,8.70419416,,,,,,,,,,,0.85,,3.06,,,5322.0,,81.83527616850311,,,,,0.89,,,,,13.707,,,20.157002611039246,9.6135,3.2356573170801366,8.027896475663905,3,3,3,0.0,0
3,3,3,,,Kepler-559 b,,43.802792,,,,,17.58752333,,,,,,,,,,,0.95,,3.61,,,5630.0,,47.64986820976433,,,,,0.96,,,,,13.429,,,29.56190558561416,12.7326,3.222937586760118,7.910327297924731,3,3,3,0.0,0
3,3,3,,,K01808.01,,43.461208,,,,,89.1935737,,,,,,,,,,,1.295,,3.81,,,6071.0,,12.83,,,,,1.061,,,,12.825999999999999,11.544,,,66.18408439650668,13.954905457614817,1.923339590843977,7.839473813578744,3,3,3,0.0,0
3,3,3,,,K00289.01,,47.574905,,,,,26.62941953,,,,,,,,,,,1.417,,3.13,,,5866.0,,71.75,,,,,0.958,,,,13.227,11.534,,,26.11493493601745,9.990329532618615,2.205291946941999,7.83620979792094,3,3,3,0.0,0
3,3,3,,,Kepler-1524 b,,39.519818,,,,,70.9674603,,,,,,,,,,,1.25,,3.54,,,6179.0,,16.330188541903066,,,,,1.17,,,,,11.622,,,60.825722849632974,12.3157,1.716192327733544,7.832496083521198,3,3,3,0.0,0
3,3,3,,,Kepler-623 b,,47.47739,,,,,9.07097734,,,,,,,,,,,0.86,,3.01,,,5443.0,,86.10289926424046,,,,,0.9,,,,,13.729000000000001,,,20.554847962766587,9.348,3.0802752090961603,7.695911277913397,3,3,3,0.0,0
3,3,3,,,Kepler-803 b,,44.693874,,,,,50.28638192,,,,,,,,,,,1.12,,3.79,,,5919.0,,18.78180545661694,,,,,1.05,,,,,12.415,,,52.0444590536376,13.8306,2.323531381257856,7.662961186149196,3,3,3,0.0,0
3,3,3,,,Kepler-711 b,,42.839923999999996,,,,,23.58914398,,,,,,,,,,,0.8,,3.41,,,5222.0,,18.482455230129208,,,,,0.84,,,,,13.697000000000001,,,40.83573636453615,11.5568,2.899553970713774,7.225322044935191,3,3,3,0.0,0
3,3,3,,,K01878.01,,38.258171000000004,,,,,40.80957343,,,,,,,,,,,1.3,,3.44,,,6183.0,,35.68,,,,,1.241,,,,13.345,11.97,,,41.24624722536633,11.730156119311728,1.8899592340897355,7.222487998528629,3,3,3,0.0,0
3,3,3,,,Kepler-701 b,,41.633278000000004,,,,,10.35533177,,,,,,,,,,,0.84,,2.84,,,5343.0,,64.89234201770128,,,,,0.88,,,,,13.655999999999999,,,22.814981026520528,8.4683,2.710214294341238,7.207261885342444,3,3,3,0.0,0
3,3,3,,,Kepler-30 b,,38.947281,,,,,29.33434,,,,,,,,,,,0.95,,3.9,,,5498.0,,21.463913639620156,,,,,0.99,,,,,13.997,,,42.005049680056615,11.3,2.3629075162323248,7.087892514435968,3,3,3,0.0,0
3,3,3,,,Kepler-569 b,,48.552605,,,,,34.18890521,,,,,,,,,,,0.93,,3.16,,,5616.0,,18.76634152878625,,,,,0.95,,,,,12.923,,,46.871718653540626,10.1537,2.073786501143813,6.942847961953044,3,3,3,0.0,0
3,3,3,,,Kepler-600 b,,41.978649,,,,,23.67517607,,,,,,,,,,,0.81,,2.9,,,5279.0,,19.69250009752445,,,,,0.84,,,,,13.387,,,40.42959433195536,8.7747,2.1988665084579755,6.690962883018395,3,3,3,0.0,0
3,3,3,,,Kepler-576 b,,38.654231,,,,,29.91136794,,,,,,,,,,,0.97,,3.27,,,5672.0,,24.697396753992713,,,,,0.99,,,,,13.079,,,41.67670183030857,10.7618,2.2358013417115448,6.651190628601977,3,3,3,0.0,0
3,3,3,,,Kepler-555 b,,38.932408,,,,,16.21775407,,,,,,,,,,,1.04,,2.83,,,5894.0,,72.92270313095861,,,,,1.03,,,,,13.024000000000001,,,26.189992339366537,8.4177,2.08876175811414,6.446687252304356,3,3,3,0.0,0
3,3,3,,,Kepler-963 b,,45.0411,,,,,9.97683705,,,,,,,,,,,0.87,,2.66,,,5461.0,,78.06872663183992,,,,,0.91,,,,,13.652000000000001,,,21.72962807740365,7.5762,2.4007304085000016,6.3731853786261725,3,3,3,0.0,0
3,3,3,,,Kepler-668 b,,49.277347999999996,,,,,8.35390639,,,,,,,,,,,0.82,,2.7,,,5352.0,,83.53358762617243,,,,,0.87,,,,,13.995999999999999,,,20.176606787930044,7.7709,2.692025281662684,6.349504777822514,3,3,3,0.0,0
3,3,3,,,Kepler-726 b,,44.887306,,,,,21.80451088,,,,,,,,,,,0.85,,3.26,,,5452.0,,26.691868578884623,,,,,0.88,,,,,13.81,,,37.03980513451871,10.7059,2.6732308753529272,6.282149085275773,3,3,3,0.0,0
3,3,3,,,Kepler-978 b,,43.043453,,,,,49.6221509,,,,,,,,,,,1.09,,2.99,,,6002.0,,18.905216109281955,,,,,1.07,,,,,12.363,,,53.33934113958187,9.2426,1.5401521569877068,6.09864775924462,3,3,3,0.0,0
3,3,3,,,Kepler-698 b,,41.301769,,,,,16.32976218,,,,,,,,,,,0.91,,3.68,,,5612.0,,48.32772703070719,,,,,0.94,,,,,14.255,,,29.1664537321834,13.1551,3.4615144471103134,6.063694853421114,3,3,3,0.0,0
3,3,3,,,Kepler-545 b,,40.692045,,,,,13.24934059,,,,,,,,,,,1.07,,2.69,,,5882.0,,99.60650657932419,,,,,1.04,,,,,13.074000000000002,,,22.317866417723206,7.7221,2.036568196934653,5.929363748570205,3,3,3,0.0,0
3,3,3,,,Kepler-739 b,,46.57914,,,,,12.53248465,,,,,,,,,,,0.9,,3.32,,,5601.0,,67.2270033975064,,,,,0.93,,,,,14.265,,,24.632344878632487,11.0431,3.1964935263073904,5.862001072414021,3,3,3,0.0,0
3,3,3,,,Kepler-802 b,,45.007767,,,,,40.0587473,,,,,,,,,,,0.9,,3.54,,,5507.0,,13.343246982774458,,,,,0.93,,,,,13.595999999999998,,,53.44977462892205,12.3157,2.420036212856114,5.787656864722201,3,3,3,0.0,0
3,3,3,,,Kepler-679 b,,50.567783,,,,,12.39358604,,,,,,,,,,,0.84,,3.01,,,5403.0,,53.80933319063069,,,,,0.87,,,,,14.196,,,25.620500987609077,9.348,2.839383518284333,5.78440031923687,3,3,3,0.0,0
3,3,3,,,Kepler-573 b,,51.237316,,,,,22.18329658,,,,,,,,,,,1.02,,2.79,,,5746.0,,42.84556796393974,,,,,0.99,,,,,13.032,,,32.473176946008635,8.2164,1.8858186776764512,5.738903159465907,3,3,3,0.0,0
3,3,3,,,Kepler-1001 b,,48.618706,,,,,14.30511983,,,,,,,,,,,0.88,,3.15,,,5491.0,,50.86926124481974,,,,,0.9,,,,,14.109000000000002,,,27.215834789530053,10.0991,2.858957394486335,5.7387754276499745,3,3,3,0.0,0
3,3,3,,,KIC 8540376 b,,44.694592,,,,,31.8099,,,,,,,,,,,1.26,,4.1,,,6474.0,,63.051374296705895,,,,,1.04,,,,,13.26,,,33.981660713396,15.8084,3.1135948911718905,5.52657160683876,3,3,3,0.0,0
3,3,3,,,K01917.01,,47.0425,,,,,35.01190875,,,,,,,,,,,1.153,,2.97,,,5872.0,,31.35,,,,,1.041,,,,13.963,12.592,,,39.59988791515593,9.137773812350703,1.7420147925815201,5.520829944729386,3,3,3,0.0,0
3,3,3,,,Kepler-596 b,,51.68573,,,,,21.30022655,,,,,,,,,,,1.32,,3.46,,,6267.0,,93.76744492468082,,,,,1.21,,,,,13.074000000000002,,,26.111981909377313,11.8463,2.410913281099395,5.407947361284898,3,3,3,0.0,0
3,3,3,,,Kepler-894 b,,46.939396,,,,,9.803224,,,,,,,,,,,0.85,,2.78,,,5603.0,,87.10643822282239,,,,,0.87,,,,,14.33,,,21.655220232318793,8.1664,2.6821229875293753,5.402567227951375,3,3,3,0.0,0
3,3,3,,,Kepler-1641 b,,41.574532,,,,,19.672266,,,,,,,,,,,1.19,,3.11,,,6152.0,,82.84049435829846,,,,,1.12,,,,,13.161,,,26.770581227489046,9.8821,2.1743842000762976,5.395359633494558,3,3,3,0.0,0
3,3,3,,,Kepler-805 b,,45.053314,,,,,30.8638931,,,,,,,,,,,1.65,,2.89,,,6112.0,,81.74044660276161,,,,,1.19,,,,,11.547,,,26.60079864737065,8.7233,1.5864136910094706,5.346576816585603,3,3,3,0.0,0
3,3,3,,,Kepler-995 b,,39.131038000000004,,,,,28.26731672,,,,,,,,,,,0.8,,2.7,,,5206.0,,14.458828465469404,,,,,0.83,,,,,13.565999999999999,,,45.88685179528564,7.7709,1.8502975800537207,5.24512180376932,3,3,3,0.0,0
3,3,3,,,Kepler-869 b,,50.994122,,,,,40.4287755,,,,,,,,,,,0.95,,3.61,,,5664.0,,15.97863099545537,,,,,0.97,,,,,13.741,,,51.66818351837096,12.7326,2.4252485902062113,5.213914668238582,3,3,3,0.0,0
3,3,3,,,Kepler-874 b,,43.014328000000006,,,,,40.0686727,,,,,,,,,,,1.13,,3.94,,,6020.0,,27.011781586063933,,,,,1.09,,,,,13.543,,,44.89136960443288,14.774,2.611335228766861,5.15755323186596,3,3,3,0.0,0
3,3,3,,,Kepler-1080 b,,49.182915,,,,,77.2548396,,,,,,,,,,,1.16,,3.28,,,5956.0,,11.296398444944579,,,,,1.1,,,,,12.448,,,67.94943732791747,10.8178,1.5269299367613267,5.134797643874197,3,3,3,0.0,0
3,3,3,,,Kepler-1546 b,,41.541227,,,,,19.5974971,,,,,,,,,,,0.93,,3.13,,,5623.0,,39.60861594961282,,,,,0.95,,,,,14.025,,,32.343560079234976,9.9903,2.45629075647466,4.975740589355248,3,3,3,0.0,0
3,3,3,,,Kepler-819 b,,39.177217999999996,,,,,33.1995648,,,,,,,,,,,0.81,,2.76,,,5279.0,,12.351011189422984,,,,,0.86,,,,,13.687999999999999,,,51.05033005075333,8.0668,1.7779056456108762,4.860749895583582,3,3,3,0.0,0
3,3,3,,,Kepler-483 b,,41.884663,,,,,30.229104,,,,,,,,,,,1.47,,3.21,,,6346.0,,73.84071823797866,,,,,1.28,,,,,12.515999999999998,,,30.17162263023105,10.4283,1.8190681177817067,4.817953646206712,3,3,3,0.0,0
3,3,3,,,Kepler-692 b,,40.153738,,,,,21.81293494,,,,,,,,,,,0.86,,3.11,,,5440.0,,26.667359001359113,,,,,0.9,,,,,14.204,,,36.89387597299665,9.8821,2.430524783485683,4.813397743614556,3,3,3,0.0,0
3,3,3,,,Kepler-941 b,,47.217613,,,,,17.42395198,,,,,,,,,,,0.86,,3.08,,,5539.0,,38.96142110079814,,,,,0.89,,,,,14.389000000000001,,,31.644032618573355,9.7205,2.5959534197032195,4.7989593102145935,3,3,3,0.0,0
3,3,3,,,Kepler-800 b,,44.795204,,,,,14.13176026,,,,,,,,,,,0.82,,2.85,,,5315.0,,40.93873944372736,,,,,0.85,,,,,14.446,,,28.424039140227293,8.519,2.5155199415507097,4.706234914357366,3,3,3,0.0,0
3,3,3,,,Kepler-873 b,,51.271339000000005,,,,,20.5533844,,,,,,,,,,,1.27,,3.75,,,6163.0,,86.57216919983772,,,,,1.18,,,,,13.728,,,26.280987125669782,13.5834,2.844744199417614,4.704832584448409,3,3,3,0.0,0
3,3,3,,,Kepler-1041 b,,49.683155,,,,,24.7576421,,,,,,,,,,,1.08,,2.94,,,5957.0,,45.79762378731642,,,,,1.06,,,,,13.405,,,33.75827256932408,8.9814,1.898836416864163,4.692269044929818,3,3,3,0.0,0
3,3,3,,,Kepler-657 b,,47.3078,,,,,24.54350418,,,,,,,,,,,1.01,,3.52,,,5808.0,,37.81413368192657,,,,,1.01,,,,,14.135,,,35.316090869138606,12.1977,2.670968048203303,4.617879134871694,3,3,3,0.0,0
3,3,3,,,Kepler-593 b,,48.651188,,,,,21.21708973,,,,,,,,,,,1.1,,2.87,,,5967.0,,58.0292893201652,,,,,1.08,,,,,13.431,,,30.090883383544462,8.6209,1.895070407243112,4.59558976274385,3,3,3,0.0,0
3,3,3,,,Kepler-733 b,,45.914691999999995,,,,,20.83424726,,,,,,,,,,,0.86,,2.82,,,5418.0,,27.894728032191463,,,,,0.9,,,,,14.140999999999998,,,35.781902126980306,8.3672,2.089663656314981,4.41237619885656,3,3,3,0.0,0
3,3,3,,,Kepler-1056 b,,46.899260999999996,,,,,27.495606,,,,,,,,,,,1.2,,3.01,,,6127.0,,53.03455408379099,,,,,1.12,,,,,13.242,,,33.186602053320236,9.348,1.8396538221359253,4.382074424542646,3,3,3,0.0,0
3,3,3,,,Kepler-863 b,,43.248962,,,,,15.59461874,,,,,,,,,,,0.95,,2.9,,,5678.0,,57.869479635376756,,,,,0.96,,,,,14.206,,,27.284278608480214,8.7747,2.3119426235235387,4.367658035958717,3,3,3,0.0,0
3,3,3,,,Kepler-66 b,,46.687748,,,,,17.815815,,,,,,,,,,,0.97,,2.8,,,5962.0,,58.21695969824287,,,,,1.04,,,,15.3,14.020999999999999,,,29.992016792984312,8.2665,1.9752166125556772,4.365088604520825,3,3,3,0.0,0
3,3,3,,,Kepler-627 b,,39.767914000000005,,,,,40.6994443,,,,,,,,,,,1.49,,3.73,,,6424.0,,53.033355881486344,,,,,1.3,,,,,12.915999999999999,,,36.48236613364152,13.4604,2.104505612681224,4.364706023870068,3,3,3,0.0,0
3,3,3,,,Kepler-606 b,,44.381268,,,,,24.31575992,,,,,,,,,,,1.22,,3.31,,,6161.0,,65.63312100176012,,,,,1.13,,,,,13.583,,,30.163892002619477,10.9866,2.239231108357373,4.324177363513387,3,3,3,0.0,0
3,3,3,,,Kepler-811 b,,47.834614,,,,,23.58447697,,,,,,,,,,,1.24,,2.7,,,5747.0,,57.62269439471292,,,,,1.01,,,,,12.852,,,28.011224949707753,7.7709,1.7243768023082753,4.285557196213462,3,3,3,0.0,0
3,3,3,,,Kepler-1641 c,,41.574532,,,,,32.657212,,,,,,,,,,,1.19,,2.95,,,6152.0,,42.144708922732356,,,,,1.12,,,,,13.161,,,37.53251026622684,9.0334,1.6786624460005382,4.25430259313444,3,3,3,0.0,0
3,3,3,,,Kepler-603 b,,42.29097,,,,,21.05358596,,,,,,,,,,,1.01,,2.65,,,5808.0,,46.39467569040283,,,,,1.01,,,,,13.600999999999999,,,31.883473696333702,7.5279,1.7348745787509547,4.229805251899453,3,3,3,0.0,0
3,3,3,,,K01943.01,,43.567211,,,,,29.92208104,,,,,,,,,,,1.637,,3.09,,,6127.0,,88.52,,,,,1.109,,,,13.765,12.343,,,25.653828951510704,9.774259271734227,1.8824180405856252,4.192383270712648,3,3,3,0.0,0
3,3,3,,,Kepler-689 b,,39.521744,,,,,22.36656079,,,,,,,,,,,0.88,,2.89,,,5518.0,,28.37702780399525,,,,,0.91,,,,,14.235999999999999,,,36.79818743922697,8.7233,2.1120490214178638,4.182258089841911,3,3,3,0.0,0
3,3,3,,,Kepler-752 b,,37.955653999999996,,,,,18.82747265,,,,,,,,,,,0.83,,2.81,,,5373.0,,29.420902852865723,,,,,0.87,,,,,14.459000000000001,,,34.26511320345167,8.3168,2.1975053011110797,4.1275490606031875,3,3,3,0.0,0
3,3,3,,,Kepler-921 b,,49.190811,,,,,51.300634,,,,,,,,,,,0.91,,2.87,,,5663.0,,10.968605248143783,,,,,0.93,,,,,13.597000000000001,,,62.33958512030813,8.6209,1.5599364811337568,4.101756526057718,3,3,3,0.0,0
3,3,3,,,Kepler-584 b,,42.413624,,,,,35.1810304,,,,,,,,,,,1.24,,4.21,,,6195.0,,41.38484024329242,,,,,1.17,,,,,13.845,,,38.4068304078921,16.5361,2.9115450495680055,4.060595664488969,3,3,3,0.0,0
3,3,3,,,Kepler-1451 b,,40.409892,,,,,35.622233,,,,,,,,,,,0.99,,3.35,,,5782.0,,21.86028752165475,,,,,1.0,,,,,14.069,,,46.03357751931697,11.2132,2.1830970300888195,4.051073836868424,3,3,3,0.0,0
3,3,3,,,Kepler-1134 b,,42.478287,,,,,17.13263989,,,,,,,,,,,0.81,,2.64,,,5281.0,,30.356436301025006,,,,,0.84,,,,,14.425999999999998,,,32.58767900107353,7.4796,2.0876992595040944,4.025393767332606,3,3,3,0.0,0
3,3,3,,,Kepler-899 b,,40.68078,,,,,19.17891293,,,,,,,,,,,0.91,,2.68,,,5595.0,,38.80584847968493,,,,,0.93,,,,,14.113,,,32.35177233668223,7.6733,1.9273891073222813,3.9943490989350696,3,3,3,0.0,0
3,3,3,,,Kepler-838 b,,45.976021,,,,,15.74957994,,,,,,,,,,,0.96,,2.73,,,5770.0,,61.34384859435529,,,,,0.98,,,,,14.186,,,27.36608077302195,7.9183,2.0510461233330943,3.986011812900662,3,3,3,0.0,0
3,3,3,,,Kepler-1325 b,,42.085384000000005,,,,,33.8786838,,,,,,,,,,,0.91,,2.86,,,5550.0,,17.595381869492527,,,,,0.93,,,,,13.911,,,47.275170706127405,8.5699,1.7807192868877617,3.976591341368417,3,3,3,0.0,0
