radius_bin,insol_bin,st_Teff_bin,Source Pipeline,Full TOI ID,Planet Radius Value,Orbital Period Value,Effective Temperature Value,Effective Stellar Flux Value,Planet Equilibrium Temperature (K) Value,mass_flag,V mag,K_amp,TSM,t_HIRES,X,TSM_Vmag_priority,X_priority,toi,tic,cps,disp,vetting,ao_vet,hires_prv,apf_prv,vip_rank
2,3,2,spoc,1798.01,2.387534,8.018944,5165.2,69.78833900000001,737.166286,0.0,11.361,2.2092790271513763,39.07427349814267,52297.48989170202,0.0007471538993373856,,3.0,1798.01,198153540,T001798,PC,passed,passed,,,
2,3,2,spoc,1244.01,2.389882,6.398386,4599.0,56.459159,699.122616,0.0,11.929,2.694035157140528,38.72405978882878,59343.81557319476,0.0006525374112668314,,4.0,1244.01,219850915,T001244,PC,passed,passed,,,
2,4,2,spoc,1416.01,1.7707560000000002,1.069606,4946.0,945.960557,1414.451324,0.0,9.91,2.7357778081059116,98.54867957754648,8962.31779547843,0.010995892114790348,1.0,2.0,1416.01,158025009,HIP70705,CPC,passed,passed,wait,wait,
2,4,2,spoc,238.01,1.6765419999999998,1.272419,5024.0,753.218535,1336.13395,0.0,10.748,2.303804179822542,58.19736608559389,27345.814311707207,0.0021282001487400804,,5.0,238.01,9006668,T000238,CPC,passed,passed,,,
2,4,2,spoc,1466.01,2.491658,1.871529,4201.0,233.936214,997.4568429999999,0.0,12.189,4.650963185871936,56.8963302988536,25298.5820572904,0.002248992855410153,,4.0,1466.01,237086564,T001466,PC,passed,data taken,,,
2,4,2,spoc,1346.02,1.9794450000000001,1.7622330000000002,4965.0,468.54906600000004,1186.611407,0.0,11.693,2.789890838641337,46.942155522923855,44525.37262670797,0.0010542787797977059,,,1346.02,219852882,T001346,PC,passed,passed,,,
2,4,2,spoc,1757.01,2.07957,2.1256169999999996,4428.0,209.890671,970.7737710000001,0.0,12.166,3.1732940276615844,41.90994896479354,53206.09132047782,0.0007876908061589436,,,1757.01,367753709,T001757,PC,do observe,data taken,,,
2,4,3,spoc,1473.01,2.49336,5.255294,5958.0,299.625751,1061.120081,0.0,8.844,2.3622450732321285,97.25843389213215,4503.312451208604,0.02159708768731555,1.0,1.0,1473.01,352413427,6061,PC,passed,passed,yes,yes,
2,4,3,spoc,1839.01,2.470334,1.424817,5382.69,920.9755779999999,1405.017644,0.0,10.9,3.9823791938596056,74.3769889267469,10526.809498632587,0.007065482560163014,2.0,2.0,1839.01,381714186,T001839,PC,passed,passed,,,
2,4,3,spoc,1727.01,2.27447,1.8327919999999998,5566.0,989.31202,1430.385408,0.0,10.312,3.0774535420668814,61.936222035327106,10256.495016358806,0.006038731743791682,,3.0,1727.01,241225337,T001727,CPC,passed,,,,
2,4,3,spoc,1669.01,2.248112,2.6794849999999997,5550.0,692.189753,1308.205712,0.0,10.218,2.6653802829503914,52.04444941124072,12539.020799788257,0.004150599176940482,,4.0,1669.01,428679607,T001669,PC,passed,,,,
2,4,3,spoc,266.01,2.407741,10.767807000000001,5784.0,104.770454,815.979892,0.0,10.07,2.0463466734692264,48.271159774097804,18561.948549822995,0.002600543776130557,,5.0,266.01,164767175,HIP8152,PC,passed,passed,,,
2,4,3,spoc,1269.01,2.381773,4.252932,5591.0,231.205714,994.53344,0.0,11.618,3.37236624574529,38.71251946462196,28438.881832955885,0.0013612532198702925,,,1269.01,198241702,T001269,PC,passed,passed,yes,no,
2,5,2,spoc,1436.01,1.7178360000000001,0.867492,5011.22,1118.225214,1474.864321,0.0,12.005999999999998,2.736771759604733,45.030155839757555,61731.214972497866,0.0007294552012271123,1.0,2.0,1436.01,154383539,T001436,CPC,passed,passed,yes,no,
2,5,3,spoc,1347.01,2.058949,0.847366,5300.0,1876.296218,1678.5918120000001,0.0,11.168,3.438757657640163,55.833759513973874,18070.86091077262,0.003089712205171674,,4.0,1347.01,229747848,T001347,PPC,passed,data taken,,,
3,2,2,spoc,1759.01,3.234794,18.848063500000002,3960.0,2.486239,320.262031,0.0,11.93,3.539029752426844,81.01354399896313,34420.21325612611,0.002353661884548154,1.0,1.0,1759.01,408636441,T001759,PC,do observe,data taken,,,
3,3,1,spoc,1732.01,2.539205,4.121356,3876.0,44.215291,657.67733,0.0,12.889,3.874242891554808,49.86192347099154,69471.75888735273,0.0007177293949307056,,,1732.01,470987100,T001732,PC,passed,,,,
3,3,2,spoc,2018.01,2.6050869999999997,7.4371149999999995,4218.9,26.068541,576.300415,0.0,10.25,3.1638730589161286,133.62191291516586,9165.240878218296,0.014579203611846774,2.0,2.0,2018.01,357501308,HIP74981,PC,do observe,,,,
3,3,2,spoc,1255.01,2.7027799999999997,10.288882000000001,5126.0,59.759255,709.1221360000001,0.0,9.92,2.536462078010803,69.48519865584359,10522.65270294588,0.006603391807884222,,4.0,1255.01,237222864,HIP97166,PC,passed,passed,,,
3,3,2,spoc,1180.01,2.8472049999999998,9.692136999999999,4738.1,35.3448,621.872185,0.0,11.017,3.0963338127176208,63.96897665366943,19394.850371645764,0.003298245432570527,,,1180.01,158002130,T001180,VPC,passed,,wait,no,
3,3,2,spoc,1803.02,3.132298,6.294392,4868.61,62.66729599999999,717.595966,0.0,11.871,4.05265663545649,56.972489398193424,24860.071049757837,0.0022917267325649254,,,1803.02,144401492,T001803,PC,passed,passed,,,
3,3,2,spoc,1758.01,3.3809489999999998,20.703854,5169.0,20.751601,544.355547,0.0,10.794,2.89492176964725,54.5497412306485,18067.926697091243,0.003019147805123123,,,1758.01,367858035,T001758,PC,do observe,,,,
3,3,2,spoc,1782.01,2.564396,4.987638,4336.0,56.046246999999994,697.840843,0.0,12.329,3.45340120164505,45.42040934366884,52202.09259354495,0.0008700879042784829,,,1782.01,160045097,T001782,CPC,do observe,data taken,,,
3,3,3,spoc,1339.01,3.200173,8.880405999999999,5555.7,99.072187,804.651244,0.0,8.97,3.3111548808578206,129.04878526663188,2574.0856476660997,0.05013383505076424,1.0,1.0,1339.01,269701147,191939,CPC,passed,passed,yes,yes,
3,3,3,spoc,469.01,3.685246,13.632935,6114.0,89.071512,783.527882,0.0,9.49,3.216821398749017,104.23987215042015,4402.791162256804,0.023675861131916234,2.0,2.0,469.01,33692729,42813,VPC,passed,passed,yes,no - too low dec,
3,3,3,spoc,561.01,3.7727760000000004,10.781327000000001,5391.0,66.330454,727.860233,0.0,10.252,4.159027891252227,87.14310034642385,5313.715748152776,0.016399654117124667,3.0,3.0,561.01,377064495,T000561,VPC,passed,passed,yes,yes,
3,3,3,spoc,1339.02,3.067978,28.579356,5555.7,20.850938,545.005831,0.0,8.97,2.087501950589936,82.74272156854298,6476.31858118938,0.012776196929050273,,4.0,1339.02,269701147,191939,PC,passed,passed,yes,yes,
3,3,3,spoc,1247.01,2.800653,15.923848999999999,5711.85,70.932692,740.169798,0.0,9.08,2.079049330412356,63.348239758913245,7225.241969661912,0.008767628824737821,,5.0,1247.01,232540264,135694,PC,passed,passed,yes,yes,
3,3,3,spoc,1691.01,3.7467019999999995,16.731638,5759.0,59.350052000000005,707.905076,0.0,10.134,3.3301104840987588,62.196824316918935,7434.721406367419,0.008365723598419016,,,1691.01,268334473,T001691,CPC,passed,data taken,,,
3,3,3,spoc,1723.01,3.1569700000000003,13.716057000000001,5777.0,91.580168,788.987475,0.0,9.664,2.652551656471938,58.42112442501675,7600.712120434899,0.007686269851998289,,,1723.01,71431780,T001723,PC,passed,passed,,yes,
3,3,3,spoc,561.03,2.842121,16.37165,5391.0,38.003128000000004,633.249107,0.0,10.252,2.2355636769673803,52.46088367085281,18391.108006356142,0.00285251348927546,,,561.03,377064495,T000561,PC,passed,passed,yes,yes,
3,4,2,spoc,1410.01,2.943638,1.216835,4634.6,565.541505,1243.757952,0.0,11.111,6.752780605842531,117.90818926749516,4446.483696936994,0.02651717566145973,1.0,1.0,1410.01,199444169,T001410,VPC,passed,passed,yes,,
3,4,2,spoc,2016.02,2.815373,2.459355,5175.0,386.192195,1130.6303070000001,0.0,11.162,4.293579502860598,70.0169162783137,11527.707975424231,0.006073793370510586,,3.0,2016.02,219508169,T002016,PC,do observe,,,,
3,4,2,spoc,1246.02,3.001516,4.307412,5141.0,196.477935,954.8786779999999,0.0,11.632,4.0271652480936835,44.18116354696633,20201.475129240534,0.0021870266039640098,,4.0,1246.02,230127302,T001246,VPC-,passed,passed,yes,no,
3,4,3,spoc,1797.01,3.213549,3.645428,5922.0,535.519147,1226.9122439999999,0.0,9.182,4.13258563120389,118.4136733302651,2008.8072241972247,0.058947255816240156,3.0,3.0,1797.01,368435330,93963,PC,passed,data taken,,yes,
3,4,3,spoc,509.01,2.9363,9.059881535,5560.26,135.5821,948.478,0.0,8.58,2.7690196222898686,115.82370582276435,2569.9810295456173,0.04506792248316418,2.0,4.0,509.01,453211454,63935,VPC,passed,passed,yes,yes,
3,4,3,spoc,554.01,3.4115919999999997,7.048602000000001,6337.87,416.68239700000004,1152.31453,0.0,6.911339999999999,1.733525460205819,107.53478417053556,1410.1247499609144,0.07625905734476059,1.0,1.0,554.01,407966340,25463,CPC,passed,passed,yes,yes,
3,4,3,spoc,1136.02,3.00227,6.256742,5729.0,210.125477,971.045159,0.0,9.534,3.1762260361718453,87.25756807056337,4702.828932439154,0.01855427218895386,,,1136.02,142276270,T001136,CPC,passed,passed,yes,yes,
3,4,3,spoc,1736.01,3.7022559999999998,7.074152000000001,5656.0,349.144817,1102.481091,0.0,8.953,4.437209045165409,86.14251492692374,1411.1143391137814,0.061045737074023075,,2.0,1736.01,408618999,T001736,PC,passed,,,yes,
3,4,3,spoc,669.01,3.8422419999999997,3.9486779999999997,5581.9,641.234094,1283.435066,0.0,10.606,7.619698469818915,66.39005324059086,2193.3422935224858,0.03026889758003485,,5.0,669.01,124573851,T000669,PPC,passed,passed,yes,yes,
3,4,3,spoc,1778.01,2.829971,6.515951,6023.0,414.067919,1150.502709,0.0,8.99,2.6781290994788716,64.38338267635993,4007.919291519194,0.01606404171176699,,,1778.01,39699648,77946,PC,passed,,,yes,
3,4,3,spoc,1716.01,2.7416669999999996,8.088417,5878.6,251.439553,1015.61276,0.0,9.406,2.4491829800738083,52.7093976365114,7029.7441450332635,0.007498053492281402,,,1716.01,14336130,237566,PC,passed,,,yes,
3,4,3,spoc,1686.01,3.7172410000000005,6.702137,6141.0,505.62712999999997,1209.4205439999998,0.0,10.411,4.11096243269113,41.10652596327926,6296.4385333732425,0.006528536051833246,,,1686.01,102672709,T001686,PC,passed,passed,,,
3,5,3,spoc,1681.01,3.26185,1.5375590000000001,5672.5,1160.699357,1488.674282,0.0,10.97,5.910641208777345,86.45972528851028,5096.9783576499985,0.016962937493886714,2.0,2.0,1681.01,321041369,T001681,PC,passed,passed,,,
4,3,2,spoc,1728.01,4.699432,3.491567,3907.0,57.019625,700.851229,0.0,12.39,11.653890178496896,134.91522488765924,4848.865547798135,0.027824080407617018,1.0,1.0,1728.01,285048486,T001728,VPC+,passed,passed,,,
4,3,2,spoc,1803.01,4.026665,12.891153,4868.61,24.094820000000002,565.067942,0.0,11.871,4.891033180651729,55.87028619430345,17067.92658252389,0.003273407928266453,,4.0,1803.01,144401492,T001803,PC,passed,passed,,,
4,3,3,spoc,1471.01,4.282738,20.772024,5625.56,81.617867,766.595136,0.0,9.2,3.96921728454939,102.62148825873498,2213.972572883223,0.04635174324905596,1.0,1.0,1471.01,306263608,12572,PC,passed,passed,yes,yes,
4,3,3,spoc,1136.03,4.037326999999999,26.321864,5729.0,30.940040000000003,601.519853,0.0,9.534,3.255495070185569,71.37382048505343,4476.595977888263,0.015943770855712216,,3.0,1136.03,142276270,T001136,PC,passed,passed,yes,yes,
4,3,3,spoc,1744.01,4.333054,22.342014000000002,6179.0,62.906016,718.27838,0.0,9.543,3.5368772077537316,65.54003035468405,3824.212524419045,0.0171381767974939,,2.0,1744.01,229455001,T001744,PC,passed,data taken,,,
4,4,2,spoc,1694.01,5.480027,3.7701300000000004,5058.0,195.28817,953.419593,0.0,11.446,11.926515417913087,116.04850176639216,1940.684049206238,0.059797730503250816,,3.0,1694.01,396740648,T001694,VPC,passed,passed,,,
4,4,2,spoc,1272.01,4.289363,3.3159970000000003,4972.7,217.52158300000002,979.4794710000001,0.0,11.758,8.322015336576463,78.39173117043164,5312.818268641186,0.014755206597812206,,4.0,1272.01,417948359,T001272,VPC+,passed,passed,yes,no,
4,4,2,spoc,1472.01,4.3075980000000005,6.364103,5103.0,110.004112,825.984655,0.0,11.302,6.5903840117276085,71.84524527554501,5566.222239708509,0.012907361973981728,,5.0,1472.01,306955329,T001472,VPC,passed,passed,,,
4,4,3,spoc,1722.01,4.431151,9.606666,6137.0,175.792796,928.6883939999999,0.0,10.025,4.8840087775977565,74.88226049103216,3126.288928806716,0.02395244399871071,,,1722.01,85242435,T001722,PC,passed,,,,
4,4,3,spoc,1765.01,5.692516,3.4938,5203.4,286.637399,1049.4287630000001,0.0,12.478,12.698031332798546,69.64715772015852,4429.035848608765,0.015725128470575795,,,1765.01,272672133,T001765,VPC+?,do observe,,,,
4,4,3,spoc,2019.01,6.086156,15.347453,5588.0,194.754085,952.777282,0.0,10.263,8.04948969646371,43.56909389788592,1432.9970178512795,0.030404176250984807,,5.0,2019.01,159781361,T002019,PC,do observe,,,,
4,5,2,spoc,1713.01,4.65369,0.5572010000000001,5097.6,3415.825831,1949.816221,0.0,11.436,16.906352233414328,156.07759829536954,956.9343808505328,0.16310167281966212,1.0,1.0,1713.01,15863518,T001713,PPC,passed,,,,
5,3,3,spoc,1775.01,8.074810000000001,10.240374000000001,5251.0,60.479059,711.247913,0.0,11.648,15.864991261837194,122.32312157107975,1320.9984552490184,0.09259898910935585,1.0,2.0,1775.01,9348006,T001775,VPC,passed,,,,
5,3,3,spoc,421.01,6.445067,16.068919,5718.0,74.824872,750.120865,0.0,9.931,8.544845976043407,117.36589211092755,936.6417379768716,0.125304999075138,,1.0,421.01,94986319,T000421,VPC,passed,passed,yes,yes,
5,4,2,spoc,1264.01,7.809021,2.744165,5040.0,418.583168,1153.6264099999999,0.0,11.470999999999998,24.305260683951012,180.92988132819917,478.16900030469066,0.37838061692186264,,2.0,1264.01,416195870,T001264,VPC-,passed,passed,,,
5,4,3,spoc,1194.01,8.860766,2.310602,5339.9,640.67934,1283.15739,0.0,11.302,29.94829159311329,214.43884402114514,269.5490951065686,0.7955465179223283,2.0,2.0,1194.01,147950620,T001194,VPC+,passed,passed,yes,yes,
5,4,3,spoc,1248.01,6.615742999999999,4.360136,5227.0,202.07501200000002,961.607635,0.0,11.806,15.106876596014727,108.59052299882788,1685.1269375266888,0.0644405596875743,,,1248.01,232612416,T001248,VPC+,passed,,,,
5,4,3,spoc,1836.01,8.150102,20.379455,6351.0,153.531794,897.7787689999999,0.0,9.765,10.215404957768426,79.63069672736358,562.4330190537177,0.14158254232893483,,5.0,1836.01,207468071,148193,PC,passed,,,yes,
