fpl_name,rp,teff,sinc,mp,period,TSM
Kepler-123 b,2.94,6089.0,138.807,55.3,17.232366,0.8397875526391099
Kepler-128 b,1.43,6136.0,227.398,0.77,15.09,2.5093069139043016
Kepler-128 c,1.34,6136.0,130.979,0.9,22.804,1.5393392771673444
Kepler-131 b,2.41,5685.0,66.122,16.13,16.092,6.674145268700319
Kepler-131 c,0.84,5685.0,35.736,8.25,25.5169,0.07145071259145362
Kepler-136 b,2.05,6165.0,257.984,19.8,11.5789,2.195919714966941
Kepler-138 b,0.522,3841.0,6.81,0.066,10.3126,8.313813405702982
Kepler-138 c,1.197,3841.0,4.63,1.97,13.7813,3.049122831795605
Kepler-138 d,1.212,3841.0,2.32,0.64,23.0881,8.203274503128867
Kepler-14 b,12.732999999999999,6395.0,973.0178036595084,2669.66,6.790123,1.8927455905985933
Kepler-145 b,2.65,6022.0,154.705,37.1,22.951,1.0441881931229957
Kepler-145 c,4.32,6022.0,67.193,79.4,42.882,1.5663252875370122
Kepler-15 b,10.76,5515.0,430.677,209.76,4.942782,23.524366947255345
Kepler-16 b,8.449,4450.0,0.3552704638703196,105.833,228.776,36.32799185142816
Kepler-161 b,2.12,5078.0,123.4,12.1,4.921355,4.015599335801624
Kepler-161 c,2.05,5078.0,76.201,11.8,7.06424,3.300508228953557
Kepler-1647 b,11.874,6210.0,0.8532278601545039,483.0,1107.5923,1.1151613366419062
Kepler-1655 b,2.213,6148.0,155.0,5.0,11.8728787,23.435182739060615
Kepler-1656 b,5.02,5731.0,30.03974896458123,48.6,31.578659,15.795998809641917
Kepler-1658 b,11.994000000000002,6216.0,3779.8981864558345,1868.8404,3.84937278,2.231144844131272
Kepler-1661 b,3.87,5100.0,0.88,17.0,175.06,6.063247499702412
Kepler-17 b,14.68,5781.0,1481.766,778.65,1.4857108,18.64956627262115
Kepler-170 b,3.2,5679.0,136.522,82.6,7.930592,1.1157277547018747
Kepler-176 c,2.6,5232.0,39.631,23.0,12.759712,2.175616781121261
Kepler-176 d,2.51,5232.0,15.536,15.2,25.751974,2.3437496354938663
Kepler-177 b,3.5,5732.0,30.4,5.84,35.8601,6.368666269069589
Kepler-177 c,8.73,5732.0,25.4,14.7,49.40926,31.700894851607476
Kepler-18 b,2.0,5345.0,355.735,6.9,3.504725,5.556463927503803
Kepler-18 c,5.49,5345.0,126.081,17.3,7.64159,32.263580816578774
Kepler-18 d,6.98,5345.0,51.922,16.4,14.85888,56.03980410027159
Kepler-183 c,2.27,5888.0,108.717,35.7,11.637071,0.7066917891631832
Kepler-184 c,1.97,5788.0,29.875,8.8,20.303005,2.378252086681779
Kepler-189 c,2.38,5235.0,18.811,22.7,20.134866,1.6406206533465277
Kepler-19 b,2.209,5544.0,93.537,8.4,9.28716,13.371355055869593
Kepler-197 c,1.23,6004.0,189.965,5.3,10.349695,0.36673108511265934
Kepler-20 b,1.868,5495.0,324.114,9.7,3.69611525,6.247768450288716
Kepler-20 c,3.0469999999999997,5495.0,77.023,12.75,10.85409089,14.6340094208555
Kepler-20 d,2.7439999999999998,5495.0,5.591,10.07,77.61130017,6.914525937519479
Kepler-203 c,2.47,5821.0,329.788,749.9,5.370647,0.0664812843148025
Kepler-203 d,1.44,5821.0,121.816,33.9,11.32972,0.03426245979217999
Kepler-21 b,1.639,6305.0,3021.187,5.08,2.78578,21.786293327259685
Kepler-211 c,1.29,5123.0,95.436,18.3,6.04045,0.12193137116904992
Kepler-215 d,2.39,5739.0,21.404,23.6,30.864423,1.4594717420100558
Kepler-219 d,2.81,5786.0,20.01,19.1,47.903645,1.2758486495146837
Kepler-221 c,2.93,5243.0,119.836,15.1,5.690586,9.79098783926382
Kepler-223 b,2.99,5234.28,444.053,7.4,7.38449,2.826723593358351
Kepler-223 c,3.44,5234.28,302.474,5.1,9.84564,5.674995241625871
Kepler-223 d,5.24,5234.28,175.951,8.0,14.78869,10.031291334981715
Kepler-223 e,4.6,5234.28,119.882,4.8,19.72567,10.2750641356424
Kepler-226 b,1.55,5571.0,270.402,24.0,3.940997,0.5092401387032351
Kepler-226 c,2.27,5571.0,180.513,45.2,5.349555,0.7670801199657213
Kepler-23 d,2.2,5828.0,161.038,17.6,15.274299,1.0650396915304292
Kepler-231 b,1.73,3767.0,14.879,35.4,10.065275,0.7353492098360952
Kepler-231 c,1.93,3767.0,6.267,24.1,19.271566,1.2077665943916207
Kepler-238 e,5.6,5751.0,98.461,169.7,23.654,0.7919613181563251
Kepler-238 f,2.0,5751.0,35.869,13.5,50.447,0.3860175680923959
Kepler-240 c,2.2,4985.0,59.838,102.3,7.953528,0.2780664459719175
Kepler-244 d,2.31,5554.0,31.267,15.2,20.050401,1.4316193173888658
Kepler-245 c,2.18,5100.0,25.152,225.6,17.460812,0.08421743175802043
Kepler-245 d,3.03,5100.0,9.492,21.6,36.277108,1.8803084287037037
Kepler-25 b,2.748,6270.0,542.96,8.7,6.238297,25.481167346672745
Kepler-25 c,5.2170000000000005,6270.0,210.172,15.2,12.7207,71.8267612297721
Kepler-254 c,2.15,5957.0,67.225,3.2,12.412183,4.699034834007142
Kepler-26 b,2.78,3914.0,7.6,5.12,12.28,19.89048131539433
Kepler-26 c,2.72,3914.0,4.82,6.2,17.2559,13.52103844232839
Kepler-267 b,1.98,4258.0,45.843,37.9,3.353728,1.4322329475901285
Kepler-272 b,1.43,5297.0,801.741,78.0,2.971353,0.023664447878110256
Kepler-272 c,1.79,5297.0,310.76,97.8,6.057342,0.19360241354136207
Kepler-276 c,2.9,6105.0,19.793,16.6,31.884,1.6449159834173654
Kepler-276 d,2.8,6105.0,11.274,16.3,48.648,1.3097253735196273
Kepler-277 b,2.92,5946.0,198.245,87.3,17.324,0.4607161148156873
Kepler-277 c,3.36,5946.0,83.898,64.2,33.006,0.7699579186784306
Kepler-279 c,4.3,6363.0,60.157,49.4,35.736,1.47283018168031
Kepler-279 d,3.1,6363.0,35.739,37.5,54.414,0.7033507630138282
Kepler-282 d,2.46,5602.0,52.348,61.0,24.806,0.3706549418063983
Kepler-282 e,3.1,5602.0,24.114,56.2,44.347,0.673876011593691
Kepler-289 b,2.15,5990.0,27.371,7.3,34.545,2.874713818607115
Kepler-289 c,11.59,5990.0,4.882,132.0,125.8518,14.772285439255553
Kepler-289 d,2.68,5990.0,10.728753003189677,4.0,66.0634,8.18630484441391
Kepler-29 b,2.55,5378.0,55.9,5.0,10.33974,8.90271640901801
Kepler-29 c,2.34,5378.0,34.4,4.5,13.28613,7.030897518951949
Kepler-297 b,2.87,5619.0,16.464,48.5,38.871826,0.9630429140252625
Kepler-297 c,6.54,5619.0,6.86,42.1,74.920137,9.477479085844843
Kepler-30 b,3.9,5498.0,16.379,11.3,29.33434,7.087892514435968
Kepler-30 c,12.3,5498.0,6.217,640.0,60.323105,2.7736768022741005
Kepler-30 d,8.8,5498.0,1.962,23.1,143.34394,21.0890968184848
Kepler-305 b,3.6,5100.0,112.914,10.5,5.487,11.715117767798608
Kepler-305 c,3.3,5100.0,65.1,6.0,8.291,13.761371097558948
Kepler-305 d,2.71,5100.0,25.523,9.1,16.738661,3.9137546209805643
Kepler-307 b,2.43,5367.0,59.7,7.44,10.4208,7.778878700694498
Kepler-307 c,2.2,5367.0,44.0,3.64,13.0729,10.939920018361908
Kepler-310 d,2.47,5797.0,3.664,7.0,92.876125,3.604719563827706
Kepler-317 b,2.09,5497.0,151.652,109.8,5.524242,0.1856728139073638
Kepler-323 b,1.43,5987.0,1774.329,684.4,1.678327,0.00497979850675694
Kepler-323 c,1.63,5987.0,650.014,79.7,3.553822,0.3270609784620825
Kepler-326 b,1.52,5105.0,783.449,44.6,2.248329,0.6854480241342571
Kepler-326 c,1.4,5105.0,303.62,17.4,4.580358,0.16329893455334074
Kepler-326 d,1.21,5105.0,180.644,6.9,6.766888,0.23343124753854513
Kepler-327 c,1.03,3799.0,28.272,20.3,5.212333,0.06829542907722778
Kepler-328 b,2.3,5914.0,57.079,28.5,34.921,0.42276588004456794
Kepler-328 c,5.4,5914.0,22.025,39.4,71.312,2.8471804054173386
Kepler-33 c,3.2,5904.0,241.759,0.39,13.17562,96.40872665612844
Kepler-33 d,5.35,5904.0,123.691,3.91,21.77596,34.14821930319072
Kepler-33 e,4.02,5904.0,74.72,5.57,31.7844,8.965218282326836
Kepler-33 f,4.46,5904.0,53.183,9.6,41.02902,6.523973751880718
Kepler-333 b,1.32,4259.0,16.819,28.2,12.551158,0.0728347479228932
Kepler-338 b,2.44,5923.0,256.606,30.6,13.726976,1.2999252504474192
Kepler-338 e,1.56,5923.0,428.524,8.5,9.341,1.3904403554995672
Kepler-339 c,1.15,5631.0,101.841,7.3,6.988055,0.12550064761676072
Kepler-339 d,1.17,5631.0,58.651,14.7,10.558345,0.05719644613678166
Kepler-34 b,8.564,5913.0,1.9539792907176243,69.92,288.822,4.8070215893183565
Kepler-345 b,0.74,4504.0,31.903286678380045,0.5,7.415563,0.9157773518932946
Kepler-345 c,1.2,4504.0,23.29693749572047,2.2,9.387427,0.8204491194978795
Kepler-349 b,1.9,5956.0,248.274,94.5,5.929778,0.21783002676803406
Kepler-35 b,8.16,5606.0,3.9693233652986484,40.363,131.458,7.476962712112453
Kepler-350 c,3.1,6186.0,138.415,6.1,17.849,7.487082464357265
Kepler-350 d,2.8,6186.0,83.237,14.9,26.136,1.9890091685210425
Kepler-351 b,3.06,5643.0,11.983,4.8,37.054919,6.861024475263166
Kepler-351 c,3.19,5643.0,6.712,11.1,57.24809,2.90765774884112
Kepler-359 c,4.3,6248.0,17.438348679160164,2.9,57.68802,17.05941828619701
Kepler-359 d,4.01,6248.0,11.846209099419465,2.7,77.095691,13.491017700255144
Kepler-36 b,1.4980000000000002,5979.0,247.0,3.83,13.86825,0.40756268076775604
Kepler-36 c,3.679,5979.0,191.0,7.13,16.21865,20.737175339708784
Kepler-363 c,1.69,5593.0,376.29,66.4,7.542427,0.18428752240209323
Kepler-37 b,0.336,5417.0,43.306,3.1783,13.36731,0.05543668888416553
Kepler-385 b,2.73,6326.0,143.919,12.8,10.043686,2.438726405537312
Kepler-385 c,3.04,6326.0,83.155,13.2,15.163161,2.8916061970733318
Kepler-39 b,13.9,6350.0,90.22,6388.1,21.08721,0.49928819961800114
Kepler-396 b,3.5,5384.0,13.731,75.5,42.994,2.2438780882598603
Kepler-396 c,5.3,5384.0,5.244,17.9,88.505,23.210502344773275
Kepler-4 b,4.002,5857.0,1245.431,24.472,3.21346,13.071986796649577
Kepler-40 b,13.11,6510.0,1187.965,699.2,6.87349,2.586130558021057
Kepler-406 b,1.43,5538.0,826.933,6.35,2.42629,0.5989963301707336
Kepler-406 c,0.85,5538.0,349.769,2.71,4.62332,0.237760759249359
Kepler-41 b,14.46,5750.0,2036.749,177.98,1.8555582,46.77107839481747
Kepler-411 b,2.401,4832.69,217.41372024706718,25.6,3.005156,8.067458823712583
Kepler-411 c,4.421,4832.69,60.59443409717362,26.4,7.834435,32.387065698635226
Kepler-411 d,3.319,4832.69,4.197614168197999,15.2,58.02035,13.590853427708815
Kepler-412 b,15.030999999999999,5750.0,2144.307,299.07802999999996,1.7208604,33.04337987562553
Kepler-413 b,4.3469999999999995,4700.0,2.9609043053706334,67.0,66.262,1.3501888309164471
Kepler-414 b,1.71,5381.0,241.171,3.5,4.7,8.393463703294152
Kepler-414 c,3.01,5381.0,137.086,29.9,7.171,4.728550497460732
Kepler-415 b,1.21,4375.0,69.834,119.9,4.176,0.00834135137116736
Kepler-416 b,2.48,5428.0,224.089,58.2,6.319,0.8036267996841626
Kepler-417 b,2.31,4970.75,43.624,11.0,12.331,1.9038764537430595
Kepler-419 b,10.8,6430.0,37.416,794.5,69.7546,1.5476496099080432
Kepler-422 b,12.89,5972.0,264.983,136.66,7.8914483,44.52504049656832
Kepler-423 b,13.360999999999999,5560.0,649.148,189.101,2.6843285,52.21544735415898
Kepler-424 b,9.98,5460.0,470.754,327.35,3.3118644,12.672743880432868
Kepler-425 b,10.962,5170.0,229.036,79.45,3.79701816,58.383738811263164
Kepler-426 b,12.22,5725.0,410.723,108.06,3.21751883,56.30713126446495
Kepler-427 b,13.79,5800.0,208.721,92.17,10.290994,45.016096462789335
Kepler-428 b,12.11,5150.0,195.088,403.63,3.52563254,14.892145729602815
Kepler-43 b,13.664000000000001,6041.0,1138.115,1026.5909,3.0240949,6.2256772631148625
Kepler-432 b,12.834000000000001,4995.0,97.846,1719.4603,52.501129,0.5536348915489249
Kepler-433 b,16.25,6360.0,1682.66,896.24,5.33408384,4.370720847353921
Kepler-434 b,12.67,5977.0,158.285,908.96,12.8747099,2.8275389881710957
Kepler-435 b,22.31,6161.0,677.917,266.97,8.6001536,24.302035346922988
Kepler-44 b,12.22,5800.0,1109.223,317.82,3.2467293,11.976859808844791
Kepler-444 d,0.53,5046.0,109.638,0.2,6.189392,7.681724447569064
Kepler-444 e,0.546,5046.0,81.344,0.1,7.743493,15.588682049039067
Kepler-447 b,18.49,5493.0,119.039,435.41,7.79430132,84.82955375183317
Kepler-45 b,10.76,3820.0,68.37,160.497,2.455239,41.48752799487855
Kepler-454 b,2.354,5701.0,116.266,6.3566,10.57,18.754596887032346
Kepler-46 c,13.5,5309.0,5.596381901843498,119.499,57.011,28.066818970994568
Kepler-47 b,3.05,5636.0,11.82066807295179,2.07,49.4643,16.480849974215634
Kepler-47 c,4.65,5636.0,1.0535957742794773,3.17,303.227,18.7217266517801
Kepler-47 d,7.04,5636.0,2.001905004787312,19.02,187.366,12.712943874939569
Kepler-48 b,1.88,5194.0,173.12,3.94,4.778,12.54794867548261
Kepler-48 c,2.71,5194.0,67.593,14.61,9.67395,8.011868884381904
Kepler-48 d,2.04,5194.0,9.292,7.93,42.8961,3.8325588717592844
Kepler-5 b,15.984000000000002,6297.0,1822.758,670.93913,3.5484657,14.899169741391972
Kepler-51 b,7.1,6018.0,10.119,2.1,45.154,241.31266527532685
Kepler-51 c,9.0,6018.0,4.331,4.0,85.312,208.73115218531296
Kepler-51 d,9.7,6018.0,2.466,7.6,130.194,119.46143528418467
Kepler-538 b,2.215,5547.0,2.99,10.6,81.73778,7.0647418823856265
Kepler-539 b,8.373,5820.0,3.681,308.2951,125.63243,5.176668479236289
Kepler-549 b,2.57,5360.0,9.549,11.0,42.9495649,2.973218388124985
Kepler-56 b,6.51,4840.0,819.245,22.1,10.5016,8.253527793093204
Kepler-56 c,9.8,4840.0,317.206,181.0,21.40239,2.711562658198181
Kepler-6 b,14.617,5647.0,792.218,212.31044,3.2346996,52.36306096197825
Kepler-60 b,,5905.0,319.09984731451067,3.85,7.1334,
Kepler-60 c,,5905.0,236.91176341103545,4.16,8.9187,
Kepler-643 b,10.16,4908.0,211.711,321.0083,16.33889626,2.260629000700066
Kepler-65 b,1.42,6211.0,2316.095,2.4,2.15491,2.0970846404206194
Kepler-65 c,2.58,6211.0,609.992,5.4,5.859944,26.55969155221437
Kepler-65 d,1.52,6211.0,394.549,4.14,8.13123,6.3513663691579145
Kepler-68 b,2.354,5793.0,439.917,7.65,5.3988,28.028522291038158
Kepler-68 c,1.0,5793.0,204.476,2.04,9.6051,1.0027521439291756
Kepler-7 b,18.180999999999997,5933.0,1375.11,140.16303,4.8854892,87.77494978421986
Kepler-74 b,10.76,6000.0,337.682,200.22,7.340711,13.632079956790976
Kepler-75 b,11.77,5200.0,106.484,3209.9,8.8849116,1.130923456152592
Kepler-76 b,15.244000000000002,6409.0,3583.673,638.8383,1.5449298,26.493360765165708
Kepler-77 b,10.761,5520.0,432.871,136.661,3.57878087,37.49749108389549
Kepler-78 b,1.121,5089.0,3949.619174827902,3.1783,0.35500744,3.0375783942557546
Kepler-79 b,3.47,6174.0,205.404,10.9,13.4845,7.537337942940945
Kepler-79 c,3.72,6174.0,79.765,5.9,27.4029,13.544998974643116
Kepler-79 d,7.16,6174.0,33.874,6.0,52.0902,68.87971730955488
Kepler-79 e,3.49,6174.0,18.78,4.1,81.0659,11.21193828049566
Kepler-8 b,15.872,6213.0,1444.881,187.5197,3.5224991,56.12509450814876
Kepler-80 b,2.67,4540.0,54.382,6.93,7.05246,13.615491150907806
Kepler-80 c,2.74,4540.0,36.482,6.74,9.52355,13.687952091191265
Kepler-80 d,1.53,4540.0,164.625,6.75,3.07222,3.469759622925469
Kepler-80 e,1.6,4540.0,94.781,4.13,4.64489,5.650641114394285
Kepler-81 b,2.42,4500.0,39.95,17.2,5.955,4.847944914706059
Kepler-81 c,2.37,4500.0,15.62,4.3,12.04,14.404616515942667
Kepler-82 b,4.07,5529.0,19.558,12.15,26.44,8.137618415040444
Kepler-82 c,5.34,5529.0,8.035,13.9,51.54,12.860909669439376
Kepler-83 b,2.83,4648.0,15.412,42.1,9.77,2.232078768775699
Kepler-83 c,2.36,4648.0,5.9,11.4,20.09,3.7005156720968757
Kepler-83 d,1.94,4648.0,28.81,24.6,5.169796,1.497625926340703
Kepler-84 b,2.23,6031.0,227.18371924541867,40.0,8.726,0.5300091729810118
Kepler-84 c,2.36,6031.0,135.13716620165738,20.2,12.883,1.092478322799383
Kepler-85 c,2.18,5436.0,61.929,20.9,12.513,1.1857873498063443
Kepler-85 e,1.27,5436.0,24.318,0.6,25.216751,0.9749537738462806
Kepler-87 b,13.49,5600.0,9.203,324.2,114.73635,2.9114293386777326
Kepler-87 c,6.14,5600.0,4.656,6.4,191.2318,11.72885257243752
Kepler-9 b,8.29,5774.0,48.229,43.4,19.23891,34.10503795992319
Kepler-9 c,8.08,5774.0,18.903,29.9,38.9853,36.22158328896147
Kepler-91 b,15.323,4550.0,3273.324,257.4423,6.24658,5.749909560727306
Kepler-92 b,3.51,5883.0,257.776,64.3,13.749,2.6438158605752684
Kepler-92 c,2.6,5883.0,106.207,6.1,26.723,8.934431256782192
Kepler-93 b,1.569,5669.0,283.739,3.1783,4.72674,31.89999376356754
Kepler-94 b,3.51,4781.0,216.094,10.84,2.50806,56.19668135091331
Kepler-95 b,3.42,5699.0,178.832,13.0,11.5231,11.567999869521488
Kepler-96 b,2.67,5690.0,57.524,8.46,16.2385,29.964089995241764
Kepler-97 b,1.48,5779.0,767.964,3.51,2.58664,1.1877243512198072
Kepler-98 b,1.99,5539.0,1107.389,3.55,1.54168,18.330801761478593
Kepler-99 b,1.48,4782.0,108.042,6.15,4.60358,0.8812306365568705
L 168-9 b,1.39,3800.0,154.21406351962295,4.6,1.4015,7.8073622393997715
L 98-59 c,1.35,3412.0,12.4,2.42,3.6904,26.817915236319283
L 98-59 d,1.57,3412.0,4.85,2.31,7.4512,231.85977109181837
LHS 1140 b,1.7269999999999999,3216.0,0.503,6.98,24.736959,58.481988848959105
LHS 1140 c,1.2819999999999998,3216.0,6.16,1.81,3.777931,26.025546783527805
LTT 1445 A b,1.38,3337.0,5.9621850887989885,2.2,5.35882,43.8166474776237
LTT 3780 b,1.3319999999999999,3331.0,106.0,2.62,0.768448,17.565450463857132
LTT 3780 c,2.3,3331.0,2.63,8.6,12.2519,72.59169266263781
Lupus-TR-3 b,9.976,5000.0,175.1454061716613,257.431,3.91405,3.8270485025938554
MASCARA-1 b,16.814,7554.0,8451.697907715305,1175.971,2.14878,76.86832627986325
MASCARA-4 b,17.15,7800.0,5514.794060600125,985.273,2.82406,103.81238399931757
NGTS-1 b,14.908,3916.0,65.3,258.07796,2.647298,104.44147678656122
NGTS-10 b,13.507,4600.0,928.7959526524826,687.14846,0.7668944,43.01734735699829
NGTS-11 b,9.158,5050.0,9.965208198548124,109.33352,35.45533,39.15141855198981
NGTS-2 b,17.878,6478.0,1150.2350230282614,235.1942,4.511164,152.91937028191825
NGTS-3 A b,16.589000000000002,5600.0,988.3443859099262,756.4354,1.6753728,27.661992549924527
NGTS-4 b,3.18,5143.0,950.8873302649183,20.6,1.3373508,21.121923613645937
NGTS-5 b,12.732999999999999,4987.0,208.2561495869047,72.78307,3.3569866,237.78331199460936
NGTS-6 b,14.863,4730.0,928.2154258816942,425.57437000000004,0.882059,87.17001943389624
NGTS-8 b,12.218,5241.0,503.0,295.5819,2.4997,37.04857733039496
NGTS-9 b,11.994000000000002,6330.0,729.0,921.707,4.43527,7.633583060880104
OGLE-TR-111 b,11.422,5040.0,181.90188478220065,174.8065,4.0144463,16.71496651160027
OGLE-TR-182 b,12.665999999999999,5924.0,544.9532150064645,320.995,3.9791,6.1197515536490155
OGLE-TR-211 b,15.244000000000002,6325.0,1469.1690705168535,327.351,3.67724,14.079813498848184
OGLE2-TR-L9 b,18.046,6933.0,2846.764001562164,1430.175,2.4855335,8.16567681810979
POTS-1 b,10.548,4400.0,84.39619899627161,734.16,3.1606296,4.121258434498876
Qatar-1 b,12.812000000000001,5013.0,666.3912668834931,411.27202,1.4200242,82.09325612002434
Qatar-10 b,17.295,6124.0,2401.007940400665,233.92288,1.645321,141.51447860577136
Qatar-2 b,14.056,4645.0,550.5849094419866,792.635,1.33711647,47.99128475873631
Qatar-3 b,12.285,6007.0,1330.0,1369.8473,2.5079204,7.745558651629463
Qatar-4 b,12.722000000000001,5215.0,614.0,1938.763,1.8053564,9.192653734015005
Qatar-5 b,12.408,5747.0,669.0,1373.0256,2.8792319,10.453504791922464
Qatar-6 b,11.904000000000002,5052.0,169.53787166604687,212.31044,3.506195,202.2984702883259
Qatar-7 b,19.055,6387.0,2931.692588446482,597.5204,2.032046,47.64727176769205
Qatar-8 b,14.404000000000002,5738.0,742.7255135743216,117.91493,3.71495,215.51551505925562
Qatar-9 b,11.31,4309.0,276.85369267340246,378.2177,1.540731,43.817336146039914
TOI-1130 c,16.814,4250.0,27.778700638800412,309.56642,8.350381,366.5410255202468
TOI-1235 b,1.7380000000000002,3872.0,53.6,6.91,3.444729,32.99046296666861
TOI-125 b,2.7260000000000004,5320.0,185.0,9.5,4.65382,49.3732698235579
TOI-125 c,2.759,5320.0,77.59,6.63,9.15059,59.475636703702335
TOI-125 d,2.93,5320.0,26.7,13.6,19.98,26.767800322510222
TOI-132 b,3.42,5397.0,860.0,22.4,2.1097019,36.570454466211466
TOI-1338 b,6.85,6050.0,11.777517129740819,33.0,95.174,21.098492923740796
TOI-150.01,14.067,6255.0,650.9188528083233,797.7533,5.857487,20.776300095451358
TOI-157 b,14.415,5404.0,1062.0,375.0394,2.0845435,56.76068122854584
TOI-163 b,16.69,6495.0,1300.6166011021478,387.7526,4.231306,70.3424081257135
TOI-169 b,12.173,5880.0,1443.0,251.40353,2.2554477,49.35395449314019
TOI-172 b,10.817,5645.0,299.0,1722.6386,9.47725,3.0117667381822697
TOI-1728 b,5.05,3980.0,57.78,26.78,3.49151,129.77888484839875
TOI-1899 b,15.356,3841.0,2.9,209.7678,29.02,104.49385271549819
TOI-216.01,11.29,5026.0,10.1,200.0,34.556,41.2441745477804
TOI-216.02,7.69,5026.0,25.9,30.0,17.089,109.87633274965206
TOI-677 b,13.115,6295.0,214.4736782988276,392.83788,11.2366,77.4013601709976
TOI-849 b,3.444,5373.8,2478.4121001939725,39.09,0.76552414,21.175667956395422
TRAPPIST-1 b,1.0859999999999999,2559.0,4.25,0.85,1.51087081,43.22837206908054
TRAPPIST-1 c,1.056,2559.0,2.27,1.38,2.4218233,20.917316036450238
TRAPPIST-1 d,0.772,2559.0,1.143,0.41,4.04961,23.17596102666793
TRAPPIST-1 e,0.9179999999999999,2559.0,0.662,0.62,6.099615,22.480690877498542
TRAPPIST-1 f,1.045,2559.0,0.382,0.68,9.20669,26.35802665928511
TRAPPIST-1 g,1.127,2559.0,0.258,1.34,12.35294,15.211928663404153
TRAPPIST-1 h,0.752,2559.0,0.165,0.331,18.767,15.914806074182758
TrES-1 b,12.665999999999999,5230.0,281.37868006623495,266.9772,3.03007,120.71541407241916
TrES-2 b,15.244000000000002,5850.0,903.864,473.5667,2.47063,92.4102976783756
TrES-3 b,14.975,5650.0,1209.0021817702568,607.03,1.30618581,95.05488274272024
TrES-4 b,18.046,6200.0,1670.9278664399797,247.9074,3.55395,134.71319102301925
TrES-5 b,13.384,5171.0,804.7975040761378,568.9157,1.48224686,35.9357340640638
WASP-1 b,16.623,6252.0,1954.250679484355,271.415,2.5199454,127.36153160497012
WASP-10 b,12.106,4675.0,147.42081079682774,1001.12,3.0927616,30.583909200147552
WASP-100 b,14.908,6900.0,3857.213797738294,400.4658,2.84938,87.59823344577951
WASP-101 b,16.029,6380.0,965.2721048559182,162.0933,3.58572,359.2589333031306
WASP-103 b,17.127,6110.0,6574.4705721782975,473.547,0.925542,88.93127555733841
WASP-104 b,12.745,5475.0,870.3544777761346,404.263,1.7554137,81.91635256560367
WASP-105 b,10.761,5070.0,86.52687759595038,572.094,7.87288,21.2974077635042
WASP-106 b,11.433,6055.0,290.45578412159614,514.8846,9.28971,17.998305940012692
WASP-107 b,10.536,4430.0,49.188496415968274,38.1396,5.72149,795.3580360073026
WASP-11 b,12.442,4800.0,135.16061135471554,251.0857,3.72247,105.05449541102955
WASP-113 b,15.793,5890.0,807.4549721457346,150.96925,4.54216875,128.25276609488043
WASP-114 b,15.009,5940.0,2808.748754686659,562.24127,1.5487743,11.225926799612843
WASP-117 b,11.882,6040.0,181.25680627679532,95.349,10.02165,206.17686264036882
WASP-118 b,16.141,6410.0,1473.3716167390437,163.36462,4.0460435,169.8427618720535
WASP-119 b,15.693,5650.0,1000.0548563034286,390.9309,2.49979,80.81554281534727
WASP-12 b,21.712,6360.0,7405.773511614875,465.62095,1.09142,190.3167069534399
WASP-120 b,16.511,6450.0,2054.80770056224,1541.4755,3.6112706,16.823896754894363
WASP-121 b,20.905,6459.0,5147.190990869211,375.99289,1.2749255,367.6133276438782
WASP-123 b,14.773,5740.0,876.0309916660783,285.72917,2.9776412,67.9352140213491
WASP-124 b,13.899000000000001,6050.0,617.1773521638875,190.698,3.37265,101.07417005089609
WASP-127 b,15.356,5620.0,637.4775205241777,57.2094,4.178062,801.1005709101856
WASP-129 b,10.424000000000001,5900.0,223.320436670309,317.83,5.748145,39.02014906448959
WASP-13 b,13.675,5950.0,965.2507237968144,114.4188,4.35301,274.93942606528293
WASP-130 b,9.976,5625.0,80.64750336160753,390.9309,11.55098,27.75288228093971
WASP-131 b,13.675,6030.0,750.6167072110823,85.8141,5.322023,355.0819152460683
WASP-132 b,9.752,4775.0,56.359099994001916,130.3103,7.133521,101.3475867193499
WASP-133 b,13.562999999999999,5700.0,1646.8992349906252,368.6828,2.176423,32.545405470592144
WASP-135 b,14.572000000000001,5675.0,1447.393427970656,603.877,1.4013794,53.04527284291875
WASP-136 b,15.468,6260.0,1545.1219848620194,479.9233,5.215357,49.89078143959621
WASP-138 b,12.218,6272.0,1051.0392346671458,387.7526,3.634433,32.359817590358865
WASP-139 b,8.967,5310.0,117.55998455406468,37.18611,5.924262,203.31956480764887
WASP-14 b,15.468,6475.0,1992.1019209432434,2809.6172,2.24375,24.213672283437198
WASP-140 b,16.141,5260.0,498.043610080068,775.5052,2.2359835,129.81307629424123
WASP-141 b,13.562999999999999,5900.0,930.6013117201944,854.9627,3.310651,13.7944186976192
WASP-142 b,17.15,6010.0,2605.406423802849,266.9772,2.052868,72.6160930093439
WASP-144 b,9.527999999999999,5200.0,431.43364717724376,139.8452,2.2783152,69.39843104985646
WASP-145 A b,10.088,4900.0,350.49556328360825,282.8687,1.7690381,116.95441950008855
WASP-147 b,12.498,5702.0,644.3824800949808,87.40325,4.60273,102.66947495137137
WASP-148 b,8.093,5460.0,121.51311701844443,92.48853000000001,8.80381,37.30401619185474
WASP-15 b,15.805,6300.0,1241.6640499505297,171.6282,3.7521,203.80083287748283
WASP-150 b,11.994000000000002,6218.0,761.779599170973,2688.8418,5.644207,2.4369680440738772
WASP-151 b,12.665999999999999,5871.0,460.0,98.5273,4.533471,115.45268237501956
WASP-153 b,17.374000000000002,5914.0,1400.0,123.9537,3.332609,145.30307197627437
