fpl_name,rp,teff,sinc,mp,period,TSM
WASP-156 b,5.7170000000000005,4910.0,150.0,40.68224,3.836169,92.64385668003428
WASP-157 b,,5772.0,484.46056714633266,182.0,3.951623,
WASP-158 b,11.994000000000002,6350.0,1054.1032297196236,886.7457,3.656333,10.686063080990783
WASP-159 b,15.468,6120.0,1934.9130248520903,174.8065,3.840401,55.29410971909371
WASP-16 b,13.675,5700.0,480.2734516525182,394.1092,3.1186,75.43300000361602
WASP-160 B b,12.218,5298.0,261.4098132806969,88.35674,3.7684952,168.8442015875049
WASP-161 b,12.812000000000001,6400.0,990.0,791.3967,5.4060425,15.598458179265084
WASP-162 b,11.209000000000001,5300.0,115.12182255066644,1652.716,9.62468,4.817029857672723
WASP-163 b,13.472999999999999,5500.0,1200.0,594.3421,1.6096884,55.589926264477285
WASP-164 b,12.644,5806.0,1106.895217157397,676.9779,1.7771255,34.023047109238114
WASP-165 b,14.123,5599.0,1158.6731418113447,209.13214,3.465509,42.374807586815884
WASP-166 b,7.062,6050.0,440.0,32.10083,5.44354,230.4972783122959
WASP-168 b,16.814,6000.0,541.9051177500548,133.4886,4.153658,306.65300472106935
WASP-169 b,14.617,6110.0,1088.4201958549395,178.30263,5.6114118,55.18963610182067
WASP-17 b,20.961,6550.0,953.5264074138015,247.9074,3.73543,235.63546376163129
WASP-170 b,12.285,5600.0,680.0,508.528,2.34478022,40.147691768033496
WASP-171 b,10.985,5965.0,1203.7473537998803,344.52772000000004,3.8186244,14.02347548561055
WASP-172 b,17.598,6900.0,1538.0667229188261,149.3801,5.477433,173.78318781009108
WASP-173 A b,13.450999999999999,5800.0,1920.0,1172.7927,1.38665318,30.54218360928657
WASP-175 b,13.54,6229.0,1004.5133234550235,314.6517,3.0652907,43.831451173552544
WASP-176 b,16.87,5941.0,1457.5046481602974,271.74465,3.899052,59.48474716014062
WASP-177 b,17.71,5017.0,286.7242648206064,161.45764,3.071722,423.65924485800645
WASP-178 b,20.288,9360.0,6172.531615703634,527.5978,3.3448285,178.74385773783894
WASP-180 A b,13.899000000000001,6600.0,1029.9882636593682,286.047,3.409264,114.14605840378606
WASP-181 b,13.270999999999999,5839.0,327.2089363132453,95.03116999999999,4.5195064,170.9394097245378
WASP-182 b,9.527999999999999,5638.0,797.0047827223157,47.03884,3.3769848,118.88793480251286
WASP-183 b,16.477,5313.0,253.1440002210523,159.55066000000002,4.1117771,201.0817842594548
WASP-184 b,14.908,6000.0,803.0553589143636,181.1631,5.1817,55.08589336938506
WASP-185 b,14.011,5900.0,299.0757644594495,311.4734,9.38755,55.43483109458142
WASP-19 b,15.603,5568.0,3314.2843423568893,339.76027,0.78883899,178.64163271794828
WASP-190 b,12.89,6400.0,876.5021935144167,317.83,5.367753,30.891973697338297
WASP-192 b,13.787,5910.0,1148.2293935042248,731.009,2.8786765,19.292095859669526
WASP-2 b,12.117,5180.0,492.0,295.89973,2.152175,111.07771861918307
WASP-20 b,16.387999999999998,5940.0,599.6659387808795,98.841,4.8996284,419.2972227234042
WASP-21 b,11.99,5800.0,528.8791393223287,95.345,4.322482,181.89574444259537
WASP-22 b,13.787,6000.0,674.2352466705645,212.9461,3.53269,97.57366873392105
WASP-23 b,10.783,5150.0,273.24498981060196,280.95,2.9444256,63.005706595910326
WASP-24 b,15.468,6075.0,1630.6333552778158,394.1092,2.34121,76.81248484298402
WASP-25 b,11.994000000000002,5750.0,365.4937989876341,139.8452,3.76483,205.21925379429575
WASP-26 b,13.562999999999999,6034.0,1322.4601806216172,270.1555,2.7566,118.71701468223416
WASP-28 b,13.597000000000001,6150.0,765.9820212833484,288.26,3.40883,75.29741454012932
WASP-29 b,8.631,4800.0,149.34125008165515,73.1009,3.92273,212.610590965981
WASP-3 b,15.917,6400.0,2607.7822946459023,772.3269,1.84683,69.20840523913508
WASP-31 b,17.363,6302.0,1020.602189690282,151.916,3.4059096,262.36045936044553
WASP-32 b,10.761,6140.0,985.8969516035894,835.8929,2.71866,23.520764515837374
WASP-33 b,17.855999999999998,7430.0,8668.428169300325,665.21819,1.21987,388.6708997938234
WASP-34 b,11.209000000000001,5700.0,299.32280438872954,177.9848,4.31768,186.42466229527508
WASP-35 b,14.572000000000001,5990.0,733.8862031635664,225.6593,3.16158,206.4892403848999
WASP-36 b,14.874,5959.0,1519.028298336141,750.39663,1.53736596,43.52765562583221
WASP-37 b,13.002,5800.0,508.58224261252195,572.07,3.577469,29.309277680037823
WASP-38 b,13.787,6180.0,414.5760707908823,1093.3352,6.87188,33.00679713231533
WASP-39 b,14.235,5400.0,261.890042534452,88.989,4.055259,380.02688455432957
WASP-4 b,14.807,5400.0,1183.1871829468698,376.94638,1.33823147,118.69666279881686
WASP-41 b,12.33,5545.0,396.5726905057727,270.1555,3.0524,137.76326849954194
WASP-42 b,12.575999999999999,5315.0,180.1143787438612,167.49641,4.9816819,137.07639411835788
WASP-43 b,10.424000000000001,4400.0,598.5603613397741,565.714,0.813475,88.33122934577112
WASP-44 b,12.33,5420.0,533.0,276.5121,2.423804,57.622673893897726
WASP-45 b,10.604000000000001,5150.0,294.0,306.38812,3.126089,50.355556925631895
WASP-46 b,13.159,5600.0,1197.2157109580617,607.0553,1.43036763,42.65992727153525
WASP-47 b,12.63,5552.0,534.0,363.1,4.1591289,46.72735817209634
WASP-47 d,3.576,5552.0,190.0,13.1,9.03077,25.268530655959292
WASP-47 e,1.81,5552.0,4895.0,6.83,0.789592,13.938253679126609
WASP-48 b,16.814,5920.0,2830.2087786794727,254.264,2.14363,131.09985296048495
WASP-49 b,12.442,5600.0,585.8062494606113,117.5971,2.78174,256.50894612154787
WASP-5 b,12.184000000000001,5700.0,1407.2589739067068,502.15,1.6284279,43.03172609919396
WASP-50 b,13.07,5400.0,621.423008002707,466.8287,1.9551,90.13448476310903
WASP-52 b,14.24,5000.0,475.5715392303044,146.2,1.7497798,361.13192465409645
WASP-53 b,12.038,4953.0,205.4925266826822,677.61356,3.3098443,31.371368812792454
WASP-54 b,17.71,6100.0,1671.8415270577989,187.5197,3.69364,262.43136009721553
WASP-55 b,14.908,5900.0,427.8331482620411,193.8763,4.46563,146.66704659809866
WASP-56 b,10.536,5600.0,347.03157392247823,143.0235,4.6171,82.03575347362091
WASP-57 b,11.769,5600.0,535.7881589563432,204.68251999999998,2.83891856,67.15120645919468
WASP-58 b,16.029,5800.0,441.9303603983193,308.2951,5.01718,98.81092582672395
WASP-59 b,8.687000000000001,4650.0,32.14047376979915,274.276,7.919585,40.00907969170366
WASP-6 b,11.545,5450.0,325.91365218540506,117.5971,3.36101,234.5571216169109
WASP-60 b,9.863999999999999,5900.0,494.1475095267028,174.8065,4.305,38.86221483885678
WASP-61 b,15.805,6250.0,952.8851236871363,851.7844,3.8559,19.587728001063923
WASP-62 b,14.796,6230.0,688.3014278338725,165.2716,4.41195,297.2368751041369
WASP-63 b,15.805,5550.0,910.7907400051025,117.5971,4.37808,185.7159300076064
WASP-64 b,14.247,5400.0,1223.2449188873,403.945,1.5732918,64.2907017717912
WASP-65 b,12.464,5600.0,807.1836314327435,492.62,2.3114243,48.349738089994595
WASP-66 b,15.693,6600.0,1743.0135811652844,746.9005,4.08605,24.83067564586276
WASP-67 b,12.89,5200.0,183.87978419272957,136.6669,4.61442,180.42514639226758
WASP-68 b,14.796,5910.0,802.9637480634357,343.2564,5.0843,68.03239387775197
WASP-69 b,12.442,4700.0,141.13684157383454,92.1707,3.86814,772.1904159046813
WASP-7 b,14.908,6400.0,807.1879827498391,305.1168,4.9546416,169.0040585051856
WASP-70 A b,13.047,5763.0,624.0241706911484,187.512,3.7130203,127.64891227946518
WASP-71 b,13.227,6050.0,3013.6852493231563,441.7837,2.90367,44.38534248719674
WASP-72 b,14.46,6250.0,2972.978832277061,731.009,2.21673,20.931513288665723
WASP-73 b,15.917,6030.0,1664.3739838457018,908.9938,4.08722,18.8143232899204
WASP-74 b,15.244000000000002,5990.0,2238.3589395761064,228.8376,2.13775,330.1480112865421
WASP-75 b,14.235,6100.0,1657.0,340.06,2.484193,88.66384403342775
WASP-76 b,20.511999999999997,6250.0,3769.1877159204805,292.4036,1.809886,484.6682264748669
WASP-77 A b,15.468,5365.0,1173.137076149792,727.8307,1.36003,141.6412725508693
WASP-78 b,21.633000000000003,6100.0,4588.885668946672,352.7913,2.17518,69.15482474276641
WASP-79 b,18.719,6600.0,1588.2279469468967,270.1555,3.66238,264.8840866372443
WASP-8 b,12.665999999999999,5600.0,122.44273154989226,807.2882,8.15872,50.423403354742206
WASP-80 b,11.198,4143.0,77.5005611025448,170.99254,3.06785234,321.4400004760118
WASP-81 b,16.018,5870.0,1142.2320035866358,231.69807000000003,2.7164762,112.70796261486656
WASP-82 b,18.159000000000002,6480.0,3720.2978306399514,371.8611,2.70579,141.75369224748965
WASP-83 b,11.657,5510.0,261.75058373259066,95.349,4.971252,134.0821820658794
WASP-84 b,10.559000000000001,5314.0,67.7961745255115,220.565,8.5234865,117.88106411198719
WASP-85 A b,,6112.0,733.7996030588512,402.1,2.6556777,
WASP-87 b,15.524000000000001,6450.0,4766.40171563252,692.8694,1.682795,58.447437895157016
WASP-88 b,16.365,6430.0,1601.1598300650944,133.4886,4.954,158.08876897167406
WASP-89 b,11.657,5130.0,264.32997191649895,1875.197,3.3564227,6.913822947795826
WASP-90 b,18.271,6430.0,1899.0336228239223,200.2329,3.916243,127.55215610441525
WASP-91 b,11.545,4920.0,289.17426289513764,425.8922,2.798581,56.72945849048765
WASP-92 b,16.375999999999998,6280.0,2068.062298882288,255.85315,2.1746742,88.74574387265066
WASP-93 b,17.901,6700.0,2360.862092437505,467.2101,2.7325321,106.5942159747171
WASP-94 A b,17.71,6170.0,846.1255615133496,158.915,3.95019,406.1248557466467
WASP-95 b,13.787,5830.0,1122.3813308766098,457.6752,2.18467,114.55402101683528
WASP-96 b,13.45,5540.0,453.27456033445463,152.55,3.4252602,119.31632954078746
WASP-97 b,12.777999999999999,5640.0,936.9496488084974,432.2488,2.07276,96.37622540259076
WASP-98 b,12.823,5473.0,311.3214149820313,293.03926,2.96264036,81.15502820620966
WASP-99 b,11.433,6150.0,770.1826991740962,772.3269,5.75251,24.95018087023813
WTS-1 b,16.7,6250.0,834.5494633930587,1274.44,3.352057,4.00341733254784
WTS-2 b,15.277999999999999,5000.0,917.2056580979444,355.9696,1.0187068,51.441576149688466
XO-1 b,12.777999999999999,5750.0,346.8706194135145,263.7989,3.94153,145.21975893594094
XO-2 N b,11.130999999999998,5307.0,515.709204682792,179.89178,2.61586178,134.35553618280775
XO-3 b,15.805,6429.0,2904.4803946918987,2316.9807,3.19154,26.62074839257976
XO-4 b,14.011,6397.0,1170.061814187641,451.3186,4.12508,63.310226854815795
XO-5 b,12.78,5430.0,375.3454913950421,378.2,4.1877558,42.67322411422721
XO-7 b,15.39,6250.0,1540.0,225.34147000000002,2.8641424,181.48011862541682
pi Men c,2.042,6037.0,309.0,4.82,6.2679,227.9545087805416
