Planet Radius Value,Stellar Mass,Orbital Period Value,Star Radius Value,Effective Temperature Value,J mag,TIC Declination,Effective Stellar Flux Value,pl_masses,mass_flag,Ars,K_amp,TSM,Full TOI ID
13.395,1.08,7.817953,1.66,5542.0,11.875,-25.34971,374.2,1080.622,1.0,10.248438425320565,331.3427456494115,4.79135874018807,HATS-61 b
13.529000000000002,0.93,3.0566527,1.07,5627.0,12.630999999999998,-28.197287,634.1,305.1168,1.0,8.087924684247373,141.35547691311027,33.9550694047018,HATS-63 b
18.82,1.56,4.908897,2.11,6554.0,11.968,-29.800437,1711.0,305.1168,1.0,6.683093227761506,85.50121100281832,40.87223112778035,HATS-64 b
16.825,1.26,3.105161,1.31,6277.0,11.405,-26.740201000000003,1178.0,260.93843,1.0,7.387045888079681,98.21552846215626,104.58855314506401,HATS-65 b
15.815999999999999,1.41,3.1414391,1.84,6626.0,13.083,-33.881703,2637.0,1694.0339,1.0,5.5026278260571475,589.2736080275456,3.830729005058952,HATS-66 b
18.887,1.44,1.6091788,1.44,6594.0,12.638,-46.136424,3821.0,460.8535,1.0,4.533048535017495,197.5621050966042,52.69114880601199,HATS-67 b
13.809000000000001,1.35,3.5862202,1.75,6147.0,11.25,-58.904757,1521.0,410.0007,1.0,6.2286463229382845,140.47540261997702,23.619745468591184,HATS-68 b
6.311,0.85,3.185315,0.81,4985.0,11.527999999999999,-21.207695,225.71161680120633,38.1396,1.0,10.657419061671042,18.50531881658226,61.71210386439071,HATS-7 b
15.513,1.78,1.8882378,1.88,7930.0,12.139000000000001,-31.244406,9110.0,4100.007,1.0,4.145552682600007,1446.7812929983816,3.046855734261779,HATS-70 b
8.097000000000001,0.73,7.3279474,0.72,4656.1,10.424000000000001,-16.999941,49.58,39.85588,1.0,19.86060686141737,16.213131253458535,179.56591659429472,HATS-72 b
9.785,1.06,3.583893,1.09,5679.0,13.097999999999999,-25.748317999999998,507.7721414614933,43.86054,1.0,9.221636008836999,17.66046914364341,65.64569384895209,HATS-8 b
13.85,1.1,1.915291,1.56,5599.0,11.885,-20.166317000000003,2210.6599442787915,266.02371,1.0,4.295944257630508,128.774780102682,37.83935882887205,HATS-9 b
2.44,1.09,9.55237,1.3,6327.0,8.116,-0.393484,240.0,12.6,1.0,15.002676101213659,3.591696942370218,23.641838398226394,HD 106315 b
4.35,1.09,21.05704,1.3,6327.0,8.116,-0.393484,83.0,15.2,1.0,25.411259464050392,3.3292315303224553,77.87625526219799,HD 106315 c
2.63,1.0,16.9841,1.09,5725.0,8.73,-9.946078,67.0,24.5,1.0,25.517082812977076,6.1057041296186405,11.325664489544565,HD 119130 b
11.5,1.32,11.53533,2.34,5521.0,6.442,-66.35891,356.0,131.89945,1.0,10.074526200936274,31.076650711414675,153.32292503167483,HD 1397 b
8.295,1.42,2.87589,1.41,6179.0,7.117999999999999,38.347309,1314.0990615233993,120.7754,1.0,6.786111818289255,43.06383292025659,172.8713379489528,HD 149026 b
1.64,0.9,4.75615,0.86,5125.0,7.553,-27.635206,160.32786423136815,7.51,1.0,13.365398417206654,3.068858989128096,30.609283723323355,HD 15337 b
2.39,0.9,17.1784,0.86,5125.0,7.553,-27.635206,28.931622056161576,8.11,1.0,31.462992119186787,2.1599753487382225,57.177524994139766,HD 15337 c
1.29,1.08,2.178,1.21,5928.0,5.269,52.790684,1425.3325586586166,2.22,1.0,5.997316388593904,1.0422415020616604,18.976395953136873,HD 158259 b
12.33,1.41,21.21663,1.55,6040.0,7.08,71.753235,101.4305767369543,1115.5833,1.0,23.339314885929,205.2962321889541,27.283467113458393,HD 17156 b
12.665999999999999,0.79,2.21857567,0.75,5052.0,6.0729999999999995,22.710854,356.0,359.1479,1.0,8.82591539305311,206.41806646177093,848.572390670516,HD 189733 b
15.581,1.23,3.52474859,1.19,6091.0,6.591,18.884319,741.5601927677437,232.0159,1.0,8.77814334056098,85.0724243009197,925.005723144649,HD 209458 b
1.745,1.07,1.008035,1.1,5978.0,6.806,-59.864468,3423.9286194921733,8.83,1.0,3.935030872132217,5.392582918935554,58.126959432253834,HD 213885 b
1.6019999999999999,0.81,3.092926,0.78,4699.0,3.9810000000000003,57.168354,176.2,4.74,1.0,10.679295048284052,2.398367164714751,292.0180441092127,HD 219134 b
1.511,0.81,6.76458,0.78,4699.0,3.9810000000000003,57.168354,62.1,4.36,1.0,17.99382354544934,1.6995477910743408,205.21871411488715,HD 219134 c
4.71,0.92,6.03607,1.03,5527.0,8.557,-56.903786,223.1038623548107,16.6,1.0,13.177227937621431,6.174218069131016,142.7711513645683,HD 219666 b
9.17,1.21,14.2767,2.94,5080.0,6.568,-21.801424,342.9213364899368,60.5,1.0,8.97901804470734,14.069317606297323,98.73931367550527,HD 221416 b
4.42,0.75,17.667,0.73,4826.33,7.865,-62.767075,17.834524818152232,17.92,1.0,35.53873206956094,5.339411721045244,159.1226393707608,HD 23472 b
4.31,0.75,29.625,0.73,4826.33,7.865,-62.767075,8.952290005861336,17.18,1.0,50.16093570156101,4.308704543749124,129.53286522975597,HD 23472 c
16.141,1.43,4.12688,1.56,6801.0,8.825,-76.304061,1451.7533589178802,371.8611,1.0,7.821639646274972,117.00379857895199,157.85853999888778,HD 2685 b
1.7,0.94,0.959624,0.87,5528.0,7.547999999999999,4.381469,1625.0,5.02,1.0,4.611263377510256,3.3975717076311143,91.73142906211068,HD 3167 b
2.86,0.94,29.83832,0.87,5528.0,7.547999999999999,4.381469,16.6,9.8,1.0,45.596912774334996,2.1092751429687002,72.28177438890476,HD 3167 c
11.994000000000002,1.15,111.4367,1.04,5561.0,7.702000000000001,50.603722,4.117001872115493,1392.0954,1.0,98.20055256285573,168.82815498999827,15.067292814779057,HD 80606 b
1.6130000000000002,1.18,0.719573,1.22,5838.0,8.315,14.367923000000001,5625.492666489043,5.6,1.0,2.927834833759927,3.585025530752592,33.253837102070854,HD 80653 b
7.398,1.16,11.8143,1.75,5576.0,8.091000000000001,10.129028,233.48385835654452,34.9613,1.0,13.110394891375375,8.906972247628229,114.071468269197,HD 89345 b
2.354,0.89,9.4909,0.74,5175.0,6.202999999999999,25.710384,49.48884798862418,9.5349,1.0,24.52820175004119,3.11796227427149,133.65119308950756,HD 97658 b
2.4659999999999997,0.81,9.1205,0.72,5089.0,8.604,0.44551599999999997,49.19477096832768,12.7132,1.0,23.79052926544035,4.485826799648388,40.22956076946198,HIP 116454 b
3.84,0.92,19.3044,0.98,5620.0,11.059000000000001,1.690636,54.1,27.0,1.0,30.06329424476597,6.816115805074493,12.43915161250866,K2-10 b
3.37,0.99,8.267704,0.91,5464.0,10.540999999999999,13.49753,104.13447876669628,30.0,1.0,18.850495964897267,9.567974346854102,13.678231039892323,K2-105 b
15.98,1.3,3.313959,1.81,6061.0,11.564,-22.293402,1760.0090418667608,266.9772,1.0,5.641957263374066,96.30453660630394,47.10979687674915,K2-107 b
5.33,1.17,4.733999,1.76,5599.0,10.985999999999999,16.419609,762.0,59.4,1.0,7.105542196620491,20.4097178212487,8.926157488753084,K2-108 b
2.56,0.75,13.86387,0.71,4950.0,10.184,-12.284491000000001,25.790298606095956,16.7,1.0,31.08714838804597,5.394667145022591,14.482949970415724,K2-110 b
1.9,0.88,5.35117,1.23,5730.0,9.767999999999999,21.298685,444.54352393918606,8.6,1.0,10.033461154591745,3.429869562644204,9.454463971200653,K2-111 b
12.14,1.04,5.817685,1.24,5660.0,12.347000000000001,6.868894999999999,344.2116947536962,410.0007,1.0,11.125479175981512,142.26437325965557,13.288256506408183,K2-113 b
10.67,0.89,11.391013,0.84,5044.0,12.835,11.922265,45.12197550641614,587.9855,1.0,24.403649383203483,180.92684630566222,6.5886828331523,K2-114 b
12.06,0.95,20.272615,0.88,5657.0,12.107999999999999,12.281936,34.781927721074354,266.9772,1.0,34.96183404185053,64.90413455600243,25.001975365930402,K2-115 b
1.7,0.84,0.36931,0.75,5245.0,10.57,-9.765217999999999,4228.009025914707,6.3,1.0,2.7259739780967047,6.318410722476646,30.18032240176074,K2-131 b
14.572000000000001,1.08,9.1751,3.85,4840.0,10.152999999999999,-8.747175,942.4934693465034,155.7367,1.0,4.916434098260657,45.27120411670188,22.17420988285933,K2-132 b
9.11,0.96,28.380619,0.88,5370.0,10.177,-17.910688,17.90845843416296,123.00021000000001,1.0,43.90542074826943,26.544115609406642,48.21497992058789,K2-139 b
12.25,1.0,6.56918,0.99,5705.0,11.421,-9.60764,188.5,323.86877000000004,1.0,14.914249665500163,110.77689849383084,36.158182448293964,K2-140 b
1.51,0.71,0.2803244,0.68,4599.0,9.086,-1.189274,3319.125844761676,5.08,1.0,2.365449241399257,6.247721995313028,59.485544934330655,K2-141 b
2.05,0.33,2.6446,0.33,3385.0,12.183,19.092878,20.7,5.77,1.0,16.85750115153997,5.5971082428054615,36.85322609379007,K2-146 b
2.19,0.33,4.00498,0.33,3385.0,12.183,19.092878,11.02872139615411,7.49,1.0,22.23071529214718,6.326879907063631,30.14117295316982,K2-146 c
2.37,0.36,32.939623,0.41,3457.0,9.763,7.5883910000000006,1.005,8.92,1.0,75.05135806284794,3.522417495606457,35.203684441618705,K2-18 b
7.74,0.93,7.9194,0.86,5430.0,11.595999999999998,0.603575,125.9,28.5,1.0,18.982491466108687,9.613377243516629,106.90233344405458,K2-19 b
4.86,0.93,11.90715,0.86,5430.0,11.595999999999998,0.603575,73.1,15.9,1.0,24.91324182458616,4.681550733907171,41.40781661694186,K2-19 c
1.75,0.7,2.1748,0.72,4503.0,10.394,6.346971,248.0,8.0,1.0,8.713826235733677,5.017284207927495,14.649142808690057,K2-216 b
1.14,0.87,0.58426,0.79,5315.0,9.517999999999999,-6.721861,2621.31114055714,2.49,1.0,3.555051730902238,2.093638251221826,4.507958755994165,K2-229 b
11.209000000000001,1.19,11.168454,1.16,6154.0,8.738999999999999,18.654535,161.28584290619614,126.49633999999999,1.0,19.213900320617554,32.28242491434327,168.8259634630032,K2-232 b
18.405,1.23,2.1805577,1.38,6099.0,10.508,-28.710564,1901.8293439050033,392.83788,1.0,5.495790491243915,169.0458864453052,139.5283073084638,K2-237 b
14.572000000000001,1.19,3.20466,1.59,5630.0,12.464,-7.857499000000001,1121.569689084246,273.3338,1.0,6.0982093768365715,105.7592986605582,26.69070047257369,K2-238 b
5.4,1.07,20.88977,1.16,5625.0,9.635,-24.990332000000002,60.1,19.0,1.0,28.152796285492332,4.224452003287292,62.813978347480855,K2-24 b
7.5,1.07,42.3391,1.16,5625.0,9.635,-24.990332000000002,23.4,15.4,1.0,45.08791785616892,2.705628586475591,164.06742805600268,K2-24 c
17.396,1.39,2.6266657,1.69,6367.0,11.4,16.867718,2436.1399142033724,451.3186,1.0,5.29196861223256,168.23729680382922,48.239257892085966,K2-260 b
9.527999999999999,1.1,11.63344,1.65,5537.0,9.337,0.49335200000000007,213.43501852641148,70.87609,1.0,13.521188973198448,18.80409456373961,74.48820876141163,K2-261 b
2.41,0.88,50.818947,0.85,5368.0,10.216000000000001,15.680626,8.130880385983005,14.8,1.0,65.1110804160932,2.787288334100102,7.024123913739479,K2-263 b
1.71,0.92,2.369172,0.98,5477.0,9.726,-14.494689000000001,677.7062090613952,6.54,1.0,7.424435235054279,3.3222898302331996,16.174281899469307,K2-265 b
3.3,0.69,0.658524,0.7,4285.0,9.611,0.9375709999999999,879.5,11.26782,1.0,4.022183598935067,10.625119456424816,150.56384316155246,K2-266 b
0.705,0.69,7.814,0.7,4285.0,9.611,0.9375709999999999,32.4,0.29013,1.0,20.924885506041473,0.11994605232993968,3.710534868990898,K2-266 c
2.93,0.69,14.697,0.7,4285.0,9.611,0.9375709999999999,13.95,8.9,1.0,31.883545909855588,2.980791267340165,47.38918773842684,K2-266 d
2.73,0.69,19.482,0.7,4285.0,9.611,0.9375709999999999,9.581,14.3,1.0,38.47422186938733,4.359894506934392,21.37850219032003,K2-266 e
4.48,0.87,6.771315,0.89,5248.0,11.157,1.2307379999999999,116.0,30.9,1.0,16.160727902374173,11.480791299101567,22.889787407032895,K2-27 b
2.59,0.83,3.471745,0.79,4975.0,10.477,1.30029,234.31,9.68,1.0,11.481359461668024,4.636865941047356,30.201028115508862,K2-285 b
3.53,0.83,7.138048,0.79,4975.0,10.477,1.30029,50.35,15.68,1.0,18.564406852817438,5.906787664018826,37.71129039746712,K2-285 c
9.494,1.06,14.893291,1.07,5695.0,9.677,-22.358261,74.0667601401602,100.11645,1.0,24.281440986318497,25.073896194112983,81.41679979394979,K2-287 b
13.339,0.94,3.2588321,0.86,5358.0,10.622,24.402042,293.0,232.0159,1.0,10.539370028788033,104.47098775580774,139.39056957176905,K2-29 b
11.276,1.19,48.36685,1.51,6302.0,9.771,-20.198818,42.57730153795269,246.00042000000002,1.0,39.216280894496755,38.51581778972414,23.243605589119873,K2-290 c
1.589,0.93,2.225177,0.9,5520.0,8.765,21.54863,633.0,6.49,1.0,7.7813928901224685,3.342348473227443,23.763364470334178,K2-291 b
10.054,0.74,4.024867,0.7,4444.0,11.807,6.816871000000001,85.48202051980377,106.47305,1.0,13.762881947084043,52.41053033478583,82.56254433438012,K2-295 b
2.18,0.6,10.05449,0.56,3896.0,9.421,-1.454787,10.9,8.1,1.0,29.53463329580781,3.3794655236330318,34.0108207071404,K2-3 b
1.85,0.6,24.64354,0.56,3896.0,9.421,-1.454787,3.3,2.1,1.0,53.69002601334386,0.6498322793539573,59.46309700905792,K2-3 c
1.51,0.6,44.55983,0.56,3896.0,9.421,-1.454787,1.5,7.5,1.0,79.68695566936725,1.9050063975685962,7.431464409197067,K2-3 d
11.645999999999999,0.9,4.098503,0.84,5425.0,11.632,22.299404,299.0,184.02357,1.0,12.391224273062825,79.02306616656158,71.89915889472091,K2-30 b
11.882,0.91,1.25785,0.78,5280.0,9.318,-23.547864999999998,1272.0,563.83042,1.0,6.093978621858695,356.3103799312333,116.43867029044686,K2-31 b
4.96,0.86,8.991828,0.84,5415.0,10.404000000000002,-19.542822,77.7,16.5,1.0,20.606996017322228,5.620645096162379,84.40661288967537,K2-32 b
3.27,0.86,31.7142,0.84,5415.0,10.404000000000002,-19.542822,14.5,10.3,1.0,47.74763518612187,2.304999598716382,28.33119937940746,K2-32 d
13.96,1.15,2.995633,1.44,6071.0,10.527999999999999,22.235909,1392.2639243540139,539.67534,1.0,6.364413002316436,218.48501809570575,37.30461782262059,K2-34 b
1.43,0.79,1.422614,0.72,4916.0,10.033999999999999,3.866393,529.0,3.9,1.0,6.836446430284133,2.599369610202789,3.596779235237638,K2-36 b
3.2,0.79,5.340888,0.72,4916.0,10.033999999999999,3.866393,90.0,7.8,1.0,16.513837626669375,3.344946957761764,87.35206585731756,K2-36 c
1.906,2.24,4.01593,1.38,5757.0,9.911,-23.189287,465.9,19.0698,1.0,10.08378331325546,4.489203213476858,3.208517424881231,K2-38 b
2.42,2.24,10.56103,1.38,5757.0,9.911,-23.189287,128.3,9.9,1.0,19.21189772992148,1.6884373115259426,9.16472365638781,K2-38 c
6.277,0.66,4.60543,2.97,4881.0,9.082,-9.022769,1356.0,28.6047,1.0,3.4158659183987847,14.528983444269112,32.12531039935765,K2-39 b
7.656000000000001,0.97,3.00265,1.12,5500.0,11.41,-13.731701999999999,1212.0,135.39558,1.0,7.743515863718021,61.35344365561726,22.184093028563986,K2-60 b
2.49,1.11,5.06963,1.67,5887.0,10.948,-10.711549,840.0,21.3,1.0,7.702017954971683,7.408939470100842,3.1741892412521864,K2-66 b
10.61,1.2,8.406726,4.47,4717.0,10.694,10.847586,1200.5886123851167,152.5584,1.0,4.13745531353495,42.56214570599761,5.367561644127684,K2-97 b
5.2,1.2,10.136448,1.57,6172.0,11.124,11.511144999999999,338.27775323617135,32.2,1.0,13.34485286108413,8.440282039423453,14.504632159181057,K2-98 b
11.73,1.63,18.251985,2.63,6217.0,10.024,-5.4424660000000005,363.72133971428536,308.2951,1.0,13.057980547584188,54.15709599668674,10.472288991902861,K2-99 b
12.442,1.32,1.217514,1.46,6518.0,9.682,39.383808,5761.747910915919,8654.15,1.0,3.6062037391587953,4314.53828281234,3.373747144569146,KELT-1 b
15.681,1.11,4.1662739,1.21,5948.0,9.693,-47.003242,600.0,215.80657000000002,1.0,9.326456382769354,80.14023054130769,222.6287932624791,KELT-10 b
15.132,1.44,4.7361,2.69,5375.0,6.6160000000000005,-9.399025,1433.0,54.34893,1.0,4.983620405146777,16.257717249352062,819.5628669402937,KELT-11 b
19.952,1.59,5.031623,2.37,6279.0,9.631,36.570232,1749.0,301.9385,1.0,6.087214235546742,82.8580858529818,114.87040583097573,KELT-12 b
19.537,1.24,1.7100566,1.52,5720.0,9.808,-42.409744,2454.983308558504,408.09372,1.0,4.254675665365484,189.40545245339894,194.83733634799,KELT-14 b
19.504,2.06,3.32944,1.78,6003.0,10.205,-52.120453000000005,1197.6024159876538,416.3573,1.0,6.7093280736442145,110.32691881889745,96.44429621143827,KELT-15 b
15.860999999999999,1.21,0.9689951,1.36,6236.0,10.927999999999999,31.661034,6018.508952059122,874.0325,1.0,3.229731588915009,498.2882638017837,45.42469608528403,KELT-16 b
17.094,1.64,3.0801716,1.65,7454.0,8.745,13.735319,3159.3811056449604,416.3573,1.0,6.369076160650628,131.8142909685686,188.6388050790337,KELT-17 b
17.598,1.52,2.8717518,1.91,6670.0,9.454,59.444275,3152.0,375.0394,1.0,5.119665565170397,127.85451026913441,122.78185507244734,KELT-18 b
15.132,1.54,4.11379,1.93,6327.0,7.669,30.957144,1590.8955751737356,540.311,1.0,6.466562889119251,161.98189415552443,101.90007291521268,KELT-2 A b
14.83,0.94,2.255251,1.0,5899.0,9.208,66.358762,991.183,298.12453999999997,1.0,7.091449852491203,151.7625841704108,283.80461115839245,KELT-23 A b
14.258,1.46,5.5514926,1.51,6509.0,7.4079999999999995,71.655876,750.9,1646.3594,1.0,9.91538717141086,462.8106446459044,42.81930011766703,KELT-24 b
17.486,1.96,2.70339,1.7,6304.0,8.963,40.388069,1812.9508568144902,616.5902,1.0,6.013648870578703,181.03957429541134,101.1129951755956,KELT-3 b
19.044,1.2,2.9895932,1.6,6206.0,9.017000000000001,25.573189000000003,1829.3176011978271,286.68266,1.0,5.801999133016468,112.8912840603841,310.05512307636803,KELT-4 A b
14.572000000000001,1.42,7.8457,1.73,6102.0,9.302,30.640051,493.5739333756977,165.2716,1.0,10.798588014646096,42.174112593474064,130.26825918012275,KELT-6 b
17.934,1.76,2.73477,1.81,6768.0,7.739,33.318165,2888.69297086795,441.7837,1.0,5.491217948265801,138.82834861944602,265.1389366891954,KELT-7 b
18.159000000000002,0.81,3.24406,1.46,5754.0,9.586,24.12738,1311.8443664889642,209.7678,1.0,5.889755025372056,104.46473381240415,312.4174873844236,KELT-8 b
21.195999999999998,2.52,1.4811235,2.36,10170.0,7.457999999999999,39.938828,44900.0,915.3504,1.0,3.153877745019212,277.78392371148215,280.4346795888841,KELT-9 b
13.787,1.5,17.855182,1.4,6466.33,10.460999999999999,41.010991,196.507,349.613,1.0,23.51298321258263,65.39167928434566,33.539186340561265,KOI-12 b
10.54,0.99,86.647661,1.13,5520.0,13.222000000000001,44.927383,7.292665593450612,460.83,1.0,72.69987755223893,67.16074680598582,2.3756326329633697,KOI-1257 b
16.948,1.72,1.763588,1.74,7650.0,9.466000000000001,46.868362,25339.901,2949.4624,1.0,4.231108409265924,1089.3699008762762,21.082941636285,KOI-13 b
3.78,0.96,10.95416,0.88,5471.0,11.882,40.669407,68.563,8.7,1.0,23.27499632711766,2.578670910110813,34.58658466033456,KOI-142 b
1.9,1.02,20.4415,0.97,5370.0,13.630999999999998,40.618421000000005,32.366507389294,4.6,1.0,32.65873253280639,1.0635811881219674,2.49223891277765,KOI-1599.01
1.9,1.02,13.6088,0.97,5370.0,13.630999999999998,40.618421000000005,55.67835694590916,9.0,1.0,24.90026904139618,2.3831587232180267,1.4588231217549659,KOI-1599.02
11.097000000000001,1.01,141.241671,0.96,5830.0,13.384,45.309677,3.3686637470516003,613.4119,1.0,119.31827105749299,74.95504154153488,2.2081065018013817,KOI-3680 b
1.71,1.28,3.743208,1.52,6182.0,11.218,41.891117,1053.181,10.5,1.0,7.2491130235188175,3.674671459713723,2.406323258060013,KOI-94 b
4.32,1.28,10.423648,1.52,6182.0,11.218,41.891117,268.219,15.6,1.0,14.348353093719115,3.880567332361326,16.941438426345517,KOI-94 c
11.27,1.28,22.342989,1.52,6182.0,11.218,41.891117,97.12,106.0,1.0,23.85337002831104,20.450439478195253,34.33331021828861,KOI-94 d
6.56,1.28,54.32031,1.52,6182.0,11.218,41.891117,29.7,35.0,1.0,43.128437459689415,5.0217817624247445,15.25057713286663,KOI-94 e
11.545,0.89,1.706291,0.91,5165.0,11.41,64.96401999999999,729.0,346.4347,1.0,6.3535995476073595,200.72164082698401,46.68967923323552,KPS-1 b
1.4809999999999999,0.91,0.837491,1.06,5708.0,9.889,50.241299,3741.78,4.60853,1.0,3.4191949244020776,3.3352261838941835,2.7381148686360275,Kepler-10 b
2.323,0.91,45.2946,1.06,5708.0,9.889,50.241299,18.3,7.37,1.0,48.89915790640476,1.4103977307428006,11.586632506219743,Kepler-10 c
1.32,1.08,6.88705,1.49,5825.0,10.081,41.990272999999995,478.214,7.34,1.0,10.492354841659823,2.347756192519894,0.32851200503067046,Kepler-100 b
5.77,1.17,3.4876812,1.56,5667.0,12.402999999999999,48.355228000000004,1240.332,51.1,1.0,6.539196249991914,19.440253150158938,9.205157255377662,Kepler-101 b
1.18,0.81,10.3117,0.76,4909.0,9.984,47.208031,37.043,3.8,1.0,24.46043010260664,1.2870655855156985,1.0056221516664121,Kepler-102 d
2.22,0.81,16.1457,0.76,4909.0,9.984,47.208031,20.385,8.93,1.0,32.98236767054028,2.6047117582282784,16.273761426795318,Kepler-102 e
3.37,1.09,15.9654,1.44,5845.0,11.193,40.064521,150.536,9.7,1.0,19.074889847104483,2.329939539346694,13.305814119874192,Kepler-103 b
5.14,1.09,179.612,1.44,5845.0,11.193,40.064521,5.97,36.1,1.0,95.77064271221779,3.86985718109927,5.086374437256586,Kepler-103 c
3.1,1.01,11.427548,1.35,5711.0,11.558,42.166779,119.907,19.6,1.0,15.872227794347001,5.537426667895484,5.280191349444396,Kepler-104 b
4.81,0.96,5.4122,0.89,5827.0,11.811,46.276237,341.809,5.1,1.0,14.382866780236622,1.9121205055613206,149.48243765738366,Kepler-105 b
1.31,0.96,7.1262,0.89,5827.0,11.811,46.276237,161.0,4.6,1.0,17.278322312438696,1.5735293858773063,0.5046716137105458,Kepler-105 c
2.5,1.0,13.5708,1.04,5858.0,11.752,44.337555,96.905,10.44,1.0,23.028525059368555,2.8038139945725873,6.7162167248671345,Kepler-106 c
2.56,1.0,43.8445,1.04,5858.0,11.752,44.337555,20.294,11.17,1.0,50.32756333834943,2.029233311456353,4.559340284589319,Kepler-106 e
1.536,1.24,3.1800218,1.45,5854.0,11.392000000000001,48.208611,1175.382,3.51,1.0,6.744583252939838,1.3247476092325292,5.194709090748236,Kepler-107 b
1.597,1.24,4.901452,1.45,5854.0,11.392000000000001,48.208611,659.649,9.39,1.0,8.999496746968601,3.068033292237863,1.889349508223513,Kepler-107 c
2.903,1.24,14.749143,1.45,5854.0,11.392000000000001,48.208611,151.942,8.6,1.0,18.757699720283263,1.9463110552390988,8.718957326248196,Kepler-107 e
1.8,0.96,10.3039,1.06,5663.0,12.548,41.909138,146.36,1.9,1.0,18.55018014070095,0.5747638135601117,9.898747061212442,Kepler-11 b
2.87,0.96,13.0241,1.06,5663.0,12.548,41.909138,107.224,2.9,1.0,21.685970168547524,0.8113690779421725,24.69949462112943,Kepler-11 c
3.12,0.96,22.6845,1.06,5663.0,12.548,41.909138,51.115,7.3,1.0,31.393026171010348,1.6975248924792892,10.477414700306467,Kepler-11 d
4.19,0.96,31.9996,1.06,5663.0,12.548,41.909138,32.34,8.0,1.0,39.486024230341854,1.6587394190709777,18.550176735580756,Kepler-11 e
2.49,0.96,46.6888,1.06,5663.0,12.548,41.909138,19.53,2.0,1.0,50.79514243612786,0.36561902555268005,15.04344604641701,Kepler-11 f
1.82,0.75,4.754,0.69,4725.0,11.886,50.944332,105.333,11.7,1.0,15.671357242588766,5.399776827414987,4.828743932410869,Kepler-113 b
1.26,0.77,5.188549,0.67,4605.0,12.035,48.349525,92.535,6.8,1.0,17.258983606591112,2.995138931422688,0.3823083176318999,Kepler-114 b
1.6,0.77,8.041,0.67,4605.0,12.035,48.349525,51.623,2.8,1.0,23.113088167722704,1.0657239136933303,10.89453014884625,Kepler-114 c
2.53,0.77,11.776,0.67,4605.0,12.035,48.349525,31.016,3.9,1.0,29.806876344417468,1.3071398101943095,27.23167153148783,Kepler-114 d
8.059,1.13,18.7959228,1.61,6150.0,13.324000000000002,48.040234000000005,157.541,29.875,1.0,19.25182339482913,6.634653573535826,16.668857161922933,Kepler-117 b
12.341,1.13,50.790391,1.61,6150.0,13.324000000000002,48.040234000000005,41.863,584.78,1.0,37.34941507598445,93.23884399511182,2.1954464566707848,Kepler-117 c
19.660999999999998,1.17,4.4379629,1.48,5947.0,12.405999999999999,50.040382,877.539,137.30256,1.0,8.09378838868339,48.20336479984348,141.84681944457157,Kepler-12 b
2.15,0.72,6.312501,0.53,4096.0,13.019,39.339124,42.692,8.5,1.0,24.314486272347498,3.6675886938301163,7.67057041510755,Kepler-120 b
2.6,1.08,37.993273,1.22,6050.0,13.173,39.949104,36.299,27.7,1.0,40.008142542305166,5.014321929795796,0.8426696278115656,Kepler-122 e
1.75,1.08,56.268,1.22,6050.0,13.173,39.949104,21.524,36.0,1.0,51.981830551900806,5.717199599880991,0.17345112510490177,Kepler-122 f
2.94,1.12,17.232366,1.26,6089.0,12.982000000000001,42.781956,138.807,55.3,1.0,23.146992167694712,12.716921680963269,0.8397875526391099,Kepler-123 b
1.43,1.09,15.09,1.61,6136.0,10.373,43.980213,227.398,0.77,1.0,16.431288157840108,0.18846346159897967,2.5093069139043016,Kepler-128 b
1.34,1.09,22.804,1.61,6136.0,10.373,43.980213,130.979,0.9,1.0,21.638117446193945,0.19195746994252477,1.5393392771673444,Kepler-128 c
2.41,1.02,16.092,1.03,5685.0,10.418,40.942304,66.122,16.13,1.0,26.22197168026523,4.039070454224428,6.674145268700319,Kepler-131 b
0.84,1.02,25.5169,1.03,5685.0,10.418,40.942304,35.736,8.25,1.0,35.65692896515091,1.7715838557811303,0.07145071259145362,Kepler-131 c
2.05,1.21,11.5789,1.35,6165.0,10.804,42.598771,257.984,19.8,1.0,17.005995217856192,4.937453585967683,2.195919714966941,Kepler-136 b
0.522,0.52,10.3126,0.44,3841.0,10.293,43.292972999999996,6.81,0.066,1.0,36.44934391917151,0.03003789530735321,8.313813405702982,Kepler-138 b
1.197,0.52,13.7813,0.44,3841.0,10.293,43.292972999999996,4.63,1.97,1.0,44.22193325985381,0.8139875929019149,3.049122831795605,Kepler-138 c
1.212,0.52,23.0881,0.44,3841.0,10.293,43.292972999999996,2.32,0.64,1.0,62.37871108246838,0.2226548692081582,8.203274503128867,Kepler-138 d
12.732999999999999,1.51,6.790123,2.05,6395.0,11.202,47.33305,973.0178036595084,2669.66,1.0,8.447328392486403,686.1661552044577,1.8927455905985933,Kepler-14 b
2.65,1.28,22.951,1.98,6022.0,10.913,44.529106,154.705,37.1,1.0,18.64239491920357,7.093881170307475,1.0441881931229957,Kepler-145 b
4.32,1.28,42.882,1.98,6022.0,10.913,44.529106,67.193,79.4,1.0,28.2802981306984,12.326488143147694,1.5663252875370122,Kepler-145 c
10.76,1.02,4.942782,0.99,5515.0,12.578,49.140125,430.677,209.76,1.0,12.419620603725864,77.84832240339823,23.524366947255345,Kepler-15 b
8.449,0.69,228.776,0.65,4450.0,9.815,51.757439,0.3552704638703196,105.833,1.0,214.06178573176797,14.196089963614494,36.32799185142816,Kepler-16 b
