Planet Radius Value,Stellar Mass,Orbital Period Value,Star Radius Value,Effective Temperature Value,J mag,TIC Declination,Effective Stellar Flux Value,pl_masses,mass_flag,Ars,K_amp,TSM,Full TOI ID
16.926,1.56,2.20474,2.0,6389.0,9.555,47.969513,4353.408,584.8072,1.0,4.135032750527796,213.99043848557469,65.00796351234636,HAT-P-7 b
15.693,1.27,3.07634,1.57,6200.0,9.214,35.447109000000005,1626.2606802844932,406.8224,1.0,6.141676988860125,152.79463894738782,112.6016638897046,HAT-P-8 b
15.614,1.28,3.92281072,1.34,6350.0,11.274000000000001,37.140652,931.0,238.05467000000002,1.0,8.483842343208943,82.02031983760934,87.80444374111049,HAT-P-9 b
14.594000000000001,0.99,3.446459,1.04,5870.0,10.924000000000001,-23.354836,581.7956746421179,589.55,1.0,9.204275979775973,251.7039275748414,50.11431877759899,HATS-1 b
10.862,1.1,3.312846,1.1,5880.0,11.866,-22.204477,643.9274072028408,167.17858,1.0,8.778794253145437,67.416925526545,43.29184813132519,HATS-10 b
18.03,1.33,3.619188,1.54,6563.0,12.647,-22.389927,1533.9367880879888,263.7989,1.0,7.0859771988994416,91.00921233702894,55.50832593568528,HATS-11 b
7.76,1.16,3.142702,1.17,6357.0,11.725,-19.355907000000002,1030.5680241566968,759.6137,1.0,8.110820026496523,300.91020220361054,3.6857283484312733,HATS-12 b
13.585,0.96,3.0440499,0.89,5523.0,12.439,-26.096655,402.19441027617444,172.58168999999998,1.0,9.800105361158407,78.38756191159389,85.57496118366069,HATS-13 b
11.645999999999999,0.97,2.7667641,0.93,5346.0,12.517999999999999,-25.687334,434.8539362194065,340.39592999999996,1.0,8.830491557477043,158.512315133583,24.61497837640947,HATS-14 b
12.386,0.87,1.74748753,0.92,5311.0,13.261,-19.43751,822.4729073743191,689.6911,1.0,6.337098767835359,402.4892407123653,12.438753359775944,HATS-15 b
14.572000000000001,0.97,2.686502,1.24,5738.0,12.652000000000001,-30.012999,1067.0723214108211,1039.3041,1.0,6.494157750717117,488.7456954465615,10.45330076697362,HATS-16 b
8.709,1.13,16.254611,1.09,5846.0,11.082,-47.613693,72.7,425.25654000000003,1.0,25.81149735068967,99.12663476172713,7.432517294425903,HATS-17 b
14.897,1.04,0.83784,1.02,5600.0,12.735999999999999,-29.156012,2990.0,629.14449,1.0,3.7160438538420135,416.47760967953445,33.84356985262155,HATS-18 b
13.092,0.88,1.354133,0.9,5227.0,11.905999999999999,-22.562992,1029.667878648609,427.463,1.0,5.485991007875438,269.5298219691082,48.89249933945606,HATS-2 b
10.682,0.76,4.7228124,0.69,4803.0,11.556,-29.543312,89.95201497100659,870.8542,1.0,15.671782611262643,399.2577374911626,14.166100498198034,HATS-22 b
20.849,1.12,2.1605156,1.2,5780.0,12.636,-50.067352,1250.041155039604,467.2101,1.0,6.088246036397839,214.66681982839813,76.21589552129792,HATS-23 b
15.637,1.07,1.3484978,1.12,6125.0,11.677999999999999,-61.747310999999996,2653.8513849620645,718.2958,1.0,4.692157270613797,398.12053434919204,45.05298717282602,HATS-24 b
14.123,0.99,4.2986432,1.11,5715.0,11.788,-23.781174,443.5248159862699,194.82979,1.0,9.992454533889566,77.27492938134874,75.72556880298839,HATS-25 b
19.616,1.3,3.3023881,2.04,6071.0,11.839,-28.585590000000003,2261.0347654998823,206.5895,1.0,4.994195273628667,74.6083020907593,83.15207570153459,HATS-26 b
16.814,1.42,4.637038,1.74,6438.0,11.831,-46.587715,1247.3690747233882,168.4499,1.0,7.561416000904293,51.22109124938505,76.36179420283112,HATS-27 b
13.384,0.93,3.1810781,0.92,5498.0,12.522,-49.13847,406.4862673978358,213.58176,1.0,9.66017970594868,97.6415357964798,59.71905729317241,HATS-28 b
14.022,1.03,4.6058749,1.07,5670.0,11.286,-54.893192000000006,354.70268832131876,207.54299,1.0,10.998477010677124,78.348326386488,89.21828885387113,HATS-29 b
15.48,1.21,3.547851,1.4,6351.0,10.98,-24.428793,1215.867178360537,340.382,1.0,7.453149480562908,125.90367258025972,66.9800166887917,HATS-3 b
13.171,1.09,3.1743516,1.06,5943.0,11.129000000000001,-59.942551,664.5831166505607,224.38797999999997,1.0,8.827454385267455,92.34515144514889,87.64270265492851,HATS-30 b
18.383,1.27,3.37796,1.87,6050.0,11.912,-24.427364,1846.5819400039973,279.6904,1.0,5.488139362330919,101.82179815847284,55.29858774592524,HATS-31 b
14.0,1.1,2.8126548,1.1,5700.0,13.09,-21.271938000000002,707.3050849793433,292.4036,1.0,7.871273352582005,124.5276992582201,30.878146422503374,HATS-32 b
13.787,1.06,2.5495551,1.02,5659.0,10.659,-55.330105,690.3590603466093,378.85336,1.0,7.853089499224484,170.88198603183392,80.60093928557521,HATS-33 b
16.029,0.95,2.1061607,0.98,5380.0,12.513,-62.469341,722.518880442175,299.07802999999996,1.0,6.938069162019057,154.6638404808808,74.85631254941065,HATS-34 b
16.41,1.32,1.8209993,1.43,6300.0,11.439,-63.565608999999995,2820.401711945654,388.38826,1.0,4.815310402882602,169.31576500282893,66.95743718333527,HATS-35 b
12.92,1.1,4.175186,1.1,5950.0,13.181,-23.202793,561.0,1022.14128,1.0,10.242781863746943,381.59942573492407,6.092311335957116,HATS-36 b
17.598,1.38,4.5776348,1.62,6572.0,11.833,-29.937889000000002,1217.4515602609874,200.2329,1.0,7.9756839838136075,62.32364563107668,84.37638254829349,HATS-39 b
11.433,1.0,2.516729,0.93,5403.0,12.032,-22.546885,504.42451539831893,420.471,1.0,8.374724246088576,198.01940310089054,24.474352887327623,HATS-4 b
17.71,1.56,3.2642736,2.26,6460.0,12.439,-29.776806,3199.539705145564,505.3497,1.0,4.753570700409854,162.24224464759075,16.86367309593967,HATS-40 b
14.908,1.5,4.193649,1.71,6424.0,11.765,-27.050388,1316.5471861757724,3082.951,1.0,7.3281023018309375,934.5996353334783,3.1462405369532833,HATS-41 b
15.693,1.27,2.292102,1.48,6060.0,12.543,-33.437332,1952.7135932381677,597.5204,1.0,5.354570576366835,247.5461218795493,19.495523405077993,HATS-42 b
13.227,0.84,4.3888497,0.81,5099.0,12.064,-30.970833000000002,162.42840262060986,82.95363,1.0,13.14430751149725,36.45715871079972,187.9652759799328,HATS-43 b
11.96,0.86,2.7439004,0.85,5080.0,12.699000000000002,-27.972609999999996,324.49521609130494,177.9848,1.0,9.230430335270157,90.05579895463678,52.19253041614223,HATS-44 b
14.415,1.27,4.1876244,1.31,6450.0,12.364,-21.910694,879.0785770110186,222.481,1.0,9.040745723633547,75.39659340321967,46.07325025399175,HATS-45 b
10.122,0.92,4.7423729,0.85,5495.0,12.366,-56.316113,204.76772697034363,54.984590000000004,1.0,13.595754454164997,22.16329820339056,106.40671591272913,HATS-46 b
12.52,0.67,3.9228038,0.66,4512.0,12.652999999999999,-49.664963,87.73,117.27927,1.0,13.881654118012168,62.21422663873672,111.48981258886592,HATS-47 b
8.967,0.73,3.1316666,0.72,4546.0,12.16,-59.579377,137.6,77.23269,1.0,11.268202233639938,41.71042340233709,73.34327733183218,HATS-48 A b
8.575,0.71,4.1480467,0.7,4405.0,12.692,-56.344315,80.45,112.19398999999999,1.0,13.849890183503428,56.203927584876716,31.955256150471364,HATS-49 b
10.222999999999999,0.94,4.763387,0.87,5304.0,11.199000000000002,-21.481916000000002,182.48136930123337,75.323,1.0,13.41826729372585,29.885069352628676,127.03023650934345,HATS-5 b
12.665999999999999,1.17,3.8297015,1.12,5990.0,12.642999999999999,-26.077582999999997,568.6851442703089,123.9537,1.0,9.694298246127383,45.70858698677451,60.53051756646869,HATS-50 b
15.805,1.19,3.3488702,1.44,5758.0,11.241,-29.058611,949.1210126470236,244.09344,1.0,6.93395790035364,93.06989254633152,78.31885168957966,HATS-51 b
15.491,1.11,1.36665436,1.05,6010.0,12.523,-31.269333000000003,2072.63073885092,711.9392,1.0,5.111950622277724,383.3468277583566,32.03176332220341,HATS-52 b
15.02,0.96,3.8537768,1.1,5644.0,12.458,-33.860054,489.22598261270946,189.10885,1.0,9.279357923785907,79.3997916397449,71.93221908202939,HATS-53 b
11.96,1.1,2.5441828,1.32,5702.0,12.610999999999999,-44.688805,1165.9220900249807,241.5508,1.0,6.135053216226189,106.368843274259,22.863256294181006,HATS-54 b
14.022,1.2,4.2042001,1.13,6214.0,12.338,-32.755421000000005,582.1240879123156,292.72143,1.0,10.311774001291802,102.88603049750965,39.54630227558433,HATS-55 b
18.921,1.57,4.324799,2.2,6536.0,10.514000000000001,-45.799443,2174.093510466897,191.33366,1.0,5.903147715782748,55.691231135044895,126.28407194571194,HATS-56 b
12.767000000000001,1.03,2.350621,0.96,5587.0,11.071,-19.056757,659.9755939701978,1000.21101,1.0,7.828743760091688,472.48692426632914,22.38452859663187,HATS-57 b
12.274000000000001,1.46,4.2180896,1.43,7175.0,10.584000000000001,-48.978396999999994,1447.579467880161,327.3649,1.0,8.718088575894086,100.84989699459186,41.71077686428717,HATS-58 A b
12.620999999999999,1.04,5.416081,1.04,5670.0,12.59,-22.388167000000003,269.0,256.17098,1.0,12.647277174082374,91.0325071055278,28.53987555281137,HATS-59 b
11.187000000000001,0.57,3.3252725,0.57,3724.0,12.046,-19.031655999999998,42.90499594825318,101.38776999999999,1.0,13.641561509374066,63.296122203619525,135.82074364538877,HATS-6 b
12.924000000000001,1.1,3.560829,1.46,5688.0,11.377,-14.991763,903.9,210.40346,1.0,6.940241991425637,82.83068093236565,44.82160279014033,HATS-60 b
